Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [age]	Characteristics [cell type]	Term Source REF	Term Accession Number	Characteristics [ecotype]	Characteristics [gfp-reporter]	Characteristics [growth media]	Characteristics [organism]	Term Source REF	Term Accession Number	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [CELL TYPE]	Term Source REF	Term Accession Number	FactorValue [GFP-REPORTER]	FactorValue [GROWTH MEDIA]
GSM1126273 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 32 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 32 hours, replicate 2	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126273 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126273 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126273	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126273_COR-NaCl-32hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126273_sample_table.txt norm	GSM1126273_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting
GSM1126272 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 32 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 32 hours, replicate 1	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126272 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126272 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126272	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126272_COR-NaCl-32hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126272_sample_table.txt norm	GSM1126272_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 32 hour before protoplasting
GSM1126271 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 20 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 20 hours, replicate 3	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126271 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126271 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126271	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126271_COR-NaCl-20hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126271_sample_table.txt norm	GSM1126271_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting
GSM1126270 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 20 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 20 hours, replicate 2	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126270 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126270 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126270	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126270_COR-NaCl-20hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126270_sample_table.txt norm	GSM1126270_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting
GSM1126269 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 20 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 20 hours, replicate 1	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126269 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126269 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126269	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126269_COR-NaCl-20hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126269_sample_table.txt norm	GSM1126269_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 20 hour before protoplasting
GSM1126268 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 8 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 8 hours, replicate 3	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126268 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126268 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126268	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126268_COR-NaCl-8hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126268_sample_table.txt norm	GSM1126268_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting
GSM1126267 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 8 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 8 hours, replicate 2	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126267 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126267 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126267	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126267_COR-NaCl-8hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126267_sample_table.txt norm	GSM1126267_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting
GSM1126266 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 8 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 8 hours, replicate 1	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126266 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126266 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126266	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126266_COR-NaCl-8hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126266_sample_table.txt norm	GSM1126266_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 8 hour before protoplasting
GSM1126265 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 3 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 3 hours, replicate 3	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126265 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126265 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126265	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126265_COR-NaCl-3hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126265_sample_table.txt norm	GSM1126265_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting
GSM1126264 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 3 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 3 hours, replicate 2	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126264 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126264 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126264	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126264_COR-NaCl-3hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126264_sample_table.txt norm	GSM1126264_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting
GSM1126263 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 3 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 3 hours, replicate 1	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126263 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126263 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126263	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126263_COR-NaCl-3hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126263_sample_table.txt norm	GSM1126263_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 3 hour before protoplasting
GSM1126262 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 1 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 1 hour, replicate 3	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126262 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126262 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126262	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126262_COR-NaCl-1hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126262_sample_table.txt norm	GSM1126262_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting
GSM1126261 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 1 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 1 hour, replicate 2	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126261 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126261 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126261	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126261_COR-NaCl-1hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126261_sample_table.txt norm	GSM1126261_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting
GSM1126260 1	Gene expression data from isolated cortical cells after roots were treated with 140 mM NaCl for 1 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, 140mM NaCl for 1 hour, replicate 1	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126260 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126260 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126260	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126260_COR-NaCl-1hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126260_sample_table.txt norm	GSM1126260_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 1 hour before protoplasting
GSM1126259 1	Gene expression data from isolated cortical cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, standard conditions for 48 hours, replicate 3	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126259 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126259 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126259	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126259_COR-MS-48hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126259_sample_table.txt norm	GSM1126259_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media
GSM1126258 1	Gene expression data from isolated cortical cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, standard conditions for 48 hours, replicate 2	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126258 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126258 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126258	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126258_COR-MS-48hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126258_sample_table.txt norm	GSM1126258_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media
GSM1126257 1	Gene expression data from isolated cortical cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, standard conditions for 48 hours, replicate 1	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126257 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126257 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126257	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126257_COR-MS-48hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126257_sample_table.txt norm	GSM1126257_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media
GSM1126256 1	Gene expression data from isolated cortical cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, standard conditions for 1 hour, replicate 3	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126256 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126256 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126256	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126256_COR-MS-1hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126256_sample_table.txt norm	GSM1126256_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media
GSM1126255 1	Gene expression data from isolated cortical cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, standard conditions for 1 hour, replicate 2	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126255 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126255 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126255	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126255_COR-MS-1hr-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126255_sample_table.txt norm	GSM1126255_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media
GSM1126254 1	Gene expression data from isolated cortical cells	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, cortex, standard conditions for 1 hour, replicate 1	Seedling roots, 5-7 days after germination	cortex	  	  	Columbia	COR::GFP	Standard media	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126254 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126254 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126254	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126254_COR-MS-1hr-1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126254_sample_table.txt norm	GSM1126254_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	cortex	  	  	COR::GFP	Standard media
GSM1126253 1	Gene expression data from isolated epidermal cells after roots were treated with 140 mM NaCl for 48 hour	Protoplasted and FACS sorted root cells	Arabidopsis, root cells, epidermis, 140mM NaCl for 48 hours, replicate 3	Seedling roots, 5-7 days after germination	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	Columbia	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	P-GSE46205-2	ArrayExpress	P-GSE46205-3	ArrayExpress	P-GSE46205-4	ArrayExpress	GSM1126253 extract 1	total RNA	P-GSE46205-5	ArrayExpress	GSM1126253 LE 1	biotin	P-GSE46205-6	ArrayExpress	GSM1126253	A-AFFY-2	ArrayExpress	array assay	P-GSE46205-7	ArrayExpress	GSM1126253_EPI-NaCl_48hr-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.raw.1.zip	P-GSE46205-1	ArrayExpress	GSM1126253_sample_table.txt norm	GSM1126253_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-46205/E-GEOD-46205.processed.1.zip	epidermis	EFO	http://purl.obolibrary.org/obo/UBERON_0001003	WER::GFP	Standard media for 5 days, transferred to media supplemented with 140mM NaCl for 48 hour before protoplasting
