Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Description	Characteristics[ecotype]	Characteristics[genotype]	Characteristics[organism part]	Comment [Sample_source_name]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	FactorValue[treatment]	FactorValue[genotype]	FactorValue[time]	Unit[time unit]
GSE17464GSM435679	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435679 sample	P-G17464-5	GSE17464GSM435679 extract	total_RNA	P-G17464-3	GSE17464GSM435679 LE biotin	biotin	synthetic_RNA	"Laer, Flg22, 2h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435679.CEL	GSM435679.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	2	hour
GSE17464GSM435697	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435697 sample	P-G17464-5	GSE17464GSM435697 extract	total_RNA	P-G17464-3	GSE17464GSM435697 LE biotin	biotin	synthetic_RNA	"Laer, Flg22+GA, 2h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435697.CEL	GSM435697.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	2	hour
GSE17464GSM435681	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435681 sample	P-G17464-5	GSE17464GSM435681 extract	total_RNA	P-G17464-3	GSE17464GSM435681 LE biotin	biotin	synthetic_RNA	"Laer, Flg22, 2h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435681.CEL	GSM435681.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	2	hour
GSE17464GSM435686	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435686 sample	P-G17464-5	GSE17464GSM435686 extract	total_RNA	P-G17464-3	GSE17464GSM435686 LE biotin	biotin	synthetic_RNA	"Laer, Flg22(Agrobacterium), 2h, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435686.CEL	GSM435686.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	2	hour
GSE17464GSM435685	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435685 sample	P-G17464-5	GSE17464GSM435685 extract	total_RNA	P-G17464-3	GSE17464GSM435685 LE biotin	biotin	synthetic_RNA	"Laer, Flg22(Agrobacterium), 2h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435685.CEL	GSM435685.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	2	hour
GSE17464GSM435687	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435687 sample	P-G17464-5	GSE17464GSM435687 extract	total_RNA	P-G17464-3	GSE17464GSM435687 LE biotin	biotin	synthetic_RNA	"Laer, Flg22(Agrobacterium), 2h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435687.CEL	GSM435687.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	2	hour
GSE17464GSM435691	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435691 sample	P-G17464-5	GSE17464GSM435691 extract	total_RNA	P-G17464-3	GSE17464GSM435691 LE biotin	biotin	synthetic_RNA	"Laer, GA, 2h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435691.CEL	GSM435691.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	2	hour
GSE17464GSM435699	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves treated with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435699 sample	P-G17464-5	GSE17464GSM435699 extract	total_RNA	P-G17464-3	GSE17464GSM435699 LE biotin	biotin	synthetic_RNA	"Laer, Flg22+GA, 2h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435699.CEL	GSM435699.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	flg22	wild type	2	hour
GSE17464GSM435768	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with GA+JA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435768 sample	P-G17464-5	GSE17464GSM435768 extract	total_RNA	P-G17464-3	GSE17464GSM435768 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with GA+JA, Flg22, 2h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435768.CEL	GSM435768.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	gibberellin and jasmonic acid followed by flg22	wild type	2	hour
GSE17464GSM435766	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with GA+JA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435766 sample	P-G17464-5	GSE17464GSM435766 extract	total_RNA	P-G17464-3	GSE17464GSM435766 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with GA+JA, Flg22, 2h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435766.CEL	GSM435766.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	gibberellin and jasmonic acid followed by flg22	wild type	2	hour
GSE17464GSM435767	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with GA+JA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435767 sample	P-G17464-5	GSE17464GSM435767 extract	total_RNA	P-G17464-3	GSE17464GSM435767 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with GA+JA, Flg22, 2h, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435767.CEL	GSM435767.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	gibberellin and jasmonic acid followed by flg22	wild type	2	hour
GSE17464GSM435759	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with GA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435759 sample	P-G17464-5	GSE17464GSM435759 extract	total_RNA	P-G17464-3	GSE17464GSM435759 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with GA, Flg22, 2h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435759.CEL	GSM435759.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	gibberellin followed by flg22	wild type	2	hour
GSE17464GSM435758	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with GA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435758 sample	P-G17464-5	GSE17464GSM435758 extract	total_RNA	P-G17464-3	GSE17464GSM435758 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with GA, Flg22, 2h, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435758.CEL	GSM435758.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	gibberellin followed by flg22	wild type	2	hour
GSE17464GSM435757	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with GA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435757 sample	P-G17464-5	GSE17464GSM435757 extract	total_RNA	P-G17464-3	GSE17464GSM435757 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with GA, Flg22, 2h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435757.CEL	GSM435757.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	gibberellin followed by flg22	wild type	2	hour
GSE17464GSM435749	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with JA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435749 sample	P-G17464-5	GSE17464GSM435749 extract	total_RNA	P-G17464-3	GSE17464GSM435749 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with JA, Flg22, 2h, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435749.CEL	GSM435749.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	jasmonic acid followed by flg22	wild type	2	hour
GSE17464GSM435748	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with JA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435748 sample	P-G17464-5	GSE17464GSM435748 extract	total_RNA	P-G17464-3	GSE17464GSM435748 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with JA, Flg22, 2h, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435748.CEL	GSM435748.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	jasmonic acid followed by flg22	wild type	2	hour
GSE17464GSM435750	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves pre-treated with JA and induced with flg22. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435750 sample	P-G17464-5	GSE17464GSM435750 extract	total_RNA	P-G17464-3	GSE17464GSM435750 LE biotin	biotin	synthetic_RNA	"Laer, pretreat with JA, Flg22, 2h, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435750.CEL	GSM435750.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	jasmonic acid followed by flg22	wild type	2	hour
GSE17464GSM435737	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves infiltrated with Pseudomonas syringae pv tomato DC3000. tissue: leaf discs"	Landsberg erecta	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435737 sample	P-G17464-5	GSE17464GSM435737 extract	total_RNA	P-G17464-3	GSE17464GSM435737 LE biotin	biotin	synthetic_RNA	"penta, Pst DC3000, 12hpi, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435737.CEL	GSM435737.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	Pseudomonas syringae pv. tomato DC3000	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	12	hour
GSE17464GSM435738	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves infiltrated with Pseudomonas syringae pv tomato DC3000. tissue: leaf discs"	Landsberg erecta	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435738 sample	P-G17464-5	GSE17464GSM435738 extract	total_RNA	P-G17464-3	GSE17464GSM435738 LE biotin	biotin	synthetic_RNA	"penta, Pst DC3000, 12hpi, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435738.CEL	GSM435738.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	Pseudomonas syringae pv. tomato DC3000	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	12	hour
GSE17464GSM435736	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves infiltrated with Pseudomonas syringae pv tomato DC3000. tissue: leaf discs"	Landsberg erecta	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435736 sample	P-G17464-5	GSE17464GSM435736 extract	total_RNA	P-G17464-3	GSE17464GSM435736 LE biotin	biotin	synthetic_RNA	"penta, Pst DC3000, 12hpi, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435736.CEL	GSM435736.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	Pseudomonas syringae pv. tomato DC3000	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	12	hour
GSE17464GSM435733	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves infiltrated with Pseudomonas syringae pv tomato DC3000. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435733 sample	P-G17464-5	GSE17464GSM435733 extract	total_RNA	P-G17464-3	GSE17464GSM435733 LE biotin	biotin	synthetic_RNA	"Laer, Pst DC3000, 12hpi, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435733.CEL	GSM435733.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	Pseudomonas syringae pv. tomato DC3000	wild type	12	hour
GSE17464GSM435735	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves infiltrated with Pseudomonas syringae pv tomato DC3000. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435735 sample	P-G17464-5	GSE17464GSM435735 extract	total_RNA	P-G17464-3	GSE17464GSM435735 LE biotin	biotin	synthetic_RNA	"Laer, Pst DC3000, 12hpi, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435735.CEL	GSM435735.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	Pseudomonas syringae pv. tomato DC3000	wild type	12	hour
GSE17464GSM435734	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves infiltrated with Pseudomonas syringae pv tomato DC3000. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435734 sample	P-G17464-5	GSE17464GSM435734 extract	total_RNA	P-G17464-3	GSE17464GSM435734 LE biotin	biotin	synthetic_RNA	"Laer, Pst DC3000, 12hpi, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435734.CEL	GSM435734.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	Pseudomonas syringae pv. tomato DC3000	wild type	12	hour
GSE17464GSM435722	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves infected with Alternaria brassicicola. tissue: leaf discs"	Landsberg erecta	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435722 sample	P-G17464-5	GSE17464GSM435722 extract	total_RNA	P-G17464-3	GSE17464GSM435722 LE biotin	biotin	synthetic_RNA	"penta, Alternaria, 3dpi, Biological Rep 2"	A-AFFY-2	P-AFFY-6	GSM435722.CEL	GSM435722.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	Alternaria brassicicola	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	72	hour
GSE17464GSM435723	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves infected with Alternaria brassicicola. tissue: leaf discs"	Landsberg erecta	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435723 sample	P-G17464-5	GSE17464GSM435723 extract	total_RNA	P-G17464-3	GSE17464GSM435723 LE biotin	biotin	synthetic_RNA	"penta, Alternaria, 3dpi, Biological Rep 3"	A-AFFY-2	P-AFFY-6	GSM435723.CEL	GSM435723.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	Alternaria brassicicola	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	72	hour
GSE17464GSM435721	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves infected with Alternaria brassicicola. tissue: leaf discs"	Landsberg erecta	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435721 sample	P-G17464-5	GSE17464GSM435721 extract	total_RNA	P-G17464-3	GSE17464GSM435721 LE biotin	biotin	synthetic_RNA	"penta, Alternaria, 3dpi, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435721.CEL	GSM435721.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	Alternaria brassicicola	ga1-3 gai-t6 rga-t2 rgl1-1 rgl2-1	72	hour
GSE17464GSM435718	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"leaf discs, Gene expression data from Arabidopsis leaves infected with Alternaria brassicicola. tissue: leaf discs"	Landsberg erecta	wild type	leaf	leaf discs	P-G17464-1	P-G17464-2	GSE17464GSM435718 sample	P-G17464-5	GSE17464GSM435718 extract	total_RNA	P-G17464-3	GSE17464GSM435718 LE biotin	biotin	synthetic_RNA	"Laer, Alternaria, 3dpi, Biological Rep 1"	A-AFFY-2	P-AFFY-6	GSM435718.CEL	GSM435718.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.raw.2.zip	P-G17464-4	E-GEOD-17464-processed-data-2002732225.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-17464/E-GEOD-17464.processed.1.zip	Alternaria brassicicola	wild type	72	hour
