Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics[ecotype]	Characteristics[developmental stage]	Characteristics[age]	Unit[time unit]	Characteristics[genotype]	Description	Sample Name	Extract Name	Material Type	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	FactorValue[genotype]	FactorValue[growth condition]
GSE630GSM9574	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"liquid culture seedlings:  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: Columbia wild-type Treatment: IAA treated Replicate 1."	GSE630GSM9574 sample	GSE630GSM9574 extract	total_RNA	GSE630GSM9574 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_+IAA_1	A-AFFY-2	P-AFFY-6	Col_+IAA_1	GSM9574.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	indole-3-acetic acid
GSE630GSM9576	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: Columbia wild-type Treatment: IAA treated Replicate 3."	GSE630GSM9576 sample	GSE630GSM9576 extract	total_RNA	GSE630GSM9576 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_+IAA_3	A-AFFY-2	P-AFFY-6	Col_+IAA_3	GSM9576.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	indole-3-acetic acid
GSE630GSM9600	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ï¿½M IAA (IAA treated) or EtOH (control) for 2 h at 24 ï¿½C. Line: Columbia wild-type Treatment: IAA treated Replicate 3."	GSE630GSM9600 sample	GSE630GSM9600 extract	total_RNA	GSE630GSM9600 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_+IAA_I_3	A-AFFY-2	P-AFFY-6	Col_+IAA_I_3	GSM9600.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	indole-3-acetic acid
GSE630GSM9598	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ï¿½M IAA (IAA treated) or EtOH (control) for 2 h at 24 ï¿½C. Line: Columbia wild-type Treatment: IAA treated Replicate 1."	GSE630GSM9598 sample	GSE630GSM9598 extract	total_RNA	GSE630GSM9598 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_+IAA_I_1	A-AFFY-2	P-AFFY-6	Col_+IAA_I_1	GSM9598.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	indole-3-acetic acid
GSE630GSM9595	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ï¿½M IAA (IAA treated) or EtOH (control) for 2 h at 24 ï¿½C. Line: Columbia wild-type Treatment: Control Replicate 1."	GSE630GSM9595 sample	GSE630GSM9595 extract	total_RNA	GSE630GSM9595 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_control_I_1	A-AFFY-2	P-AFFY-6	Col_control_I_1	GSM9595.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	none
GSE630GSM9625	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C.   Line: Columbia wild-type Treatment: Control Replicate 2."	GSE630GSM9625 sample	GSE630GSM9625 extract	total_RNA	GSE630GSM9625 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_control_A2_2	A-AFFY-2	P-AFFY-6	Col_control_A2_2	GSM9625.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	none
GSE630GSM9597	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ï¿½M IAA (IAA treated) or EtOH (control) for 2 h at 24 ï¿½C. Line: Columbia wild-type Treatment: Control Replicate 3."	GSE630GSM9597 sample	GSE630GSM9597 extract	total_RNA	GSE630GSM9597 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_control_I_3	A-AFFY-2	P-AFFY-6	Col_control_I_3	GSM9597.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	none
GSE630GSM9627	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C.   Line: Columbia wild-type Treatment: Control."	GSE630GSM9627 sample	GSE630GSM9627 extract	total_RNA	GSE630GSM9627 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_control_A2_3	A-AFFY-2	P-AFFY-6	Col_control_A2_3	GSM9627.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	none
GSE630GSM9572	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"liquid culture seedlings:  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ï¿½M IAA (IAA treated) or EtOH (control) for 2 h at 24 ï¿½C. Line: Columbia wild-type Treatment: Control Replicate 2 Note: Correct data table for GSM9572 has been updated on Oct 26, 2005. If you have downloaded data at some previous time (the old version was duplicate of GSE9575), please download again. ."	GSE630GSM9572 sample	GSE630GSM9572 extract	total_RNA	GSE630GSM9572 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_control_2	A-AFFY-2	P-AFFY-6	Col_control_2	GSM9572.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	none
GSE630GSM9571	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"liquid culture seedlings:  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C. Line: Columbia wild-type Treatment: Control Replicate 1."	GSE630GSM9571 sample	GSE630GSM9571 extract	total_RNA	GSE630GSM9571 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_control_1	A-AFFY-2	P-AFFY-6	Col_control_1	GSM9571.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	none
GSE630GSM9620	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ÂµM IAA (IAA treated) or EtOH (control) for 2 h at 24 Â°C.   Line: Columbia wild-type Treatment: Control Replicate 1."	GSE630GSM9620 sample	GSE630GSM9620 extract	total_RNA	GSE630GSM9620 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_control_A2_1	A-AFFY-2	P-AFFY-6	Col_control_A2_1	GSM9620.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	none
GSE630GSM9596	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"Light grown liquid cultured seedlings (7-day old):  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ï¿½M IAA (IAA treated) or EtOH (control) for 2 h at 24 ï¿½C. Line: Columbia wild-type Treatment: Control Replicate 2."	GSE630GSM9596 sample	GSE630GSM9596 extract	total_RNA	GSE630GSM9596 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_control_I_2	A-AFFY-2	P-AFFY-6	Col_control_I_2	GSM9596.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	none
GSE630GSM9573	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Columbia	seedling	7	day	wild type	"liquid culture seedlings:  Surface-sterile seeds were germinated in liquid Murashige and Skoog medium containing 1.5% sucrose and cultured in a 16 h light/ 8 h dark cycle with gentle shaking. After 7 days culture period, seedlings were treated with 5ï¿½M IAA (IAA treated) or EtOH (control) for 2 h at 24 ï¿½C. Line: Columbia wild-type Treatment: Control Replicate 3 Note: Correct data table for GSM9573 has been updated on Oct 26, 2005. If you have downloaded data at some previous time (the old version was duplicate of GSE9576), please download again. ."	GSE630GSM9573 sample	GSE630GSM9573 extract	total_RNA	GSE630GSM9573 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Col_control_3	A-AFFY-2	P-AFFY-6	Col_control_3	GSM9573.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.raw.2.zip	E-GEOD-630-processed-data-1628964653.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-630/E-GEOD-630.processed.1.zip	wild type	none
