Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[accession]	Characteristics[ecotype]	Characteristics[organism part]	Term Source REF	Term Accession Number	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [ACCESSION]	FactorValue [ECOTYPE]	FactorValue [ORGANISM PART]	Term Source REF	Term Accession Number	FactorValue [TREATMENT]
GSM680324 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Ts-1_wet_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS6868	Ts-1	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680324 extract 1	total RNA	P-GSE27552-5	GSM680324 LE 1	biotin	P-GSE27552-6	GSM680324	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680324.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680324_sample_table.txt norm	GSM680324_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS6868	Ts-1	rosette leaf	EFO	EFO_0001984	Wet
GSM680323 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Bur-0_wet_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS6643	Bur-0	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680323 extract 1	total RNA	P-GSE27552-5	GSM680323 LE 1	biotin	P-GSE27552-6	GSM680323	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680323.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680323_sample_table.txt norm	GSM680323_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS6643	Bur-0	rosette leaf	EFO	EFO_0001984	Wet
GSM680322 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Ws-2_wet_3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS2360	Ws-2	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680322 extract 1	total RNA	P-GSE27552-5	GSM680322 LE 1	biotin	P-GSE27552-6	GSM680322	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680322.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680322_sample_table.txt norm	GSM680322_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS2360	Ws-2	rosette leaf	EFO	EFO_0001984	Wet
GSM680321 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Col_dry_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS6673	Col	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680321 extract 1	total RNA	P-GSE27552-5	GSM680321 LE 1	biotin	P-GSE27552-6	GSM680321	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680321.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680321_sample_table.txt norm	GSM680321_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS6673	Col	rosette leaf	EFO	EFO_0001984	Dry
GSM680320 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Ler_dry_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS20	Ler	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680320 extract 1	total RNA	P-GSE27552-5	GSM680320 LE 1	biotin	P-GSE27552-6	GSM680320	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680320.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680320_sample_table.txt norm	GSM680320_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS20	Ler	rosette leaf	EFO	EFO_0001984	Dry
GSM680319 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_SQ-8_dry_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22601	SQ-8	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680319 extract 1	total RNA	P-GSE27552-5	GSM680319 LE 1	biotin	P-GSE27552-6	GSM680319	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680319.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680319_sample_table.txt norm	GSM680319_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22601	SQ-8	rosette leaf	EFO	EFO_0001984	Dry
GSM680318 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_NFA-10_dry_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22599	NFA-10	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680318 extract 1	total RNA	P-GSE27552-5	GSM680318 LE 1	biotin	P-GSE27552-6	GSM680318	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680318.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680318_sample_table.txt norm	GSM680318_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22599	NFA-10	rosette leaf	EFO	EFO_0001984	Dry
GSM680317 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_HR-5_dry_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22596	HR-5	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680317 extract 1	total RNA	P-GSE27552-5	GSM680317 LE 1	biotin	P-GSE27552-6	GSM680317	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680317.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680317_sample_table.txt norm	GSM680317_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22596	HR-5	rosette leaf	EFO	EFO_0001984	Dry
GSM680316 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_CIBC-17_dry_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22603	CIBC-17	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680316 extract 1	total RNA	P-GSE27552-5	GSM680316 LE 1	biotin	P-GSE27552-6	GSM680316	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680316.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680316_sample_table.txt norm	GSM680316_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22603	CIBC-17	rosette leaf	EFO	EFO_0001984	Dry
GSM680315 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Ts-1_dry_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS6868	Ts-1	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680315 extract 1	total RNA	P-GSE27552-5	GSM680315 LE 1	biotin	P-GSE27552-6	GSM680315	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680315.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680315_sample_table.txt norm	GSM680315_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS6868	Ts-1	rosette leaf	EFO	EFO_0001984	Dry
GSM680314 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Bur-0_dry_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS6643	Bur-0	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680314 extract 1	total RNA	P-GSE27552-5	GSM680314 LE 1	biotin	P-GSE27552-6	GSM680314	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680314.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680314_sample_table.txt norm	GSM680314_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS6643	Bur-0	rosette leaf	EFO	EFO_0001984	Dry
GSM680313 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Ws-2_dry_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS2360	Ws-2	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680313 extract 1	total RNA	P-GSE27552-5	GSM680313 LE 1	biotin	P-GSE27552-6	GSM680313	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680313.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680313_sample_table.txt norm	GSM680313_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS2360	Ws-2	rosette leaf	EFO	EFO_0001984	Dry
GSM680312 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Col_wet_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS6673	Col	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680312 extract 1	total RNA	P-GSE27552-5	GSM680312 LE 1	biotin	P-GSE27552-6	GSM680312	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680312.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680312_sample_table.txt norm	GSM680312_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS6673	Col	rosette leaf	EFO	EFO_0001984	Wet
GSM680311 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Ler_wet_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS20	Ler	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680311 extract 1	total RNA	P-GSE27552-5	GSM680311 LE 1	biotin	P-GSE27552-6	GSM680311	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680311.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680311_sample_table.txt norm	GSM680311_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS20	Ler	rosette leaf	EFO	EFO_0001984	Wet
GSM680310 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_SQ-8_wet_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22601	SQ-8	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680310 extract 1	total RNA	P-GSE27552-5	GSM680310 LE 1	biotin	P-GSE27552-6	GSM680310	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680310.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680310_sample_table.txt norm	GSM680310_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22601	SQ-8	rosette leaf	EFO	EFO_0001984	Wet
GSM680309 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_NFA-10_wet_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22599	NFA-10	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680309 extract 1	total RNA	P-GSE27552-5	GSM680309 LE 1	biotin	P-GSE27552-6	GSM680309	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680309.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680309_sample_table.txt norm	GSM680309_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22599	NFA-10	rosette leaf	EFO	EFO_0001984	Wet
GSM680308 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_KNOX-18_wet_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS28414	KNOX-18	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680308 extract 1	total RNA	P-GSE27552-5	GSM680308 LE 1	biotin	P-GSE27552-6	GSM680308	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680308.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680308_sample_table.txt norm	GSM680308_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS28414	KNOX-18	rosette leaf	EFO	EFO_0001984	Wet
GSM680307 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_HR-5_wet_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22596	HR-5	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680307 extract 1	total RNA	P-GSE27552-5	GSM680307 LE 1	biotin	P-GSE27552-6	GSM680307	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680307.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680307_sample_table.txt norm	GSM680307_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22596	HR-5	rosette leaf	EFO	EFO_0001984	Wet
GSM680306 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_CIBC-17_wet_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22603	CIBC-17	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680306 extract 1	total RNA	P-GSE27552-5	GSM680306 LE 1	biotin	P-GSE27552-6	GSM680306	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680306.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680306_sample_table.txt norm	GSM680306_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22603	CIBC-17	rosette leaf	EFO	EFO_0001984	Wet
GSM680305 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Ts-1_wet_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS6868	Ts-1	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680305 extract 1	total RNA	P-GSE27552-5	GSM680305 LE 1	biotin	P-GSE27552-6	GSM680305	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680305.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680305_sample_table.txt norm	GSM680305_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS6868	Ts-1	rosette leaf	EFO	EFO_0001984	Wet
GSM680304 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Bur-0_wet_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS6643	Bur-0	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680304 extract 1	total RNA	P-GSE27552-5	GSM680304 LE 1	biotin	P-GSE27552-6	GSM680304	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680304.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680304_sample_table.txt norm	GSM680304_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS6643	Bur-0	rosette leaf	EFO	EFO_0001984	Wet
GSM680303 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Ws-2_wet_2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS2360	Ws-2	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680303 extract 1	total RNA	P-GSE27552-5	GSM680303 LE 1	biotin	P-GSE27552-6	GSM680303	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680303.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680303_sample_table.txt norm	GSM680303_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS2360	Ws-2	rosette leaf	EFO	EFO_0001984	Wet
GSM680302 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Col_dry_1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS6673	Col	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680302 extract 1	total RNA	P-GSE27552-5	GSM680302 LE 1	biotin	P-GSE27552-6	GSM680302	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680302.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680302_sample_table.txt norm	GSM680302_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS6673	Col	rosette leaf	EFO	EFO_0001984	Dry
GSM680301 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_Ler_dry_1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS20	Ler	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680301 extract 1	total RNA	P-GSE27552-5	GSM680301 LE 1	biotin	P-GSE27552-6	GSM680301	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680301.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680301_sample_table.txt norm	GSM680301_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS20	Ler	rosette leaf	EFO	EFO_0001984	Dry
GSM680300 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_SQ-8_dry_1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22601	SQ-8	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680300 extract 1	total RNA	P-GSE27552-5	GSM680300 LE 1	biotin	P-GSE27552-6	GSM680300	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680300.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680300_sample_table.txt norm	GSM680300_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22601	SQ-8	rosette leaf	EFO	EFO_0001984	Dry
GSM680299 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_NFA-10_dry_1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22599	NFA-10	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680299 extract 1	total RNA	P-GSE27552-5	GSM680299 LE 1	biotin	P-GSE27552-6	GSM680299	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680299.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680299_sample_table.txt norm	GSM680299_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22599	NFA-10	rosette leaf	EFO	EFO_0001984	Dry
GSM680298 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_KNOX-18_dry_1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS28414	KNOX-18	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680298 extract 1	total RNA	P-GSE27552-5	GSM680298 LE 1	biotin	P-GSE27552-6	GSM680298	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680298.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680298_sample_table.txt norm	GSM680298_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS28414	KNOX-18	rosette leaf	EFO	EFO_0001984	Dry
GSM680297 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_HR-5_dry_1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22596	HR-5	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680297 extract 1	total RNA	P-GSE27552-5	GSM680297 LE 1	biotin	P-GSE27552-6	GSM680297	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680297.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680297_sample_table.txt norm	GSM680297_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22596	HR-5	rosette leaf	EFO	EFO_0001984	Dry
GSM680296 1	cRNA hybridizations to explore gene expression	rosette leaf	leaf_CIBC-17_dry_1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	CS22603	CIBC-17	rosette leaf	EFO	EFO_0001984	P-GSE27552-3	P-GSE27552-2	P-GSE27552-4	GSM680296 extract 1	total RNA	P-GSE27552-5	GSM680296 LE 1	biotin	P-GSE27552-6	GSM680296	A-GEOD-13230	  	P-GSE27552-7	P-GSE27552-8	GSM680296.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.raw.2.zip	P-GSE27552-1	GSM680296_sample_table.txt norm	GSM680296_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-27552/E-GEOD-27552.processed.1.zip	CS22603	CIBC-17	rosette leaf	EFO	EFO_0001984	Dry
