Source Name	Characteristics [StrainOrLine]	Characteristics [Organism]	Term Source REF	Term Accession Number	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value [TIME]	Unit [TimeUnit]	Factor Value [GROWTH CONDITION]	Factor Value [TEMPERATURE]	Unit [TemperatureUnit]
cT38Wb	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT38W	total_RNA	P-MTAB-12071	cT38W_labeled	biotin	unknown	P-MTAB-12069	H_cT38W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT38W.CEL	Hannah_cT38W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	38	hours	continuous light	20	degree_C
cT38Wc	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT38W	total_RNA	P-MTAB-12071	cT38W_labeled	biotin	unknown	P-MTAB-12069	H_cT38W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT38W.CEL	Hannah_cT38W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	38	hours	continuous light	20	degree_C
cT38Wd	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT38W	total_RNA	P-MTAB-12071	cT38W_labeled	biotin	unknown	P-MTAB-12069	H_cT38W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT38W.CEL	Hannah_cT38W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	38	hours	continuous light	20	degree_C
cT38We	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT38W	total_RNA	P-MTAB-12071	cT38W_labeled	biotin	unknown	P-MTAB-12069	H_cT38W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT38W.CEL	Hannah_cT38W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	38	hours	continuous light	20	degree_C
T54b	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T54	total_RNA	P-MTAB-12071	T54_labeled	biotin	unknown	P-MTAB-12069	H_T54_labeled	A-AFFY-2	P-AFFY-6	Hannah_T54.CEL	Hannah_T54.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	54	hours	light/dark	4	degree_C
T54a	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T54	total_RNA	P-MTAB-12071	T54_labeled	biotin	unknown	P-MTAB-12069	H_T54_labeled	A-AFFY-2	P-AFFY-6	Hannah_T54.CEL	Hannah_T54.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	54	hours	light/dark	4	degree_C
T54d	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T54	total_RNA	P-MTAB-12071	T54_labeled	biotin	unknown	P-MTAB-12069	H_T54_labeled	A-AFFY-2	P-AFFY-6	Hannah_T54.CEL	Hannah_T54.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	54	hours	light/dark	4	degree_C
T54c	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T54	total_RNA	P-MTAB-12071	T54_labeled	biotin	unknown	P-MTAB-12069	H_T54_labeled	A-AFFY-2	P-AFFY-6	Hannah_T54.CEL	Hannah_T54.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	54	hours	light/dark	4	degree_C
T54e	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T54	total_RNA	P-MTAB-12071	T54_labeled	biotin	unknown	P-MTAB-12069	H_T54_labeled	A-AFFY-2	P-AFFY-6	Hannah_T54.CEL	Hannah_T54.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	54	hours	light/dark	4	degree_C
T34b	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T34	total_RNA	P-MTAB-12071	T34_labeled	biotin	unknown	P-MTAB-12069	H_T34_labeled	A-AFFY-2	P-AFFY-6	Hannah_T34.CEL	Hannah_T34.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	34	hours	light/dark	4	degree_C
T34a	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T34	total_RNA	P-MTAB-12071	T34_labeled	biotin	unknown	P-MTAB-12069	H_T34_labeled	A-AFFY-2	P-AFFY-6	Hannah_T34.CEL	Hannah_T34.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	34	hours	light/dark	4	degree_C
T34d	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T34	total_RNA	P-MTAB-12071	T34_labeled	biotin	unknown	P-MTAB-12069	H_T34_labeled	A-AFFY-2	P-AFFY-6	Hannah_T34.CEL	Hannah_T34.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	34	hours	light/dark	4	degree_C
T34c	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T34	total_RNA	P-MTAB-12071	T34_labeled	biotin	unknown	P-MTAB-12069	H_T34_labeled	A-AFFY-2	P-AFFY-6	Hannah_T34.CEL	Hannah_T34.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	34	hours	light/dark	4	degree_C
T34e	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T34	total_RNA	P-MTAB-12071	T34_labeled	biotin	unknown	P-MTAB-12069	H_T34_labeled	A-AFFY-2	P-AFFY-6	Hannah_T34.CEL	Hannah_T34.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	34	hours	light/dark	4	degree_C
T22a	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T22	total_RNA	P-MTAB-12071	T22_labeled	biotin	unknown	P-MTAB-12069	H_T22_labeled	A-AFFY-2	P-AFFY-6	Hannah_T22.CEL	Hannah_T22.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	22	hours	light/dark	4	degree_C
T22b	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T22	total_RNA	P-MTAB-12071	T22_labeled	biotin	unknown	P-MTAB-12069	H_T22_labeled	A-AFFY-2	P-AFFY-6	Hannah_T22.CEL	Hannah_T22.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	22	hours	light/dark	4	degree_C
T22c	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T22	total_RNA	P-MTAB-12071	T22_labeled	biotin	unknown	P-MTAB-12069	H_T22_labeled	A-AFFY-2	P-AFFY-6	Hannah_T22.CEL	Hannah_T22.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	22	hours	light/dark	4	degree_C
T22d	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T22	total_RNA	P-MTAB-12071	T22_labeled	biotin	unknown	P-MTAB-12069	H_T22_labeled	A-AFFY-2	P-AFFY-6	Hannah_T22.CEL	Hannah_T22.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	22	hours	light/dark	4	degree_C
T22e	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T22	total_RNA	P-MTAB-12071	T22_labeled	biotin	unknown	P-MTAB-12069	H_T22_labeled	A-AFFY-2	P-AFFY-6	Hannah_T22.CEL	Hannah_T22.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	22	hours	light/dark	4	degree_C
cT34Wa	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT34W	total_RNA	P-MTAB-12071	cT34W_labeled	biotin	unknown	P-MTAB-12069	H_cT34W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT34W.CEL	Hannah_cT34W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	34	hours	continuous light	20	degree_C
cT34Wd	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT34W	total_RNA	P-MTAB-12071	cT34W_labeled	biotin	unknown	P-MTAB-12069	H_cT34W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT34W.CEL	Hannah_cT34W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	34	hours	continuous light	20	degree_C
cT34We	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT34W	total_RNA	P-MTAB-12071	cT34W_labeled	biotin	unknown	P-MTAB-12069	H_cT34W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT34W.CEL	Hannah_cT34W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	34	hours	continuous light	20	degree_C
cT34Wb	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT34W	total_RNA	P-MTAB-12071	cT34W_labeled	biotin	unknown	P-MTAB-12069	H_cT34W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT34W.CEL	Hannah_cT34W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	34	hours	continuous light	20	degree_C
cT34Wc	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT34W	total_RNA	P-MTAB-12071	cT34W_labeled	biotin	unknown	P-MTAB-12069	H_cT34W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT34W.CEL	Hannah_cT34W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	34	hours	continuous light	20	degree_C
T42b	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T42	total_RNA	P-MTAB-12071	T42_labeled	biotin	unknown	P-MTAB-12069	H_T42_labeled	A-AFFY-2	P-AFFY-6	Hannah_T42.CEL	Hannah_T42.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	42	hours	light/dark	4	degree_C
T42a	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T42	total_RNA	P-MTAB-12071	T42_labeled	biotin	unknown	P-MTAB-12069	H_T42_labeled	A-AFFY-2	P-AFFY-6	Hannah_T42.CEL	Hannah_T42.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	42	hours	light/dark	4	degree_C
T42d	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T42	total_RNA	P-MTAB-12071	T42_labeled	biotin	unknown	P-MTAB-12069	H_T42_labeled	A-AFFY-2	P-AFFY-6	Hannah_T42.CEL	Hannah_T42.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	42	hours	light/dark	4	degree_C
T42c	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T42	total_RNA	P-MTAB-12071	T42_labeled	biotin	unknown	P-MTAB-12069	H_T42_labeled	A-AFFY-2	P-AFFY-6	Hannah_T42.CEL	Hannah_T42.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	42	hours	light/dark	4	degree_C
T42e	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12077	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T42	total_RNA	P-MTAB-12071	T42_labeled	biotin	unknown	P-MTAB-12069	H_T42_labeled	A-AFFY-2	P-AFFY-6	Hannah_T42.CEL	Hannah_T42.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	42	hours	light/dark	4	degree_C
T18We	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T18W	total_RNA	P-MTAB-12071	T18W_labeled	biotin	unknown	P-MTAB-12069	H_T18W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T18W.CEL	Hannah_T18W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	18	hours	light/dark	20	degree_C
T18Wb	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T18W	total_RNA	P-MTAB-12071	T18W_labeled	biotin	unknown	P-MTAB-12069	H_T18W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T18W.CEL	Hannah_T18W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	18	hours	light/dark	20	degree_C
T18Wa	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T18W	total_RNA	P-MTAB-12071	T18W_labeled	biotin	unknown	P-MTAB-12069	H_T18W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T18W.CEL	Hannah_T18W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	18	hours	light/dark	20	degree_C
T18Wd	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T18W	total_RNA	P-MTAB-12071	T18W_labeled	biotin	unknown	P-MTAB-12069	H_T18W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T18W.CEL	Hannah_T18W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	18	hours	light/dark	20	degree_C
T18Wc	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12076	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	T18W	total_RNA	P-MTAB-12071	T18W_labeled	biotin	unknown	P-MTAB-12069	H_T18W_labeled	A-AFFY-2	P-AFFY-6	Hannah_T18W.CEL	Hannah_T18W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	18	hours	light/dark	20	degree_C
cT10Wa	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT10W	total_RNA	P-MTAB-12071	cT10W_labeled	biotin	unknown	P-MTAB-12069	H_cT10W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT10W.CEL	Hannah_cT10W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	10	hours	continuous light	20	degree_C
cT10Wd	Col-0	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-12075	P-MTAB-12072	P-MTAB-12074	P-MTAB-12070	cT10W	total_RNA	P-MTAB-12071	cT10W_labeled	biotin	unknown	P-MTAB-12069	H_cT10W_labeled	A-AFFY-2	P-AFFY-6	Hannah_cT10W.CEL	Hannah_cT10W.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.raw.1.zip	P-MTAB-12232	Espinoza_GCRMA.txt.magetab	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-2526/E-MEXP-2526.processed.1.zip	10	hours	continuous light	20	degree_C
