Source Name	Comment [Sample_characteristics]	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[age]	Characteristics[antibody]	Characteristics[antibody manufacturer]	Characteristics[cell type]	Characteristics[developmental stage]	Characteristics[ecotype]	Characteristics[genotype]	Characteristics[longitudinal zone]	Characteristics[marker line]	Characteristics[media]	Characteristics[teatment]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [AGE]	FactorValue [CELL TYPE]	FactorValue [DEVELOPMENTAL STAGE]	FactorValue [GENOTYPE]	FactorValue [LONGITUDINAL ZONE]	FactorValue [MARKER LINE]	FactorValue [MEDIA]	FactorValue [TEATMENT]	FactorValue [TREATMENT]
GSM744792 1	  	Expression profile of whole root exposed to pH 4.6 for 6H	whole roots transferred to low pH, 6H	Whole root - low pH 6H_rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744792 extract 1	total RNA	P-GSE30166-23	GSM744792 LE 1	biotin	P-GSE30166-15	GSM744792	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744792.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744792_sample_table.txt norm	GSM744792_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 4.6 for 6 hr
GSM744791 1	  	Expression profile of whole root exposed to pH 4.6 for 3H	whole roots transferred to low pH, 3H	Whole root - low pH 3H_rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744791 extract 1	total RNA	P-GSE30166-23	GSM744791 LE 1	biotin	P-GSE30166-15	GSM744791	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744791.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744791_sample_table.txt norm	GSM744791_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 4.6 for 3 hr
GSM744790 1	  	Expression profile of whole root exposed to pH 4.6 for 3H	whole roots transferred to low pH, 3H	Whole root - low pH 3H_rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744790 extract 1	total RNA	P-GSE30166-23	GSM744790 LE 1	biotin	P-GSE30166-15	GSM744790	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744790.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744790_sample_table.txt norm	GSM744790_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 4.6 for 3 hr
GSM744789 1	  	Expression profile of whole root exposed to pH 4.6 for 1H	whole roots transferred to low pH, 1H	Whole root - low pH 1H_rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744789 extract 1	total RNA	P-GSE30166-23	GSM744789 LE 1	biotin	P-GSE30166-15	GSM744789	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744789.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744789_sample_table.txt norm	GSM744789_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 4.6 for 1 hr
GSM744788 1	  	Expression profile of whole root exposed to pH 4.6 for 1H	whole roots transferred to low pH, 1H	Whole root - low pH 1H_rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744788 extract 1	total RNA	P-GSE30166-23	GSM744788 LE 1	biotin	P-GSE30166-15	GSM744788	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744788.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744788_sample_table.txt norm	GSM744788_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 4.6 for 1 hr
GSM744787 1	  	Expression profile of whole root exposed to pH 4.6 for 30 min	whole roots transferred to low pH, 30min	Whole root - low pH 30min_rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744787 extract 1	total RNA	P-GSE30166-23	GSM744787 LE 1	biotin	P-GSE30166-15	GSM744787	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744787.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744787_sample_table.txt norm	GSM744787_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 4.6 for 30 min
GSM744786 1	  	Expression profile of whole root exposed to pH 4.6 for 30 min	whole roots transferred to low pH, 30min	Whole root - low pH 30min_rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744786 extract 1	total RNA	P-GSE30166-23	GSM744786 LE 1	biotin	P-GSE30166-15	GSM744786	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744786.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744786_sample_table.txt norm	GSM744786_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 4.6 for 30 min
GSM744785 1	  	Expression profile of whole root exposed to pH 5.7 for 48H	whole roots transferred to std pH, 48H	Whole root - Std pH 48H_rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744785 extract 1	total RNA	P-GSE30166-23	GSM744785 LE 1	biotin	P-GSE30166-15	GSM744785	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744785.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744785_sample_table.txt norm	GSM744785_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 5.7 for 48 hr
GSM744784 1	  	Expression profile of whole root exposed to pH 5.7 for 48H	whole roots transferred to std pH, 48H	Whole root - Std pH 48H_rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744784 extract 1	total RNA	P-GSE30166-23	GSM744784 LE 1	biotin	P-GSE30166-15	GSM744784	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744784.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744784_sample_table.txt norm	GSM744784_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 5.7 for 48 hr
GSM744783 1	  	Expression profile of whole root exposed to pH 5.7 for 24H	whole roots transferred to std pH, 24H	Whole root - Std pH 24H_rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744783 extract 1	total RNA	P-GSE30166-23	GSM744783 LE 1	biotin	P-GSE30166-15	GSM744783	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744783.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744783_sample_table.txt norm	GSM744783_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 5.7 for 24 hr
GSM744782 1	  	Expression profile of whole root exposed to pH 5.7 for 24H	whole roots transferred to std pH, 24H	Whole root - Std pH 24H_rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744782 extract 1	total RNA	P-GSE30166-23	GSM744782 LE 1	biotin	P-GSE30166-15	GSM744782	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744782.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744782_sample_table.txt norm	GSM744782_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 5.7 for 24 hr
GSM744781 1	  	Expression profile of whole root exposed to pH 5.7 for 12H	whole roots transferred to std pH, 12H	Whole root - Std pH 12H_rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744781 extract 1	total RNA	P-GSE30166-23	GSM744781 LE 1	biotin	P-GSE30166-15	GSM744781	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744781.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744781_sample_table.txt norm	GSM744781_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 5.7 for 12 hr
GSM744780 1	  	Expression profile of whole root exposed to pH 5.7 for 12H	whole roots transferred to std pH, 12H	Whole root - Std pH 12H_rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744780 extract 1	total RNA	P-GSE30166-23	GSM744780 LE 1	biotin	P-GSE30166-15	GSM744780	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744780.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744780_sample_table.txt norm	GSM744780_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 5.7 for 12 hr
GSM744779 1	  	Expression profile of whole root exposed to pH 5.7 for 6H	whole roots transferred to std pH, 6H	Whole root - Std pH 6H_rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744779 extract 1	total RNA	P-GSE30166-23	GSM744779 LE 1	biotin	P-GSE30166-15	GSM744779	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744779.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744779_sample_table.txt norm	GSM744779_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 5.7 for 6 hr
GSM744778 1	  	Expression profile of whole root exposed to pH 5.7 for 6H	whole roots transferred to std pH, 6H	Whole root - Std pH 6H_rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744778 extract 1	total RNA	P-GSE30166-23	GSM744778 LE 1	biotin	P-GSE30166-15	GSM744778	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744778.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744778_sample_table.txt norm	GSM744778_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 5.7 for 6 hr
GSM744777 1	  	Expression profile of whole root exposed to pH 5.7 for 3H	whole roots transferred to std pH, 3H	Whole root - Std pH 3H_rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744777 extract 1	total RNA	P-GSE30166-23	GSM744777 LE 1	biotin	P-GSE30166-15	GSM744777	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744777.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744777_sample_table.txt norm	GSM744777_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 5.7 for 3 hr
GSM744776 1	  	Expression profile of whole root exposed to pH 5.7 for 3H	whole roots transferred to std pH, 3H	Whole root - Std pH 3H_rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744776 extract 1	total RNA	P-GSE30166-23	GSM744776 LE 1	biotin	P-GSE30166-15	GSM744776	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744776.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744776_sample_table.txt norm	GSM744776_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 5.7 for 3 hr
GSM744775 1	  	Expression profile of whole root exposed to pH 5.7 for 1H	whole roots transferred to std pH, 1H	Whole root - Std pH 1H_rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744775 extract 1	total RNA	P-GSE30166-23	GSM744775 LE 1	biotin	P-GSE30166-15	GSM744775	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744775.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744775_sample_table.txt norm	GSM744775_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 5.7 for 1 hr
GSM744774 1	  	Expression profile of whole root exposed to pH 5.7 for 1H	whole roots transferred to std pH, 1H	Whole root - Std pH 1H_rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744774 extract 1	total RNA	P-GSE30166-23	GSM744774 LE 1	biotin	P-GSE30166-15	GSM744774	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744774.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744774_sample_table.txt norm	GSM744774_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 5.7 for 1 hr
GSM744773 1	  	Expression profile of whole root exposed to pH 5.7 for 30 min	whole roots transferred to std pH, 30 min	Whole root - Std pH 30min_rep2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744773 extract 1	total RNA	P-GSE30166-23	GSM744773 LE 1	biotin	P-GSE30166-15	GSM744773	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744773.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744773_sample_table.txt norm	GSM744773_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 5.7 for 30 min
GSM744772 1	  	Expression profile of whole root exposed to pH 5.7 for 30 min	whole roots transferred to std pH, 30 min	Whole root - Std pH 30min_rep1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	  	  	  	  	whole root	Columbia	  	  	  	  	  	P-GSE30166-22	P-GSE30166-21	P-GSE30166-19	GSM744772 extract 1	total RNA	P-GSE30166-23	GSM744772 LE 1	biotin	P-GSE30166-15	GSM744772	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744772.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744772_sample_table.txt norm	GSM744772_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	not specified	not specified	whole root	not specified	not specified	not specified	not specified	not specified	pH 5.7 for 30 min
GSM744771 1	  	Gene expression data from root developmental stage zone 4	root tissue	Arabidopsis root section, longitudinal zone 4, pH 5.7, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	4	  	pH 5.7	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744771 extract 1	total RNA	P-GSE30166-20	GSM744771 LE 1	biotin	P-GSE30166-15	GSM744771	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744771.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744771_sample_table.txt norm	GSM744771_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	4	not specified	pH 5.7	not specified	not specified
GSM744770 1	  	Gene expression data from root developmental stage zone 4	root tissue	Arabidopsis root section, longitudinal zone 4, pH 5.7, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	4	  	pH 5.7	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744770 extract 1	total RNA	P-GSE30166-20	GSM744770 LE 1	biotin	P-GSE30166-15	GSM744770	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744770.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744770_sample_table.txt norm	GSM744770_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	4	not specified	pH 5.7	not specified	not specified
GSM744769 1	  	Gene expression data from root developmental stage zone 4	root tissue	Arabidopsis root section, longitudinal zone 4, pH 4.6, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	4	  	pH 4.6	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744769 extract 1	total RNA	P-GSE30166-20	GSM744769 LE 1	biotin	P-GSE30166-15	GSM744769	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744769.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744769_sample_table.txt norm	GSM744769_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	4	not specified	pH 4.6	not specified	not specified
GSM744768 1	  	Gene expression data from root developmental stage zone 4	root tissue	Arabidopsis root section, longitudinal zone 4, pH 4.6, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	4	  	pH 4.6	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744768 extract 1	total RNA	P-GSE30166-20	GSM744768 LE 1	biotin	P-GSE30166-15	GSM744768	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744768.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744768_sample_table.txt norm	GSM744768_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	4	not specified	pH 4.6	not specified	not specified
GSM744767 1	  	Gene expression data from root developmental stage zone 3	root tissue	Arabidopsis root section, longitudinal zone 3, pH 5.7, replicate 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	3	  	pH 5.7	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744767 extract 1	total RNA	P-GSE30166-20	GSM744767 LE 1	biotin	P-GSE30166-15	GSM744767	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744767.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744767_sample_table.txt norm	GSM744767_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	3	not specified	pH 5.7	not specified	not specified
GSM744766 1	  	Gene expression data from root developmental stage zone 3	root tissue	Arabidopsis root section, longitudinal zone 3, pH 5.7, replicate 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	6 day old roots	  	  	  	  	Columbia	  	3	  	pH 5.7	  	P-GSE30166-18	P-GSE30166-17	P-GSE30166-19	GSM744766 extract 1	total RNA	P-GSE30166-20	GSM744766 LE 1	biotin	P-GSE30166-15	GSM744766	A-AFFY-2	  	P-GSE30166-16	P-GSE30166-10	GSM744766.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.raw.3.zip	P-GSE30166-1	GSM744766_sample_table.txt norm	GSM744766_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-30166/E-GEOD-30166.processed.1.zip	6 day old roots	not specified	not specified	not specified	3	not specified	pH 5.7	not specified	not specified
