Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Characteristics[Organism]	Comment[genetic variation]	Characteristics[DevelopmentalStage]	Characteristics[Genotype]	Characteristics[OrganismPart]	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue[DEVELOPMENTAL STAGE]	FactorValue[GENOTYPE]	FactorValue [COMPOUND]	FactorValue [SAMPLING TIME POINT]	Unit[TimeUnit]
GSM478045 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  150-200 Seeds were plated in 10 clusters (app 20 seeds per cluster) on 1/2 MS 0.8% agar plates.  Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s. Autoclaved.  20 seedlings clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. Constant light.	toc1-1, 49hr	Arabidopsis thaliana	EMS-induced mutation in At5g61380	Boyes key 1.04	toc1 mutant	aerial tissue	P-GSE19271-2	GSM478045 extract 1	total RNA	P-GSE19271-3	GSM478045 LE 1	biotin	P-GSE19271-4	GSM478045	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478045.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478045_sample_table.txt norm	GSM478045_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	toc1 mutant	none	49	hours
GSM478044 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, nicotinamide, 93hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478044 extract 1	total RNA	P-GSE19271-3	GSM478044 LE 1	biotin	P-GSE19271-4	GSM478044	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478044.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478044_sample_table.txt norm	GSM478044_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	93	hours
GSM478043 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, nicotinamide, 89hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478043 extract 1	total RNA	P-GSE19271-3	GSM478043 LE 1	biotin	P-GSE19271-4	GSM478043	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478043.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478043_sample_table.txt norm	GSM478043_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	89	hours
GSM478042 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, nicotinamide, 85hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478042 extract 1	total RNA	P-GSE19271-3	GSM478042 LE 1	biotin	P-GSE19271-4	GSM478042	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478042.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478042_sample_table.txt norm	GSM478042_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	85	hours
GSM478041 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, nicotinamide, 81hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478041 extract 1	total RNA	P-GSE19271-3	GSM478041 LE 1	biotin	P-GSE19271-4	GSM478041	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478041.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478041_sample_table.txt norm	GSM478041_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	81	hours
GSM478040 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, nicotinamide, 77hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478040 extract 1	total RNA	P-GSE19271-3	GSM478040 LE 1	biotin	P-GSE19271-4	GSM478040	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478040.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478040_sample_table.txt norm	GSM478040_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	77	hours
GSM478039 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, nicotinamide, 73hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478039 extract 1	total RNA	P-GSE19271-3	GSM478039 LE 1	biotin	P-GSE19271-4	GSM478039	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478039.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478039_sample_table.txt norm	GSM478039_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	73	hours
GSM478038 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, nicotinamide, 69hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478038 extract 1	total RNA	P-GSE19271-3	GSM478038 LE 1	biotin	P-GSE19271-4	GSM478038	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478038.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478038_sample_table.txt norm	GSM478038_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	69	hours
GSM478037 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, nicotinamide, 49hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478037 extract 1	total RNA	P-GSE19271-3	GSM478037 LE 1	biotin	P-GSE19271-4	GSM478037	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478037.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478037_sample_table.txt norm	GSM478037_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	49	hours
GSM478036 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, nicotinamide, 61hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478036 extract 1	total RNA	P-GSE19271-3	GSM478036 LE 1	biotin	P-GSE19271-4	GSM478036	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478036.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478036_sample_table.txt norm	GSM478036_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	61	hours
GSM478035 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, nicotinamide, 57hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478035 extract 1	total RNA	P-GSE19271-3	GSM478035 LE 1	biotin	P-GSE19271-4	GSM478035	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478035.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478035_sample_table.txt norm	GSM478035_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	57	hours
GSM478034 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, nicotinamide, 53hr	Arabidopsis thaliana	  	Boyes key 1.04	wild type	aerial tissue	P-GSE19271-2	GSM478034 extract 1	total RNA	P-GSE19271-3	GSM478034 LE 1	biotin	P-GSE19271-4	GSM478034	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478034.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478034_sample_table.txt norm	GSM478034_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.04	wild type	nicotinamide	53	hours
GSM478033 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, untreated, 93hr	Arabidopsis thaliana	  	Boyes key 1.03	wild type	aerial tissue	P-GSE19271-2	GSM478033 extract 1	total RNA	P-GSE19271-3	GSM478033 LE 1	biotin	P-GSE19271-4	GSM478033	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478033.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478033_sample_table.txt norm	GSM478033_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.03	wild type	none	93	hours
GSM478032 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, untreated, 89hr	Arabidopsis thaliana	  	Boyes key 1.03	wild type	aerial tissue	P-GSE19271-2	GSM478032 extract 1	total RNA	P-GSE19271-3	GSM478032 LE 1	biotin	P-GSE19271-4	GSM478032	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478032.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478032_sample_table.txt norm	GSM478032_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.03	wild type	none	89	hours
GSM478031 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, untreated, 85hr	Arabidopsis thaliana	  	Boyes key 1.03	wild type	aerial tissue	P-GSE19271-2	GSM478031 extract 1	total RNA	P-GSE19271-3	GSM478031 LE 1	biotin	P-GSE19271-4	GSM478031	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478031.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478031_sample_table.txt norm	GSM478031_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.03	wild type	none	85	hours
GSM478030 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, untreated, 81hr	Arabidopsis thaliana	  	Boyes key 1.03	wild type	aerial tissue	P-GSE19271-2	GSM478030 extract 1	total RNA	P-GSE19271-3	GSM478030 LE 1	biotin	P-GSE19271-4	GSM478030	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478030.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478030_sample_table.txt norm	GSM478030_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.03	wild type	none	81	hours
GSM478029 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, untreated, 77hr	Arabidopsis thaliana	  	Boyes key 1.03	wild type	aerial tissue	P-GSE19271-2	GSM478029 extract 1	total RNA	P-GSE19271-3	GSM478029 LE 1	biotin	P-GSE19271-4	GSM478029	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478029.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478029_sample_table.txt norm	GSM478029_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.03	wild type	none	77	hours
GSM478028 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, untreated, 73hr	Arabidopsis thaliana	  	Boyes key 1.03	wild type	aerial tissue	P-GSE19271-2	GSM478028 extract 1	total RNA	P-GSE19271-3	GSM478028 LE 1	biotin	P-GSE19271-4	GSM478028	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478028.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478028_sample_table.txt norm	GSM478028_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.03	wild type	none	73	hours
GSM478027 1	The seeds were stratified at 4C for 48 hours in darkness.  Seeds were rinsed in 100% ethanol and sterilized in 2.5% (v/v) sodium hypochlorite solution for 7 min, then washed with sterilized distilled water 3 times.  70-100 Seeds were plated in 10 clusters (app 10 seeds per cluster) on 1/2 MS 0.8% agar plates. Seedlings were grown in 12 h light/12 h dark (12L:12D) for 11 days at constant 19C. The light source for germination and growth was cool-white fluorescent light at 70 umol/m2/s. On the 12th day the seedlings were transferred to continuous white light conditions at 100 umol/m2/s.  10-20 seeds clumped together. 19 C average, 19 C day, 19 C night. 50 % average, 50 % day, 50 % night. Murashige & Skoog basal salt mixture. 12 hour days, 12 hour nights.	C24, untreated, 69hr	Arabidopsis thaliana	  	Boyes key 1.03	wild type	aerial tissue	P-GSE19271-2	GSM478027 extract 1	total RNA	P-GSE19271-3	GSM478027 LE 1	biotin	P-GSE19271-4	GSM478027	A-AFFY-2	P-GSE19271-5	P-GSE19271-6	GSM478027.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.raw.1.zip	P-GSE19271-1	GSM478027_sample_table.txt norm	GSM478027_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-19271/E-GEOD-19271.processed.1.zip	Boyes key 1.03	wild type	none	69	hours
