Source Name	Material Type	Characteristics [organism]	Term Source REF	Term Accession Number	Description	Comment[Sample_source_name]	Comment[Sample_characteristics]	Characteristics[Genotype]	Characteristics[organism part]	Characteristics[age]	Unit[time unit]	Characteristics[developmental stage]	Characteristics[ecotype]	Protocol REF	Protocol REF	Sample Name	Material Type	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Material Type	Label	Assay Name	Technology Type	Array Design REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[CDF]	Factor Value[growth condition]	Factor Value[genotype]	Factor Value[organism part]	Factor Value [RNA]
GSE14502GSM362208	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pPEP-enriched polysomal mRNA, Root cortex (PEP) RNA under control conditions. Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pPEP-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pPEP:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362208 sample	organism part	P-G14502-5	GSE14502GSM362208 extract	total RNA	P-G14502-3	GSE14502GSM362208 LE biotin	synthetic RNA	biotin	root_control_pPEP_rep2	array assay	A-AFFY-2	GSM362208	GSM362208.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362208 Norm	GSM362208_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pPEP:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362209	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pPEP-enriched polysomal mRNA, Root cortex (PEP) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pPEP-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pPEP:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362209 sample	organism part	P-G14502-5	GSE14502GSM362209 extract	total RNA	P-G14502-3	GSE14502GSM362209 LE biotin	synthetic RNA	biotin	root_hypoxia_pPEP_rep1	array assay	A-AFFY-2	GSM362209	GSM362209.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362209 Norm	GSM362209_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pPEP:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362210	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pPEP-enriched polysomal mRNA, Root cortex (PEP) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pPEP-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pPEP:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362210 sample	organism part	P-G14502-5	GSE14502GSM362210 extract	total RNA	P-G14502-3	GSE14502GSM362210 LE biotin	synthetic RNA	biotin	root_hypoxia_pPEP_rep2	array assay	A-AFFY-2	GSM362210	GSM362210.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362210 Norm	GSM362210_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pPEP:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362211	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pRPL11C-enriched polysomal mRNA, Root meristematic RNA under control conditions. Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pRPL11C-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pRPL11C:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362211 sample	organism part	P-G14502-5	GSE14502GSM362211 extract	total RNA	P-G14502-3	GSE14502GSM362211 LE biotin	synthetic RNA	biotin	root_control_pRPL11C_rep1	array assay	A-AFFY-2	GSM362211	GSM362211.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362211 Norm	GSM362211_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pRPL11C:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362212	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pRPL11C-enriched polysomal mRNA, Root meristematic RNA under control conditions. Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pRPL11C-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pRPL11C:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362212 sample	organism part	P-G14502-5	GSE14502GSM362212 extract	total RNA	P-G14502-3	GSE14502GSM362212 LE biotin	synthetic RNA	biotin	root_control_pRPL11C_rep2	array assay	A-AFFY-2	GSM362212	GSM362212.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362212 Norm	GSM362212_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pRPL11C:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362213	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pRPL11C-enriched polysomal mRNA, Root meristematic RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pRPL11C-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pRPL11C:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362213 sample	organism part	P-G14502-5	GSE14502GSM362213 extract	total RNA	P-G14502-3	GSE14502GSM362213 LE biotin	synthetic RNA	biotin	root_hypoxia_pRPL11C_rep1	array assay	A-AFFY-2	GSM362213	GSM362213.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362213 Norm	GSM362213_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pRPL11C:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362214	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pRPL11C-enriched polysomal mRNA, Root meristematic RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pRPL11C-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pRPL11C:His6FLAG-RPL18B	root	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362214 sample	organism part	P-G14502-5	GSE14502GSM362214 extract	total RNA	P-G14502-3	GSE14502GSM362214 LE biotin	synthetic RNA	biotin	root_hypoxia_pRPL11C_rep2	array assay	A-AFFY-2	GSM362214	GSM362214.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362214 Norm	GSM362214_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pRPL11C:His6FLAG-RPL18B	root	polysomal mRNA
GSE14502GSM362215	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, total mRNA, Shoot total RNA under control conditions. Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, total mRNA	Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	p35S:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362215 sample	organism part	P-G14502-5	GSE14502GSM362215 extract	total RNA	P-G14502-3	GSE14502GSM362215 LE biotin	synthetic RNA	biotin	shoot_control_total_rep1	array assay	A-AFFY-2	GSM362215	GSM362215.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362215 Norm	GSM362215_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	p35S:His6FLAG-RPL18B	shoot	total mRNA
GSE14502GSM362216	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, total mRNA, Shoot total RNA under control conditions. Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, total mRNA	Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	p35S:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362216 sample	organism part	P-G14502-5	GSE14502GSM362216 extract	total RNA	P-G14502-3	GSE14502GSM362216 LE biotin	synthetic RNA	biotin	shoot_control_total_rep2	array assay	A-AFFY-2	GSM362216	GSM362216.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362216 Norm	GSM362216_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	p35S:His6FLAG-RPL18B	shoot	total mRNA
GSE14502GSM362217	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, total mRNA, Shoot total RNA under control conditions. Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, total mRNA	Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	p35S:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362217 sample	organism part	P-G14502-5	GSE14502GSM362217 extract	total RNA	P-G14502-3	GSE14502GSM362217 LE biotin	synthetic RNA	biotin	shoot_control_total_rep3	array assay	A-AFFY-2	GSM362217	GSM362217.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362217 Norm	GSM362217_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	p35S:His6FLAG-RPL18B	shoot	total mRNA
GSE14502GSM362218	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, total mRNA, Shoot total RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, total mRNA	Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	p35S:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362218 sample	organism part	P-G14502-5	GSE14502GSM362218 extract	total RNA	P-G14502-3	GSE14502GSM362218 LE biotin	synthetic RNA	biotin	shoot_hypoxia_total_rep1	array assay	A-AFFY-2	GSM362218	GSM362218.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362218 Norm	GSM362218_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	p35S:His6FLAG-RPL18B	shoot	total mRNA
GSE14502GSM362219	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, total mRNA, Shoot total RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, total mRNA	Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	p35S:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362219 sample	organism part	P-G14502-5	GSE14502GSM362219 extract	total RNA	P-G14502-3	GSE14502GSM362219 LE biotin	synthetic RNA	biotin	shoot_hypoxia_total_rep2	array assay	A-AFFY-2	GSM362219	GSM362219.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362219 Norm	GSM362219_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	p35S:His6FLAG-RPL18B	shoot	total mRNA
GSE14502GSM362220	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, total mRNA, Shoot total RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, total mRNA	Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	p35S:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362220 sample	organism part	P-G14502-5	GSE14502GSM362220 extract	total RNA	P-G14502-3	GSE14502GSM362220 LE biotin	synthetic RNA	biotin	shoot_hypoxia_total_rep3	array assay	A-AFFY-2	GSM362220	GSM362220.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362220 Norm	GSM362220_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	p35S:His6FLAG-RPL18B	shoot	total mRNA
GSE14502GSM362221	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, p35S-enriched polysomal mRNA, Shoot polysomal RNA under control conditions. Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, p35S-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	p35S:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362221 sample	organism part	P-G14502-5	GSE14502GSM362221 extract	total RNA	P-G14502-3	GSE14502GSM362221 LE biotin	synthetic RNA	biotin	shoot_control_p35S_rep1	array assay	A-AFFY-2	GSM362221	GSM362221.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362221 Norm	GSM362221_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	p35S:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362222	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, p35S-enriched polysomal mRNA, Shoot polysomal RNA under control conditions. Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, p35S-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	p35S:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362222 sample	organism part	P-G14502-5	GSE14502GSM362222 extract	total RNA	P-G14502-3	GSE14502GSM362222 LE biotin	synthetic RNA	biotin	shoot_control_p35S_rep2	array assay	A-AFFY-2	GSM362222	GSM362222.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362222 Norm	GSM362222_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	p35S:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362223	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, p35S-enriched polysomal mRNA, Shoot polysomal RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, p35S-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	p35S:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362223 sample	organism part	P-G14502-5	GSE14502GSM362223 extract	total RNA	P-G14502-3	GSE14502GSM362223 LE biotin	synthetic RNA	biotin	shoot_hypoxia_p35S_rep1	array assay	A-AFFY-2	GSM362223	GSM362223.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362223 Norm	GSM362223_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	p35S:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362224	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, p35S-enriched polysomal mRNA, Shoot polysomal RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, p35S-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: p35S:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	p35S:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362224 sample	organism part	P-G14502-5	GSE14502GSM362224 extract	total RNA	P-G14502-3	GSE14502GSM362224 LE biotin	synthetic RNA	biotin	shoot_hypoxia_p35S_rep2	array assay	A-AFFY-2	GSM362224	GSM362224.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362224 Norm	GSM362224_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	p35S:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362225	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pGL2-enriched polysomal mRNA, Shoot trichome RNA under control conditions. Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pGL2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pGL2:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362225 sample	organism part	P-G14502-5	GSE14502GSM362225 extract	total RNA	P-G14502-3	GSE14502GSM362225 LE biotin	synthetic RNA	biotin	shoot_control_pGL2_rep1	array assay	A-AFFY-2	GSM362225	GSM362225.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362225 Norm	GSM362225_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pGL2:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362226	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pGL2-enriched polysomal mRNA, Shoot trichome RNA under control conditions. Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pGL2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pGL2:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362226 sample	organism part	P-G14502-5	GSE14502GSM362226 extract	total RNA	P-G14502-3	GSE14502GSM362226 LE biotin	synthetic RNA	biotin	shoot_control_pGL2_rep2	array assay	A-AFFY-2	GSM362226	GSM362226.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362226 Norm	GSM362226_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	control	pGL2:His6FLAG-RPL18B	shoot	polysomal mRNA
GSE14502GSM362227	organism part	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pGL2-enriched polysomal mRNA, Shoot trichome RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pGL2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pGL2:His6FLAG-RPL18B	shoot	7	day	seedling	Col-0	P-G14502-1	P-G14502-2	GSE14502GSM362227 sample	organism part	P-G14502-5	GSE14502GSM362227 extract	total RNA	P-G14502-3	GSE14502GSM362227 LE biotin	synthetic RNA	biotin	shoot_hypoxia_pGL2_rep1	array assay	A-AFFY-2	GSM362227	GSM362227.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.raw.1.zip	P-G14502-4	GSE14502GSM362227 Norm	GSM362227_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14502/E-GEOD-14502.processed.1.zip	ATH1-121501.CDF	hypoxia	pGL2:His6FLAG-RPL18B	shoot	polysomal mRNA
