Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Description	Characteristics[organism part]	Characteristics[ecotype]	Characteristics[age]	Unit[time unit]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Derived Array Data Matrix File	Comment [Derived ArrayExpress Data Matrix FTP file]	FactorValue[organism part]	FactorValue[compound]
GSE7631GSM184523	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Stele root cells, 2 hr KCl control treated:  n/a. Genotype: Col-0; Cell type: stele root cells	stele 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184523 sample	P-G7631-4	GSE7631GSM184523 extract	total_RNA	P-G7631-3	GSE7631GSM184523 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Stele root cells 2hr KCl control treated, biological rep2	A-AFFY-2	P-AFFY-6	Stele root cells 2hr KCl control treated, biological rep2	GSM184523.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	stele 	control
GSE7631GSM184522	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Stele root cells, 2 hr KCl control treated:  n/a. Genotype: Col-0; Cell type: stele root cells	stele 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184522 sample	P-G7631-4	GSE7631GSM184522 extract	total_RNA	P-G7631-3	GSE7631GSM184522 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Stele root cells 2hr KCl control treated, biological rep1	A-AFFY-2	P-AFFY-6	Stele root cells 2hr KCl control treated, biological rep1	GSM184522.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	stele 	control
GSE7631GSM184524	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Stele root cells, 2 hr KCl control treated:  n/a. Genotype: Col-0; Cell type: stele root cells	stele 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184524 sample	P-G7631-4	GSE7631GSM184524 extract	total_RNA	P-G7631-3	GSE7631GSM184524 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Stele root cells 2hr KCl control treated, biological rep3	A-AFFY-2	P-AFFY-6	Stele root cells 2hr KCl control treated, biological rep3	GSM184524.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	stele 	control
GSE7631GSM184527	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Stele root cells, 2 hr KNO3 transitory treated:  KNO3 was not maintained in the protoplast-generating solution. Genotype: Col-0; Cell type: stele root cells	stele 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184527 sample	P-G7631-4	GSE7631GSM184527 extract	total_RNA	P-G7631-3	GSE7631GSM184527 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Stele root cells 2hr transitory KNO3 treated, biological rep3	A-AFFY-2	P-AFFY-6	Stele root cells 2hr transitory KNO3 treated, biological rep3	GSM184527.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	stele 	2hr transitory KNO3
GSE7631GSM184526	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Stele root cells, 2 hr KNO3 transitory treated:  KNO3 was not maintained in the protoplast-generating solution. Genotype: Col-0; Cell type: stele root cells	stele 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184526 sample	P-G7631-4	GSE7631GSM184526 extract	total_RNA	P-G7631-3	GSE7631GSM184526 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Stele root cells 2hr transitory KNO3 treated, biological rep2	A-AFFY-2	P-AFFY-6	Stele root cells 2hr transitory KNO3 treated, biological rep2	GSM184526.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	stele 	2hr transitory KNO3
GSE7631GSM184525	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	FACS-sorted 12 day old Arabidopsis Stele root cells, 2 hr KNO3 transitory treated:  KNO3 was not maintained in the protoplast-generating solution. Genotype: Col-0; Cell type: stele root cells	stele 	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184525 sample	P-G7631-4	GSE7631GSM184525 extract	total_RNA	P-G7631-3	GSE7631GSM184525 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Stele root cells 2hr transitory KNO3 treated, biological rep1	A-AFFY-2	P-AFFY-6	Stele root cells 2hr transitory KNO3 treated, biological rep1	GSM184525.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	stele 	2hr transitory KNO3
GSE7631GSM184535	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mock FACS-sorted 12 day old Arabidopsis root cell protoplasts, 2 hr KNO3 continuous treated:  KNO3 was maintained in the protoplast-generating solution at 5mM. Genotype: Col-0; All protoplasts from root cells	protoplast	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184535 sample	P-G7631-4	GSE7631GSM184535 extract	total_RNA	P-G7631-3	GSE7631GSM184535 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Protoplasted root cells 2hr continuous KNO3 treated, biological rep2	A-AFFY-2	P-AFFY-6	Protoplasted root cells 2hr continuous KNO3 treated, biological rep2	GSM184535.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	protoplast	2hr continuous KNO3
GSE7631GSM184534	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mock FACS-sorted 12 day old Arabidopsis root cell protoplasts, 2 hr KNO3 continuous treated:  KNO3 was maintained in the protoplast-generating solution at 5mM. Genotype: Col-0; All protoplasts from root cells	protoplast	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184534 sample	P-G7631-4	GSE7631GSM184534 extract	total_RNA	P-G7631-3	GSE7631GSM184534 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Protoplasted root cells 2hr continuous KNO3 treated, biological rep1	A-AFFY-2	P-AFFY-6	Protoplasted root cells 2hr continuous KNO3 treated, biological rep1	GSM184534.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	protoplast	2hr continuous KNO3
GSE7631GSM184536	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mock FACS-sorted 12 day old Arabidopsis root cell protoplasts, 2 hr KNO3 continuous treated:  KNO3 was maintained in the protoplast-generating solution at 5mM. Genotype: Col-0; All protoplasts from root cells	protoplast	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184536 sample	P-G7631-4	GSE7631GSM184536 extract	total_RNA	P-G7631-3	GSE7631GSM184536 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Protoplasted root cells 2hr continuous KNO3 treated, biological rep3	A-AFFY-2	P-AFFY-6	Protoplasted root cells 2hr continuous KNO3 treated, biological rep3	GSM184536.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	protoplast	2hr continuous KNO3
GSE7631GSM184532	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mock FACS-sorted 12 day old Arabidopsis root cell protoplasts, 2 hr control treated:  n/a. Genotype: Col-0; All protoplasts from root cells	protoplast	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184532 sample	P-G7631-4	GSE7631GSM184532 extract	total_RNA	P-G7631-3	GSE7631GSM184532 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Protoplasted root cells 2hr KCl control treated, biological rep2	A-AFFY-2	P-AFFY-6	Protoplasted root cells 2hr KCl control treated, biological rep2	GSM184532.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	protoplast	control
GSE7631GSM184533	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mock FACS-sorted 12 day old Arabidopsis root cell protoplasts, 2 hr control treated:  n/a. Genotype: Col-0; All protoplasts from root cells	protoplast	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184533 sample	P-G7631-4	GSE7631GSM184533 extract	total_RNA	P-G7631-3	GSE7631GSM184533 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Protoplasted root cells 2hr KCl control treated, biological rep3	A-AFFY-2	P-AFFY-6	Protoplasted root cells 2hr KCl control treated, biological rep3	GSM184533.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	protoplast	control
GSE7631GSM184531	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mock FACS-sorted 12 day old Arabidopsis root cell protoplasts, 2 hr control treated:  n/a. Genotype: Col-0; All protoplasts from root cells	protoplast	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184531 sample	P-G7631-4	GSE7631GSM184531 extract	total_RNA	P-G7631-3	GSE7631GSM184531 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Protoplasted root cells 2hr KCl control treated, biological rep1	A-AFFY-2	P-AFFY-6	Protoplasted root cells 2hr KCl control treated, biological rep1	GSM184531.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	protoplast	control
GSE7631GSM218590	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mock FACS-sorted 12 day old Arabidopsis root cell protoplasts, 2 hr KNO3 transitory treated:  KNO3 was not maintained in the protoplast-generating solution. Genotype: Col-0; All protoplasts from root cells	protoplast	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM218590 sample	P-G7631-4	GSE7631GSM218590 extract	total_RNA	P-G7631-3	GSE7631GSM218590 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Protoplasted root cells 2hr transitory KNO3 treated, biological rep3	A-AFFY-2	P-AFFY-6	Protoplasted root cells 2hr transitory KNO3 treated, biological rep3	GSM218590.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	protoplast	2hr transitory KNO3
GSE7631GSM218589	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mock FACS-sorted 12 day old Arabidopsis root cell protoplasts, 2 hr KNO3 transitory treated:  KNO3 was not maintained in the protoplast-generating solution. Genotype: Col-0; All protoplasts from root cells	protoplast	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM218589 sample	P-G7631-4	GSE7631GSM218589 extract	total_RNA	P-G7631-3	GSE7631GSM218589 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Protoplasted root cells 2hr transitory KNO3 treated, biological rep2	A-AFFY-2	P-AFFY-6	Protoplasted root cells 2hr transitory KNO3 treated, biological rep2	GSM218589.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	protoplast	2hr transitory KNO3
GSE7631GSM218588	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Mock FACS-sorted 12 day old Arabidopsis root cell protoplasts, 2 hr KNO3 transitory treated:  KNO3 was not maintained in the protoplast-generating solution. Genotype: Col-0; All protoplasts from root cells	protoplast	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM218588 sample	P-G7631-4	GSE7631GSM218588 extract	total_RNA	P-G7631-3	GSE7631GSM218588 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Protoplasted root cells 2hr transitory KNO3 treated, biological rep1	A-AFFY-2	P-AFFY-6	Protoplasted root cells 2hr transitory KNO3 treated, biological rep1	GSM218588.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	protoplast	2hr transitory KNO3
GSE7631GSM184539	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KCl control treated then frozen:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184539 sample	P-G7631-4	GSE7631GSM184539 extract	total_RNA	P-G7631-3	GSE7631GSM184539 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KCl control treated then frozen, biological rep3	A-AFFY-2	P-AFFY-6	Whole roots 2hr KCl control treated then frozen, biological rep3	GSM184539.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	control
GSE7631GSM184538	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KCl control treated then frozen:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184538 sample	P-G7631-4	GSE7631GSM184538 extract	total_RNA	P-G7631-3	GSE7631GSM184538 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KCl control treated then frozen, biological rep2	A-AFFY-2	P-AFFY-6	Whole roots 2hr KCl control treated then frozen, biological rep2	GSM184538.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	control
GSE7631GSM184537	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KCl control treated then frozen:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184537 sample	P-G7631-4	GSE7631GSM184537 extract	total_RNA	P-G7631-3	GSE7631GSM184537 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KCl control treated then frozen, biological rep1	A-AFFY-2	P-AFFY-6	Whole roots 2hr KCl control treated then frozen, biological rep1	GSM184537.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	control
GSE7631GSM184553	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KCl control treated then incubated in protoplast-generating solution minus enzymes:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184553 sample	P-G7631-4	GSE7631GSM184553 extract	total_RNA	P-G7631-3	GSE7631GSM184553 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KCl control treated then incubated in protoplast-generating solution minus enzymes, biological rep3	A-AFFY-2	P-AFFY-6	Whole roots 2hr KCl control treated then incubated in protoplast-generating solution minus enzymes, biological rep3	GSM184553.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	2hr KCl then incubation in protoplast-generating solution minus enzymes
GSE7631GSM184551	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KCl control treated then incubated in protoplast-generating solution minus enzymes:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184551 sample	P-G7631-4	GSE7631GSM184551 extract	total_RNA	P-G7631-3	GSE7631GSM184551 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KCl control treated then incubated in protoplast-generating solution minus enzymes, biological rep1	A-AFFY-2	P-AFFY-6	Whole roots 2hr KCl control treated then incubated in protoplast-generating solution minus enzymes, biological rep1	GSM184551.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	2hr KCl then incubation in protoplast-generating solution minus enzymes
GSE7631GSM184552	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KCl control treated then incubated in protoplast-generating solution minus enzymes:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184552 sample	P-G7631-4	GSE7631GSM184552 extract	total_RNA	P-G7631-3	GSE7631GSM184552 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KCl control treated then incubated in protoplast-generating solution minus enzymes, biological rep2	A-AFFY-2	P-AFFY-6	Whole roots 2hr KCl control treated then incubated in protoplast-generating solution minus enzymes, biological rep2	GSM184552.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	2hr KCl then incubation in protoplast-generating solution minus enzymes
GSE7631GSM184545	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KNO3 treated then frozen:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184545 sample	P-G7631-4	GSE7631GSM184545 extract	total_RNA	P-G7631-3	GSE7631GSM184545 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KNO3 treated then frozen, biological rep3	A-AFFY-2	P-AFFY-6	Whole roots 2hr KNO3 treated then frozen, biological rep3	GSM184545.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	2hr KNO3 then frozen
GSE7631GSM184543	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KNO3 treated then frozen:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184543 sample	P-G7631-4	GSE7631GSM184543 extract	total_RNA	P-G7631-3	GSE7631GSM184543 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KNO3 treated then frozen, biological rep1	A-AFFY-2	P-AFFY-6	Whole roots 2hr KNO3 treated then frozen, biological rep1	GSM184543.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	2hr KNO3 then frozen
GSE7631GSM184544	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KNO3 treated then frozen:  n/a. Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184544 sample	P-G7631-4	GSE7631GSM184544 extract	total_RNA	P-G7631-3	GSE7631GSM184544 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KNO3 treated then frozen, biological rep2	A-AFFY-2	P-AFFY-6	Whole roots 2hr KNO3 treated then frozen, biological rep2	GSM184544.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	2hr KNO3 then frozen
GSE7631GSM184556	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KNO3 transitory treated then incubated in protoplast-generating solution minus enzymes:  KNO3 was not maintained in the protoplast-generating solution (minus enzymes). Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184556 sample	P-G7631-4	GSE7631GSM184556 extract	total_RNA	P-G7631-3	GSE7631GSM184556 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KNO3 treated then incubated in protoplast-generating solution minus enzymes, biological rep2	A-AFFY-2	P-AFFY-6	Whole roots 2hr KNO3 treated then incubated in protoplast-generating solution minus enzymes, biological rep2	GSM184556.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	2hr KNO3 then incubation in protoplast-generating solution minus enzymes
GSE7631GSM184555	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	12 day old Arabidopsis roots, 2hr KNO3 transitory treated then incubated in protoplast-generating solution minus enzymes:  KNO3 was not maintained in the protoplast-generating solution (minus enzymes). Genotype: Col-0; All root cells	whole root	Col-0	12	day	P-G7631-2	P-G7631-1	GSE7631GSM184555 sample	P-G7631-4	GSE7631GSM184555 extract	total_RNA	P-G7631-3	GSE7631GSM184555 LE	biotin	synthetic_RNA	Affymetrix:Protocol:Hybridization-Unknown	Whole roots 2hr KNO3 treated then incubated in protoplast-generating solution minus enzymes, biological rep1	A-AFFY-2	P-AFFY-6	Whole roots 2hr KNO3 treated then incubated in protoplast-generating solution minus enzymes, biological rep1	GSM184555.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.raw.1.zip	E-GEOD-7631-processed-data-1630450762.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-7631/E-GEOD-7631.processed.1.zip	whole root	2hr KNO3 then incubation in protoplast-generating solution minus enzymes
