Source Name	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [ecotype]	Characteristics[age]	Unit[TimeUnit]	Characteristics[organism part]	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	FactorValue[growth condition]	Factor Value [time]	Unit [TimeUnit]	Factor Value [ecotype]
Tsu-1 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 1	P-TABM-103	Tsu-1 1	total_RNA	P-TABM-104	Tsu-1 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	296	A-AFFY-2	P-AFFY-6	296	296.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	52	hour	Tsu-1
Tsu-1 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 2	P-TABM-103	Tsu-1 2	total_RNA	P-TABM-104	Tsu-1 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	307	A-AFFY-2	P-AFFY-6	307	307.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	52	hour	Tsu-1
Tsu-1 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 3	P-TABM-103	Tsu-1 3	total_RNA	P-TABM-104	Tsu-1 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	354	A-AFFY-2	P-AFFY-6	354	354.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	52	hour	Tsu-1
Tsu-1 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 2	P-TABM-103	Tsu-1 2	total_RNA	P-TABM-104	Tsu-1 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	324	A-AFFY-2	P-AFFY-6	324	324.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	4	hour	Tsu-1
Tsu-1 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 3	P-TABM-103	Tsu-1 3	total_RNA	P-TABM-104	Tsu-1 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	350	A-AFFY-2	P-AFFY-6	350	350.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	4	hour	Tsu-1
Tsu-1 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 1	P-TABM-103	Tsu-1 1	total_RNA	P-TABM-104	Tsu-1 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	268b	A-AFFY-2	P-AFFY-6	268b	268b.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	4	hour	Tsu-1
Tsu-1 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 1	P-TABM-103	Tsu-1 1	total_RNA	P-TABM-104	Tsu-1 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	272	A-AFFY-2	P-AFFY-6	272	272.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	28	hour	Tsu-1
Tsu-1 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 2	P-TABM-103	Tsu-1 2	total_RNA	P-TABM-104	Tsu-1 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	304	A-AFFY-2	P-AFFY-6	304	304.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	28	hour	Tsu-1
Tsu-1 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 3	P-TABM-103	Tsu-1 3	total_RNA	P-TABM-104	Tsu-1 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	352	A-AFFY-2	P-AFFY-6	352	352.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	28	hour	Tsu-1
Tsu-1 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 1	P-TABM-103	Tsu-1 1	total_RNA	P-TABM-104	Tsu-1 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	298	A-AFFY-2	P-AFFY-6	298	298.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	52	hour	Tsu-1
Tsu-1 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 2	P-TABM-103	Tsu-1 2	total_RNA	P-TABM-104	Tsu-1 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	313	A-AFFY-2	P-AFFY-6	313	313.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	52	hour	Tsu-1
Tsu-1 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Tsu-1	6-7	week	leaf	P-TABM-102	Tsu-1 3	P-TABM-103	Tsu-1 3	total_RNA	P-TABM-104	Tsu-1 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	358	A-AFFY-2	P-AFFY-6	358	358.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	52	hour	Tsu-1
Van-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 1	P-TABM-103	Van-0 1	total_RNA	P-TABM-104	Van-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	347	A-AFFY-2	P-AFFY-6	347	347.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	4	hour	Van-0
Van-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 2	P-TABM-103	Van-0 2	total_RNA	P-TABM-104	Van-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	375	A-AFFY-2	P-AFFY-6	375	375.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	4	hour	Van-0
Van-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 3	P-TABM-103	Van-0 3	total_RNA	P-TABM-104	Van-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	430	A-AFFY-2	P-AFFY-6	430	430.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	4	hour	Van-0
Van-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 1	P-TABM-103	Van-0 1	total_RNA	P-TABM-104	Van-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	327	A-AFFY-2	P-AFFY-6	327	327.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	28	hour	Van-0
Van-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 2	P-TABM-103	Van-0 2	total_RNA	P-TABM-104	Van-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	381	A-AFFY-2	P-AFFY-6	381	381.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	28	hour	Van-0
Van-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 3	P-TABM-103	Van-0 3	total_RNA	P-TABM-104	Van-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	438	A-AFFY-2	P-AFFY-6	438	438.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	28	hour	Van-0
Van-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 1	P-TABM-103	Van-0 1	total_RNA	P-TABM-104	Van-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	312	A-AFFY-2	P-AFFY-6	312	312.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	52	hour	Van-0
Van-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 2	P-TABM-103	Van-0 2	total_RNA	P-TABM-104	Van-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	387	A-AFFY-2	P-AFFY-6	387	387.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	52	hour	Van-0
Van-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 3	P-TABM-103	Van-0 3	total_RNA	P-TABM-104	Van-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	450	A-AFFY-2	P-AFFY-6	450	450.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.02 percent Silwet	52	hour	Van-0
Van-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 1	P-TABM-103	Van-0 1	total_RNA	P-TABM-104	Van-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	348	A-AFFY-2	P-AFFY-6	348	348.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	4	hour	Van-0
Van-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 2	P-TABM-103	Van-0 2	total_RNA	P-TABM-104	Van-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	378	A-AFFY-2	P-AFFY-6	378	378.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	4	hour	Van-0
Van-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 3	P-TABM-103	Van-0 3	total_RNA	P-TABM-104	Van-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	434	A-AFFY-2	P-AFFY-6	434	434.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	4	hour	Van-0
Van-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 1	P-TABM-103	Van-0 1	total_RNA	P-TABM-104	Van-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	330	A-AFFY-2	P-AFFY-6	330	330.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	28	hour	Van-0
Van-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 2	P-TABM-103	Van-0 2	total_RNA	P-TABM-104	Van-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-P-TABM-hans6	384	A-AFFY-2	P-AFFY-6	384	384.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	28	hour	Van-0
Van-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 3	P-TABM-103	Van-0 3	total_RNA	P-TABM-104	Van-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	444	A-AFFY-2	P-AFFY-6	444	444.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	28	hour	Van-0
Van-0 1	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 1	P-TABM-103	Van-0 1	total_RNA	P-TABM-104	Van-0 1 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	318	A-AFFY-2	P-AFFY-6	318	318.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	52	hour	Van-0
Van-0 2	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 2	P-TABM-103	Van-0 2	total_RNA	P-TABM-104	Van-0 2 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	390	A-AFFY-2	P-AFFY-6	390	390.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	52	hour	Van-0
Van-0 3	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	Van-0	6-7	week	leaf	P-TABM-102	Van-0 3	P-TABM-103	Van-0 3	total_RNA	P-TABM-104	Van-0 3 biotin	biotin	synthetic_DNA	Affymetrix:Protocol:Hybridization-EukGE-WS2v4	455	A-AFFY-2	P-AFFY-6	455	455.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-51/E-TABM-51.raw.3.zip	0.3 millimolar salicylic acid	52	hour	Van-0
