Source Name	Characteristics[organism]	Characteristics[ecotype]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[genotype]	Provider	Comment [biosource type]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	FactorValue [genotype]	FactorValue [organism part]	FactorValue[compound]	Factor Value [time]	Unit[time unit]
CPIB_IAATC_rootplate_81	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_81	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_81.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_81	A-AFFY-2	P-MTAB-29512	Holman_535_081_arf7arf19_0mins_MS_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	0	minute
CPIB_IAATC_rootplate_82	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_82	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_82.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_82	A-AFFY-2	P-MTAB-29512	Holman_535_082_arf7arf19_0mins_MS_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	15	minute
CPIB_IAATC_rootplate_83	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_83	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_83.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_83	A-AFFY-2	P-MTAB-29512	Holman_535_083_arf7arf19_0mins_MS_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	15	minute
CPIB_IAATC_rootplate_84	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_84	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_84.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_84	A-AFFY-2	P-MTAB-29512	Holman_535_084_arf7arf19_0mins_MS_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	15	minute
CPIB_IAATC_rootplate_85	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_85	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_85.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_85	A-AFFY-2	P-MTAB-29512	Holman_535_085_arf7arf19_15mins_MS_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	15	minute
CPIB_IAATC_rootplate_86	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_86	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_86.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_86	A-AFFY-2	P-MTAB-29512	Holman_535_086_arf7arf19_15mins_MS_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	15	minute
CPIB_IAATC_rootplate_87	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_87	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_87.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_87	A-AFFY-2	P-MTAB-29512	Holman_535_087_arf7arf19_15mins_MS_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	15	minute
CPIB_IAATC_rootplate_88	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_88	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_88.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_88	A-AFFY-2	P-MTAB-29512	Holman_535_088_arf7arf19_30mins_MS_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	30	minute
CPIB_IAATC_rootplate_89	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_89	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_89.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_89	A-AFFY-2	P-MTAB-29512	Holman_535_089_arf7arf19_30mins_MS_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	30	minute
CPIB_IAATC_rootplate_90	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_90	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_90.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_90	A-AFFY-2	P-MTAB-29512	Holman_535_090_arf7arf19_30mins_MS_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	30	minute
CPIB_IAATC_rootplate_91	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_91	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_91.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_91	A-AFFY-2	P-MTAB-29512	Holman_535_091_arf7arf19_30mins_MS_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	30	minute
CPIB_IAATC_rootplate_92	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_92	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_92.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_92	A-AFFY-2	P-MTAB-29512	Holman_535_092_arf7arf19_30mins_MS_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	30	minute
CPIB_IAATC_rootplate_93	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_93	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_93.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_93	A-AFFY-2	P-MTAB-29512	Holman_535_093_arf7arf19_30mins_MS_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	30	minute
CPIB_IAATC_rootplate_94	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_94	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_94.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_94	A-AFFY-2	P-MTAB-29512	Holman_535_094_arf7arf19_60mins_MS_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	60	minute
CPIB_IAATC_rootplate_95	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_95	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_95.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_95	A-AFFY-2	P-MTAB-29512	Holman_535_095_arf7arf19_60mins_MS_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	60	minute
CPIB_IAATC_rootplate_96	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_96	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_96.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_96	A-AFFY-2	P-MTAB-29512	Holman_535_096_arf7arf19_60mins_MS_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	60	minute
CPIB_IAATC_rootplate_97	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_97	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_97.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_97	A-AFFY-2	P-MTAB-29512	Holman_535_097_arf7arf19_60mins_MS_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	60	minute
CPIB_IAATC_rootplate_98	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_98	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_98.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_98	A-AFFY-2	P-MTAB-29512	Holman_535_098_arf7arf19_60mins_MS_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	60	minute
CPIB_IAATC_rootplate_99	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_99	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_99.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_99	A-AFFY-2	P-MTAB-29512	Holman_535_099_arf7arf19_60mins_MS_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	60	minute
CPIB_IAATC_rootplate_100	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_100	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_100.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_100	A-AFFY-2	P-MTAB-29512	Holman_535_100_arf7arf19_120mins_MS_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	120	minute
CPIB_IAATC_rootplate_101	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_101	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_101.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_101	A-AFFY-2	P-MTAB-29512	Holman_535_101_arf7arf19_120mins_MS_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	120	minute
CPIB_IAATC_rootplate_102	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_102	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_102.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_102	A-AFFY-2	P-MTAB-29512	Holman_535_102_arf7arf19_120mins_MS_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	control	120	minute
CPIB_IAATC_rootplate_103	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_103	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_103.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_103	A-AFFY-2	P-MTAB-29512	Holman_535_103_arf7arf19_120mins_MS_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	120	minute
CPIB_IAATC_rootplate_104	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_104	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_104.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_104	A-AFFY-2	P-MTAB-29512	Holman_535_104_arf7arf19_120mins_MS_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	120	minute
CPIB_IAATC_rootplate_105	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_105	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_105.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_105	A-AFFY-2	P-MTAB-29512	Holman_535_105_arf7arf19_120mins_MS_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.1.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	120	minute
CPIB_IAATC_rootplate_106	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_106	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_106.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_106	A-AFFY-2	P-MTAB-29512	Holman_535_106_arf7arf19_240mins_MS_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.2.zip	arf7, arf19 double knockout	root meristem	control	240	minute
CPIB_IAATC_rootplate_107	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_107	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_107.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_107	A-AFFY-2	P-MTAB-29512	Holman_535_107_arf7arf19_240mins_MS_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.2.zip	arf7, arf19 double knockout	root meristem	control	240	minute
CPIB_IAATC_rootplate_108	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_108	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_108.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_108	A-AFFY-2	P-MTAB-29512	Holman_535_108_arf7arf19_240mins_MS_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.2.zip	arf7, arf19 double knockout	root meristem	control	240	minute
CPIB_IAATC_rootplate_109	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_109	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_109.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_109	A-AFFY-2	P-MTAB-29512	Holman_535_109_arf7arf19_240mins_MS_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.2.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	240	minute
CPIB_IAATC_rootplate_110	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_110	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_110.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_110	A-AFFY-2	P-MTAB-29512	Holman_535_110_arf7arf19_240mins_MS_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.2.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	240	minute
CPIB_IAATC_rootplate_111	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_111	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_111.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_111	A-AFFY-2	P-MTAB-29512	Holman_535_111_arf7arf19_240mins_MS_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.2.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	240	minute
CPIB_IAATC_rootplate_112	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_112	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_112.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_112	A-AFFY-2	P-MTAB-29512	Holman_535_112_arf7arf19_480mins_MS_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.2.zip	arf7, arf19 double knockout	root meristem	control	480	minute
CPIB_IAATC_rootplate_113	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_113	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_113.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_113	A-AFFY-2	P-MTAB-29512	Holman_535_113_arf7arf19_480mins_MS_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.2.zip	arf7, arf19 double knockout	root meristem	control	480	minute
CPIB_IAATC_rootplate_114	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29505	P-MTAB-29509	CPIB_IAATC_RNA_114	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_114.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_114	A-AFFY-2	P-MTAB-29512	Holman_535_114_arf7arf19_480mins_MS_control_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.2.zip	arf7, arf19 double knockout	root meristem	control	480	minute
CPIB_IAATC_rootplate_115	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_115	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_115.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_115	A-AFFY-2	P-MTAB-29512	Holman_535_115_arf7arf19_480mins_MS_IAA_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.2.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	480	minute
CPIB_IAATC_rootplate_116	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_116	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_116.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_116	A-AFFY-2	P-MTAB-29512	Holman_535_116_arf7arf19_480mins_MS_IAA_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.2.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	480	minute
CPIB_IAATC_rootplate_117	Arabidopsis thaliana	Col-0	seedling	root meristem	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29506	P-MTAB-29509	CPIB_IAATC_RNA_117	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_117.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_117	A-AFFY-2	P-MTAB-29512	Holman_535_117_arf7arf19_480mins_MS_IAA_Rep3_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.2.zip	arf7, arf19 double knockout	root meristem	indole-3-acetic acid	480	minute
CPIB_IAATC_rootplate_118	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_118	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_118.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_118	A-AFFY-2	P-MTAB-29512	Holman_535_118_arf7arf19_0mins_EZ_control_Rep1_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.2.zip	arf7, arf19 double knockout	primary root elongation zone	control	0	minute
CPIB_IAATC_rootplate_119	Arabidopsis thaliana	Col-0	seedling	primary root elongation zone	arf7, arf19 double knockout	Nottingham Arabidopsis Stock Centre	fresh sample	P-MTAB-29504	P-MTAB-29507	P-MTAB-29509	CPIB_IAATC_RNA_119	RNA	P-MTAB-29510	CPIB_IAATC_Labeled_Extract_119.biotin	biotin	P-MTAB-29511	CPIB_IAATC_Hybridization_119	A-AFFY-2	P-MTAB-29512	Holman_535_119_arf7arf19_0mins_EZ_control_Rep2_ATH1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-1354/E-MTAB-1354.raw.2.zip	arf7, arf19 double knockout	primary root elongation zone	control	0	minute
