PROBE	ID	ALIAS
257257_at	AT3G22020	AT3G22020
257258_at	AT3G22040	AT3G22040
257259_at	AT3G22090	AT3G22090
257260_at	AT3G22104	AT3G22104
257261_s_at	AT3G21930	AT3G21930
257262_at	AT3G21890	AT3G21890
257263_at	AT3G22070	AT3G22070
257264_at	AT3G22060	AT3G22060
257265_at	AT3G14980	AT3G14980
257266_at	AT3G15010	AT3G15010
257267_at	AT3G15030	TCP4
257268_at	AT3G17450	AT3G17450
257269_at	AT3G17440	NPSN13
257270_at	AT3G28140	AT3G28140
257271_at	AT3G28007	AT3G28007
257272_at	AT3G28130	AT3G28130
257273_at	AT3G28030	UVH3
257274_at	AT3G14510	AT3G14510
257275_at	AT3G14450	CID9
257276_at	AT3G14460	AT3G14460
257277_at	AT3G14470	AT3G14470
257278_at	AT3G14480	AT3G14480
257279_at	AT3G14430	AT3G14430
257280_at	AT3G14440	NCED3
257281_s_at	AT3G29720	AT3G29720
257282_at	AT3G29732	AT3G29732
257283_at	AT3G29750	AT3G29750
257284_at	AT3G29650	AT3G29650
257285_at	AT3G29760	AT3G29760
257286_s_at	AT3G29763	AT3G29763
257287_at	AT3G29660	AT3G29660
257288_at	AT3G29670	AT3G29670
257289_at	AT3G29690	AT3G29690
257290_at	AT3G15560	AT3G15550
257291_at	AT3G15590	AT3G15590
257292_s_at	AT3G15600	AT3G15600
257293_at	AT3G15580	APG8H
257294_at	AT3G15570	AT3G15570
257295_at	AT3G17420	GPK1
257296_at	AT3G28020	AT3G28020
257297_at	AT3G28040	AT3G28040
257298_at	AT3G28155	AT3G28155
257299_at	AT3G28050	AT3G28050
257300_at	AT3G28080	AT3G28080
257301_at	AT3G30190	AT3G30190
257302_at	AT3G30220	AT3G30220
257303_at	AT3G30230	AT3G30230
257304_at	AT3G30240	AT3G30240
257305_at	AT3G30250	AT3G30250
257306_at	AT3G30200	AT3G30200
257307_at	AT3G30210	MYB121
257308_at	AT3G28120	AT3G28120
257309_at	AT3G28150	TBL22
257310_at	AT3G26560	AT3G26560
257311_at	AT3G26570	PHT2;1
257312_at	AT3G26595	AT3G26590
257313_at	AT3G26520	TIP2
257314_at	AT3G26590	AT3G26590
257315_at	AT3G30775	ERD5
257316_at	AT3G30750	AT3G30750
257317_at	ATMG01060	ArthMp093
257318_at	AT2G07777	AT2G07777
257319_at	ATMG01100	ArthMp096
257320_at	AT2G07749;ATMG01110	AT2G07749;ATMG01110
257321_at	ATMG01130	nad1
257322_at	ATMG01180	nad1
257323_at	AT2G07698	nad1
257324_at	ATMG01210	nad1
257325_at	AT2G07798;ATMG01220	nad1
257326_s_at	ATMG01230	ArthMp101
257327_at	ATMG01240	nad1
257328_s_at	ATMG01250	ArthMp102
257329_at	ATMG01260	nad1
257330_at	ATMG01290	ArthMp105
257331_at	ATMG01330	nad2
257332_at	ATMG01350	ArthMp108
257333_at	ATMG01360	cox1
257334_at	ATMG01370	ArthMp110
257335_at	ATMG01400	ArthMp111
257336_at	ATMG01410	ArthMp112
257337_at	ATMG00060	nad5
257338_s_at	ATMG00513	NAD5C
257339_s_at	AT2G07671_	AT2G07671_
257340_at	AT2G10760	AT2G10760
257341_at	AT2G10400	AT2G10400
257342_at	AT1G42365	AT1G42365
257343_s_at	AT1G34967	AT1G34967
257344_s_at	AT1G45070	AT1G45070
257345_s_at	AT3G33066	AT3G33066
257346_at	AT3G30846	AT3G30846
257347_at	AT3G29792	AT3G29792
257348_at	AT2G42140	AT2G42140
257349_at	AT2G30630	AT2G30630
257350_x_at	AT2G19040	RALFL12
257351_at	AT2G33820	MBAC1
257352_at	AT2G34900	IMB1
257353_at	AT2G23050	NPY4
257354_x_at	AT2G23480	AT2G23480
257355_at	AT2G38150	AT2G38150
257356_s_at	AT2G32490	AT2G36110
257357_at	AT2G41050	AT2G41050
257358_at	AT2G40990	AT2G40990
257359_x_at	AT2G34290	AT2G34290
257360_at	AT2G39240	AT2G39240
257361_at	AT2G07740	AT2G07740
257362_at	AT2G45840	AT2G45840
257363_at	AT2G45760	BAP2
257364_at	AT2G45940	AT2G45940
257365_x_at	AT2G26020	PDF1.2b
257366_s_at	AT2G03040	AT2G03040
257367_at	AT2G25780	AT2G25780
257368_at	AT2G29860	AT2G29860
257369_at	AT2G35550	BPC7
257370_at	AT2G35080	AT2G35080
257371_at	AT2G47810	NF-YB5
257372_at	AT2G43220	AT2G43220
257373_at	AT2G43140	AT2G43140
257374_at	AT2G43280	AT2G43280
257375_at	AT2G38640	AT2G38640
257376_at	AT2G32350	AT2G32350
257377_at	AT2G28890	PLL4
257378_s_at	AT2G02290	AT2G02290
257379_x_at	AT2G12150	AT2G12150
257380_at	AT2G28090	AT2G28090
257381_at	AT2G37950	AT2G37950
257382_at	AT2G40750	WRKY54
257383_at	AT2G19630	AT2G19630
257384_at	AT2G15110	AT2G15110
257385_at	AT2G01800	AT2G01800
257386_at	AT2G42440	AT2G42440
257387_s_at	AT2G14510	AT2G14510
257388_at	AT2G14430	AT2G14430
257389_at	AT2G17970	AT2G17970
257390_x_at	AT2G06700	AT2G06700
257391_at	AT2G32050	AT2G32050
257392_at	AT2G24450	FLA3
257393_at	AT2G20080	AT2G20080
257394_at	AT2G05450	AT2G05450
257395_at	AT2G15630	AT2G15630
257396_at	AT2G20875	EPF1
257397_at	AT2G20430	RIC6
257398_at	AT2G01990	AT2G01990
257399_at	AT1G23690	AT1G23690
257400_s_at	AT1G23810	AT1G23810
257401_at	AT1G23550	SRO2
257402_at	AT1G23570	AT1G23570
257403_at	AT1G62520	AT1G62520
257404_at	AT1G04050	SUVR1
257405_at	AT1G24620	AT1G24620
257406_at	AT1G27060	AT1G27060
257407_at	AT1G27100	AT1G27100
257408_at	AT2G17310	SON1
257409_at	AT2G17470	AT2G17470
257410_at	AT1G24340	emb2421
257411_s_at	AT1G61320	AT1G61320
257412_at	AT1G22980	AT1G22980
257413_at	AT1G22910	AT1G22910
257414_at	AT1G62110	AT1G62110
257415_at	AT1G70040	AT1G70040
257416_at	AT2G17750	NIP1
257417_at	AT1G10110	AT1G10110
257418_at	AT1G30850	RSH4
257419_at	AT1G30800	AT1G30800
257420_at	AT1G77250	AT1G77250
257421_at	AT1G12030	AT1G12030
257422_at	AT1G11940	AT1G11940
257423_at	AT1G62010	AT1G62010
257424_at	AT1G78840	AT1G78840
257425_at	AT1G60400	AT1G60400
257426_at	AT1G54850	AT1G54850
257427_at	AT1G79060	AT1G79060
257428_at	AT1G78990	AT1G78990
257429_at	AT2G27940	AT2G27940
257430_at	AT2G28580	AT2G28580
257431_at	AT2G36360	AT2G36360
257432_at	AT2G21850	AT2G21850
257433_at	AT2G21990	AT2G21990
257434_at	AT2G21740	AT2G21740
257435_at	AT2G24590	AT2G24590
257436_s_at	AT2G24650	MEE45
257437_s_at	AT2G16290	AT2G16300
257438_at	AT2G15325	AT2G15325
257439_at	AT2G17000	AT2G17000
257440_at	AT2G24880	AT2G24880
257441_at	AT2G04020	AT2G04020
257442_at	AT2G28680	AT2G28680
257443_at	AT2G22050	AT2G22050
257444_at	AT2G12550	AT2G12550
257445_x_at	AT2G10390	AT2G10390
257446_at	AT2G10440	AT2G10440
257447_at	AT2G04230	AT2G04230
257448_s_at	AT3G45800	AT3G45800
257449_at	AT2G31420	AT2G31420
257450_at	AT1G10530	AT1G10530
257451_at	AT1G05690	BT3
257452_at	AT1G05740	AT1G05740
257453_at	AT1G65130	AT1G65130
257454_at	AT1G65170	AT1G65170
257455_s_at	AT2G16100	AT1G27870
257456_at	AT2G18120	SRS4
257457_at	AT2G05430	AT2G05430
257458_at	AT2G05400	AT2G05400
257459_at	AT1G24040	AT1G24040
257460_at	AT1G75580	AT1G75580
257461_at	AT1G75470	ATPUP15
257462_at	AT1G65740	AT1G65740
257463_at	AT1G14820	AT1G14820
257464_at	AT1G20940	AT1G20940
257465_at	AT1G13040	AT1G13040
257466_at	AT1G62840	AT1G62840
257467_at	AT1G31320	LBD4
257468_at	AT1G47470	AT1G47470
257469_at	AT1G49290	AT1G49290
257470_at	AT1G53770	AT1G53770
257471_at	AT1G59530	ATBZIP4
257472_at	AT1G56040	AT1G56040
257473_at	AT1G33840	AT1G33840
257474_at	AT1G80850	AT1G80850
257475_at	AT1G80880	AT1G80880
257476_at	AT1G80960	AT1G80960
257477_at	AT1G10660	AT1G10660
257478_at	AT1G16130	WAKL2
257479_at	AT1G16150	WAKL4
257480_at	AT1G15640	AT1G15640
257481_at	AT1G08430	ALMT1
257482_x_at	AT1G27820	AT1G27820
257483_at	AT1G49620	ICK5
257484_at	AT1G01650	SPPL4
257485_at	AT1G63580	AT1G63580
257486_at	AT1G63590	AT1G63590
257487_at	AT1G71850	AT1G71850
257488_s_at	AT4G00070	AT4G00070
257489_at	AT1G07330	AT1G07330
257490_x_at	AT1G01380	ETC1
257491_at	AT1G06170	AT1G06170
257492_at	AT1G49190	ARR19
257493_at	AT1G48180	AT1G48180
257494_at	AT1G32375	AT1G32375
257495_at	AT1G07960	ATPDIL5-1
257496_s_at	AT2G43730	AT2G43730
257497_at	AT1G51430	AT1G51430
257498_at	AT1G69660	AT1G69660
257499_at	AT1G63850	AT1G63850
257500_s_at	AT1G73300	scpl2
257501_at	AT1G35380	AT1G35380
257502_at	AT1G78110	AT1G78110
257503_at	AT1G72530	AT1G72530
257504_at	AT1G52250	ROPGEF11
257505_at	AT1G47940	AT1G47940
257506_at	AT1G29440	AT1G29440
257507_at	AT1G29600	AT1G29600
257508_at	AT1G64320	AT1G64320
257509_at	AT1G63190	AT1G63190
257510_at	AT1G55360	AT1G55360
257511_at	AT1G43000	AT1G43000
257512_at	AT1G35250	AT1G35250
257513_s_at	AT1G12340	AT1G12340
257514_at	AT1G43940	AT1G43940
257515_at	AT1G13290	DOT5
257516_at	AT1G69040	ACR4
257517_at	AT3G16330	AT3G16330
257518_at	AT3G03880	AT3G03880
257519_at	AT3G01210	AT3G01210
257520_at	AT3G07710	AT3G07710
257521_at	AT3G09140	AT3G09140
257522_at	AT3G08990	AT3G08990
257523_at	AT3G01620	AT3G01620
257524_at	AT3G01330	DEL3
257525_at	AT3G04900	AT3G04900
257526_s_at	AT3G09330	AT3G09330
257527_at	AT3G01880	AT3G01880
257528_at	AT3G02125	AT3G02125
257529_at	AT3G03290	AT3G03290
257530_at	AT3G03040	AT3G03040
257531_at	AT3G07240	AT3G07250
257532_at	AT3G04700	AT3G04700
257533_at	AT3G10840	AT3G10840
257534_at	AT3G09670	AT3G09670
257535_at	AT3G09490	AT3G09490
257536_at	AT3G02800	AT3G02800
257537_at	AT3G22350	AT3G22350
257538_at	AT3G16160	AT3G16160
257539_at	AT3G29150	AT3G29152
257540_at	AT3G21520	DMP1
257541_at	AT3G25950	AT3G25950
257542_at	AT3G26050	AT3G26050
257543_at	AT3G28960	AT3G28960
257544_at	AT3G20880	WIP4
257545_at	AT3G23200	AT3G23200
257546_s_at	AT3G28410	AT3G28410
257547_at	AT3G13000	AT3G13000
257548_s_at	AT3G26620	LBD23
257549_at	AT3G18650	agl103
257550_at	AT3G18460	AT3G18460
257551_at	AT3G13270	AT3G13270
257552_at	AT3G26130	AT3G26130
257553_at	AT3G16830	TPR2
257554_at	AT3G24890	VAMP728
257555_at	AT3G24780	AT3G24780
257556_at	AT3G28090	AT3G28100
257557_at	AT3G14490	AT3G14490
257558_s_at	AT3G22000	AT3G22000
257559_at	AT3G22050	AT3G22050
257560_at	AT3G14960	AT3G14960
257561_at	AT3G24270	APUM25
257562_at	AT3G30480	AT3G30480
257563_at	AT3G19610	AT3G19610
257564_at	AT3G28610	AT3G28610
257565_at	AT3G28620	AT3G28620
257566_x_at	AT3G29610	AT3G29610
257567_at	AT3G23930	AT3G23930
257568_s_at	AT3G23970	AT3G23970
257569_at	AT3G26350	AT3G26350
257570_at	AT3G13662	AT3G13662
257571_at	AT3G16870	GATA17
257572_at	AT3G16880	AT3G16880
257573_at	AT2G33990	iqd9
257574_at	AT3G20710	AT3G20710
257575_at	AT3G29265	AT3G29265
257576_at	AT3G28280	AT3G28280
257577_at	AT3G30150	AT3G30150
257578_x_at	AT3G30160	AT3G30160
257579_at	AT3G11000	AT3G11000
257580_at	AT3G06210	AT3G06210
257581_s_at	AT1G50680	AT1G50680
257582_at	AT1G50720	AT1G50720
257583_at	AT1G66480	PMI2
257584_at	AT1G54955	AT1G54955
257585_at	AT3G12420	AT3G12420
257586_at	AT1G50760	AT1G50760
257587_at	AT1G56310	AT1G56310
257588_x_at	AT1G30150	AT1G30150
257589_at	AT1G55050	AT1G55050
257590_s_at	AT3G24870	AT3G24870
257591_at	AT3G24900	AtRLP39
257592_at	AT3G24954	RLP40
257593_at	AT3G24840	AT3G24840
257594_at	AT3G24740	AT3G24740
257595_at	AT3G24750	AT3G24750
257596_at	AT3G24760	AT3G24760
257597_at	AT3G24790	AT3G24790
257598_at	AT3G24800	PRT1
257599_at	AT3G24830	AT3G24830
257600_at	AT3G24770	CLE41
257601_at	AT3G24820	AT3G24820
257602_at	AT3G13800	AT3G13800
257603_at	AT3G13820	AT3G13820
257604_s_at	AT3G13830	AT3G13830
257605_at	AT3G13840	AT3G13840
257606_at	AT3G13870	RHD3
257607_at	AT3G13880	AT3G13880
257608_at	AT3G13860	HSP60-3A
257609_at	AT3G13845	AT3G13845
257610_at	AT3G13810	AtIDD11
257611_at	AT3G26580	AT3G26580
257612_at	AT3G26600	ARO4
257613_at	AT3G26610	AT3G26610
257614_at	AT3G26614	AT3G26614
257615_at	AT3G26510	AT3G26510
257616_at	AT3G26540	AT3G26540
257617_at	AT3G26550	AT3G26550
257618_at	AT3G24720	AT3G24715
257619_at	AT3G24810	ICK3
257620_at	AT3G24850	AT3G24850
257621_at	AT3G20410	CPK9
257622_at	AT3G20280	AT3G20280
257623_at	AT3G26210	CYP71B23
257624_at	AT3G26220	CYP71B3
257625_at	AT3G26230	CYP71B24
257626_s_at	AT3G26240	AT3G26240
257627_at	AT3G26270	CYP71B25
257628_at	AT3G26290	CYP71B26
257629_at	AT3G26140	AT3G26140
257630_at	AT3G26150	CYP71B16
257631_at	AT3G26160	CYP71B17
257632_at	AT3G26190	CYP71B21
257633_at	AT3G26125	CYP86C2
257634_s_at	AT3G26170	CYP71B19
257635_at	AT3G26280	CYP71B4
257636_at	AT3G26200	CYP71B22
257637_at	AT3G25810	AT3G25810
257638_at	AT3G25820	ATTPS-CIN
257639_at	AT3G25720	AT3G25720
257640_at	AT3G25750	AT3G25750
257641_s_at	AT3G25760	AOC1
257642_at	AT3G25710	BHLH32
257643_at	AT3G25730	EDF3
257644_at	AT3G25780	AOC3
257645_at	AT3G25790	AT3G25790
257646_at	AT3G25740	MAP1B
257647_at	AT3G25805	AT3G25805
257648_at	AT3G16840	AT3G16840
257649_at	AT3G16855	ARR1
257650_at	AT3G16800	AT3G16800
257651_at	AT3G16850	AT3G16850
257652_at	AT3G16810	APUM24
257653_at	AT3G13225	AT3G13225
257654_at	AT3G13310	AT3G13310
257655_at	AT3G13350	AT3G13350
257656_at	AT3G13228	AT3G13228
257657_at	AT3G13235	AT3G13235
257658_at	AT3G13230	AT3G13230
257659_at	AT3G13226	AT3G13226
257660_at	AT3G13360	WIP3
257661_at	AT3G13340	AT3G13340
257662_at	AT3G13320	CAX2
257663_at	AT3G20260	AT3G20260
257664_at	AT3G20400	EMB2743
257665_at	AT3G20430	AT3G20430
257666_at	AT3G20270	AT3G20270
257667_at	AT3G20440	EMB2729
257668_at	AT3G20460	AT3G20460
257669_at	AT3G20475	MSH5
257670_at	AT3G20340	AT3G20340
257671_at	AT3G20450	AT3G20450
257672_at	AT3G20300	AT3G20300
257673_at	AT3G20370	AT3G20370
257674_at	AT3G20390	AT3G20390
257675_at	AT3G20310	ERF7
257676_at	AT3G20320	TGD2
257677_at	AT3G20290	ATEHD1
257678_at	AT3G20420	RTL2
257679_at	AT3G20470	GRP5
257680_at	AT3G20330	PYRB
257681_at	AT3G13370	AT3G13370
257682_at	AT3G13240	AT3G13240
257683_at	AT3G13280	AT3G13280
257684_s_at	AT3G13290	VCS
257685_at	AT3G12770	MEF22
257686_at	AT3G12790	SDRB
257687_at	AT3G12800	SDRB
257688_at	AT3G12810	PIE1
257689_at	AT3G12820	AtMYB10
257690_at	AT3G12830	AT3G12830
257691_at	AT3G12660	FLA14
257692_at	AT3G12840	AT3G12840
257693_at	AT3G12850	AT3G12850
257694_at	AT3G12860	AT3G12860
257695_at	AT3G12680	HUA1
257696_at	AT3G12690	AGC1.5
257697_at	AT3G12700	AT3G12700
257698_at	AT3G12730	AT3G12730
257699_at	AT3G12780	PGK1
257700_at	AT3G12740	ALIS1
257701_at	AT3G12710	AT3G12710
257702_at	AT3G12670	emb2742
257703_at	AT3G12640	AT3G12640
257704_at	AT3G12720	ATMYB67
257705_at	AT3G12760	AT3G12760
257706_at	AT3G12685	AT3G12685
257707_at	AT3G12650	AT3G12650
257708_at	AT3G13330	PA200
257709_at	AT3G27325	AT3G27325
257710_at	AT3G27350	AT3G27350
257711_at	AT3G27430	PBB1
257712_at	AT3G27420	AT3G27420
257713_at	AT3G27380	SDH2-1
257714_at	AT3G27360	AT3G27360
257715_at	AT3G12750	ZIP1
257716_at	AT3G18300	AT3G18300
257717_at	AT3G18390	EMB1865
257718_at	AT3G18400	anac058
257719_at	AT3G18440	AtALMT9
257720_at	AT3G18450	AT3G18450
257721_at	AT3G18310	AT3G18310
257722_at	AT3G18490	AT3G18490
257723_at	AT3G18500	AT3G18500
257724_at	AT3G18510	AT3G18510
257725_at	AT3G18525	MSH2
257726_at	AT3G18360	AT3G18360
257727_at	AT3G18380	AT3G18380
257728_at	AT3G18295	AT3G18295
257729_at	AT3G18520	HDA15
257730_at	AT3G18420	AT3G18420
257731_at	AT3G18430	AT3G18430
257732_at	AT3G18480	AtCASP
257733_at	AT3G18350	AT3G18350
257734_at	AT3G18370	ATSYTF
257735_at	AT3G27400	AT3G27400
257736_at	AT3G27410	AT3G27410
257737_at	AT3G27440	UKL5
257738_at	AT3G27450	AT3G27450
257739_at	AT3G27470	AT3G27470
257740_at	AT3G27330	AT3G27330
257741_at	AT3G27340	AT3G27340
257742_at	AT3G27370	SDH2-1
257743_at	AT3G27390	AT3G27390
257744_at	AT3G29230	AT3G29230
257745_at	AT3G29240	AT3G29240
257746_at	AT3G29200	CM1
257747_at	AT3G18700	AT3G18700
257748_at	AT3G18710	PUB29
257749_at	AT3G18780	ACT2
257750_at	AT3G18800	AT3G18800
257751_at	AT3G18690	MKS1
257752_at	AT3G18720	AT3G18720
257753_at	AT3G18740	AT3G18740
257754_at	AT3G18820	ATRAB7B
257755_at	AT3G18760	AT3G18760
257756_at	AT3G18680	AT3G18680
257757_at	AT3G18660	PGSIP1
257758_at	AT3G22980	AT3G22980
257759_at	AT3G23070	CFM3A
257760_s_at	AT3G23085	AT3G23085
257761_at	AT3G23090	AT3G23090
257762_at	AT3G23100	XRCC4
257763_s_at	AT3G23110	AtRLP37
257764_at	AT3G23010	AtRLP36
257765_at	AT3G23020	AT3G23020
257766_at	AT3G23030	IAA2
257767_at	AT3G23040	AT3G23040
257768_at	AT3G23060	AT3G23060
257769_at	AT3G23050	IAA7
257770_at	AT3G22990	LFR
257771_at	AT3G23000	CIPK7
257772_at	AT3G23080	AT3G23080
257773_at	AT3G29185	AT3G29185
257774_at	AT3G29250	AT3G29250
257775_at	AT3G29260	AT3G29260
257776_at	AT3G29190	AT3G29190
257777_x_at	AT3G29210	AT3G29210
257778_at	AT3G29220	AT3G29220
257779_at	AT3G26940	CDG1
257780_at	AT3G27100	AT3G27100
257781_at	AT3G27120	AT3G27120
257782_at	AT3G27130	AT3G27130
257783_at	AT3G26950	AT3G26950
257784_at	AT3G26970	MUB4
257785_at	AT3G26980	MUB4
257786_at	AT3G26990	AT3G26990
257787_at	AT3G27000	ARP2
257788_at	AT3G27010	TCP20
257789_at	AT3G27020	YSL6
257790_at	AT3G27090	AT3G27090
257791_at	AT3G27110	AT3G27110
257792_at	AT3G27080	TOM20-3
257793_at	AT3G26960	AT3G26960
257794_at	AT3G27050	AT3G27050
257795_at	AT3G15910	AT3G15910
257796_at	AT3G15930	AT3G15930
257797_at	AT3G15940	AT3G15940
257798_at	AT3G15950	NAI2
257799_at	AT3G15890	AT3G15890
257800_at	AT3G15900	AT3G15900
257801_at	AT3G18750	WNK6
257802_at	AT3G18770	AT3G18770
257803_at	AT3G18790	AT3G18790
257804_at	AT3G18810	AT3G18810
257805_at	AT3G18830	ATPLT5
257806_at	AT3G18670	AT3G18670
257807_at	AT3G26650	GAPA
257808_at	AT3G18524	AT3G26935
257809_at	AT3G27060	TSO2
257810_at	AT3G27070	TOM20-1
257811_at	AT3G25280	AT3G25280
257812_at	AT3G25090	AT3G25090
257813_at	AT3G25100	CDC45
257814_at	AT3G25110	AtFaTA
257815_at	AT3G25130	AT3G25130
257816_at	AT3G25140	QUA1
257817_at	AT3G25150	AT3G25150
257818_at	AT3G25120	AT3G25120
257819_at	AT3G25165	RALFL25
257820_at	AT3G25220	FKBP15-1
257821_at	AT3G25170	RALFL26
257822_at	AT3G25230	ROF1
257823_at	AT3G25190	AT3G25190
257824_at	AT3G25290	AT3G25290
257825_at	AT3G26700	AT3G26700
257826_at	AT3G26730	AT3G26730
257827_at	AT3G26630	AT3G26630
257828_at	AT3G26670	AT3G26670
257829_at	AT3G26680	SNM1
257830_at	AT3G26690	ATNUDX13
257831_at	AT3G26710	CCB1
257832_at	AT3G26740	CCL
257833_at	AT3G26640	LWD2
257834_at	AT3G26720	AT3G26720
257835_at	AT3G25180	CYP82G1
257836_at	AT3G25185	AT3G25185
257837_at	AT3G25200	AT3G25200
257838_at	AT3G25210	AT3G25210
257839_at	AT3G25080	AT3G25080
257840_at	AT3G25250	AGC2-1
257841_at	AT3G25260	AT3G25260
257842_at	AT3G28390	PGP18
257843_at	AT3G28400	AT3G28400
257844_at	AT3G28480	AT3G28480
257845_at	AT3G28430	AT3G28430
257846_at	AT3G12910	AT3G12910
257847_at	AT3G13020	AT3G13020
257848_at	AT3G13030	AT3G13030
257849_at	AT3G13060	ECT5
257850_at	AT3G13065	SRF4
257851_at	AT3G12940	AT3G12940
257852_at	AT3G12950	AT3G12950
257853_at	AT3G12960	AT3G12960
257854_at	AT3G12980	HAC5
257855_at	AT3G13040	AT3G13040
257856_at	AT3G12930	AT3G12930
257857_s_at	AT3G12990	RRP45a
257858_at	AT3G12920	AT3G12920
257859_at	AT3G12955	AT3G12955
257860_at	AT3G13062	AT3G13062
257861_at	AT3G13050	AT3G13050
257862_s_at	AT3G17720	GAD5
257863_at	AT3G17730	anac057
257864_at	AT3G17740	AT3G17740
257865_at	AT3G17750	AT3G17750
257866_at	AT3G17770	AT3G17770
257867_at	AT3G17780	AT3G17780
257868_at	AT3G25070	RIN4
257869_at	AT3G25160	AT3G25160
257870_at	AT3G28490	AT3G28490
257871_at	AT3G28350	AT3G28350
257872_at	AT3G28360	PGP16
257873_at	AT3G28380	PGP17
257874_at	AT3G17110	AT3G17110
257875_at	AT3G17120	AT3G17120
257876_at	AT3G17130	AT3G17130
257877_at	AT3G17140	AT3G17140
257878_at	AT3G17150	AT3G17150
257879_at	AT3G17160	AT3G17160
257880_at	AT3G16910	AAE7
257881_at	AT3G17180	scpl33
257882_at	AT3G16930	AT3G16930
257883_at	AT3G16940	AT3G16940
257884_at	AT3G16960	AT3G16960
257885_at	AT3G16970	AT3G16970
257886_at	AT3G17060	AT3G17060
257887_at	AT3G17090	AT3G17090
257888_at	AT3G16990	AT3G16990
257889_at	AT3G17080	AT3G17080
257890_s_at	AT3G42570	AT3G42570
257891_at	AT3G17170	RFC3
257892_at	AT3G17020	AT3G17020
257893_at	AT3G17000	UBC32
257894_at	AT3G17100	AT3G17100
257895_at	AT3G16950	LPD1
257896_at	AT3G16920	CTL2
257897_at	AT3G18030	HAL3A
257898_s_at	AT3G30670	AT3G30670
257899_at	AT3G28345	AT3G28345
257900_at	AT3G28420	AT3G28420
257901_at	AT3G28440	AT3G28440
257902_at	AT3G28450	AT3G28450
257903_at	AT3G28460	AT3G28460
257904_at	AT3G28470	TDF1
257905_at	AT3G17050	AT3G17050
257906_at	AT3G25520	ATL5
257907_at	AT3G25470	AT3G25470
257908_at	AT3G25410	AT3G25410
257909_at	AT3G25480	AT3G25480
257910_at	AT3G25580	AT3G25580
257911_at	AT3G25530	GLYR1
257912_at	AT3G25500	AFH1
257913_at	AT3G25540	LAG1
257914_at	AT3G25545	AT3G25545
257915_at	AT3G23130	SUP
257916_at	AT3G23210	bHLH34
257917_at	AT3G23220	AT3G23220
257918_at	AT3G23230	AT3G23230
257919_at	AT3G23250	MYB15
257920_at	AT3G23260	AT3G23260
257921_at	AT3G23270	AT3G23270
257922_at	AT3G23150	ETR2
257923_at	AT3G23160	AT3G23160
257924_at	AT3G23190	AT3G23190
257925_at	AT3G23170	AT3G23170
257926_at	AT3G23280	XBAT35
257927_at	AT3G23240	ERF1
257928_at	AT3G16890	PPR40
257929_at	AT3G16980	NRPB9A
257930_at	AT3G17010	AT3G17010
257931_at	AT3G17030	AT3G17030
257932_at	AT3G17040	HCF107
257933_at	AT3G25585	AAPT2
257934_at	AT3G25420	scpl21
257935_at	AT3G25440	AT3G25440
257936_at	AT3G25450	AT3G25450
257937_at	AT3G19810	AT3G19810
257938_at	AT3G19820	DWF1
257939_at	AT3G19930	STP4
257940_at	AT3G21790	AT3G21790
257941_at	AT3G21800	UGT71B8
257942_at	AT3G21830	ASK8
257943_at	AT3G21840	ASK7
257944_at	AT3G21850	ASK9
257945_at	AT3G21860	ASK10
257946_at	AT3G21710	AT3G21710
257947_at	AT3G21720	ICL
257948_at	AT3G21740	APO4
257949_at	AT3G21750	UGT71B1
257950_at	AT3G21780	UGT71B6
257951_at	AT3G21700	SGP2
257952_at	AT3G21770	AT3G21770
257953_at	AT3G21865	PEX22
257954_at	AT3G21760	HYR1
257955_at	AT3G21810	AT3G21810
257956_at	AT3G25400	AT3G25400
257957_at	AT3G25490	AT3G25490
257958_at	AT3G25510	AT3G25510
257959_at	AT3G25560	NIK2
257960_at	AT3G25570	CPuORF11
257961_at	AT3G19780	AT3G19780
257962_at	AT3G19790	AT3G19790
257963_at	AT3G19840	PRP40C
257964_at	AT3G19850	AT3G19850
257965_at	AT3G19900	AT3G19900
257966_at	AT3G19800	AT3G19800
257967_at	AT3G19910	AT3G19910
257968_at	AT3G27550	AT3G27550
257969_at	AT3G27520	AT3G27520
257970_at	AT3G27570	AT3G27570
257971_at	AT3G27530	GC6
257972_at	AT3G27560	ATN1
257973_at	AT3G20720	AT3G20720
257974_at	AT3G20820	AT3G20820
257975_at	AT3G20830	AT3G20830
257976_at	AT3G20840	PLT1
257977_at	AT3G20850	AT3G20850
257978_at	AT3G20860	ATNEK5
257979_at	AT3G20730	AT3G20730
257980_at	AT3G20760	AT3G20760
257981_at	AT3G20770	EIN3
257982_at	AT3G20780	ATTOP6B
257983_at	AT3G20790	AT3G20790
257984_at	AT3G20800	AT3G20800
257985_at	AT3G20810	AT3G20810
257986_at	AT3G20865	AGP40
257987_at	AT3G20740	FIE
257988_at	AT3G20870	ZTP29
257989_at	AT3G19770	VPS9A
257990_at	AT3G19860	bHLH121
257991_at	AT3G19870	AT3G19870
257992_at	AT3G19880	AT3G19880
257993_at	AT3G19890	AT3G19890
257994_at	AT3G19920	AT3G19920
257995_at	AT3G19940	AT3G19940
257996_at	AT3G19950	AT3G19950
257997_at	AT3G27500	AT3G27500
257998_at	AT3G27510	AT3G27510
257999_at	AT3G27540	AT3G27540
258000_at	AT3G28940	AT3G28940
258001_at	AT3G28950	AT3G28950
258002_at	AT3G28930	AIG2
258003_at	AT3G29030	EXPA5
258004_at	AT3G29020	MYB110
