PROBE	ID
246838_at	AT5G26680
246841_at	AT5G26700
246845_at	AT5G26710
246839_at	AT5G26720
246842_at	AT5G26731
246843_at	AT5G26740
246846_at	AT5G26760
246796_at	AT5G26770
246797_at	AT5G26790
246801_at	AT5G26830
246848_at	AT5G26840
246849_at	AT5G26850
246853_at	AT5G26890
246822_at	AT5G26960
246823_at	AT5G26970
246824_at	AT5G26990
246795_at	AT5G27020
246808_at	AT5G27110
246810_at	AT5G27160
246811_at	AT5G27170
246813_at	AT5G27190
246815_at	AT5G27220
246816_at	AT5G27230
246817_at	AT5G27240
246791_at	AT5G27280
246792_at	AT5G27290
246765_at	AT5G27330
246766_at	AT5G27340
246767_at	AT5G27395
246768_at	AT5G27400
246786_at	AT5G27410
246784_at	AT5G27430
246769_at	AT5G27440
246770_at	AT5G27460
246780_at	AT5G27470
246771_at	AT5G27480
246772_at	AT5G27490
246773_at	AT5G27510
246774_at	AT5G27530
246776_at	AT5G27550
246736_at	AT5G27560
246732_at	AT5G27650
246747_at	AT5G27700
246737_at	AT5G27710
246748_at	AT5G27730
246743_at	AT5G27750
246744_at	AT5G27760
246745_at	AT5G27770
246739_at	AT5G27800
246740_at	AT5G27810
246746_at	AT5G27820
246749_at	AT5G27830
246758_at	AT5G27850
246750_at	AT5G27860
246751_at	AT5G27870
246752_at	AT5G27890
246753_at	AT5G27900
246755_at	AT5G27920
246756_at	AT5G27930
246759_at	AT5G27950
246760_at	AT5G27970
246761_at	AT5G27980
246699_at	AT5G27990
246727_at	AT5G28010
246728_at	AT5G28040
246702_at	AT5G28050
246730_at	AT5G28060
246729_at	AT5G28070
246704_at	AT5G28090
246706_at	AT5G28130
246707_at	AT5G28140
246708_at	AT5G28150
246710_at	AT5G28170
246711_at	AT5G28190
246712_at	AT5G28200
246713_at	AT5G28210
246714_at	AT5G28220
246715_at	AT5G28230
245856_at	AT5G28240
245857_at	AT5G28270
245858_at	AT5G28280
245861_at	AT5G28300
245860_at	AT5G28310
246176_at	AT5G28410
246177_at	AT5G28420
246179_at	AT5G28440
246136_at	AT5G28470
245952_at	AT5G28500
245953_at	AT5G28520
255916_at	AT5G28550
255917_at	AT5G28560
255918_at	AT5G28570
255919_at	AT5G28580
255920_at	AT5G28590
255944_at	AT5G28600
255945_at	AT5G28610
255915_at	AT5G28620
246108_at	AT5G28630
246105_at	AT5G28670
246107_at	AT5G28700
245916_at	AT5G28720
245917_at	AT5G28740
245924_at	AT5G28750
245918_at	AT5G28760
245919_at	AT5G28780
245920_at	AT5G28790
245921_at	AT5G28800
245922_at	AT5G28810
245923_at	AT5G28820
246046_at	AT5G28860
246047_at	AT5G28870
246048_at	AT5G28880
246049_at	AT5G28890
246717_at	AT5G28920
246718_at	AT5G28930
246719_at	AT5G28940
246720_at	AT5G28950
246722_at	AT5G29020
246723_at	AT5G29030
246725_at	AT5G29040
246726_at	AT5G29050
246692_at	AT5G29060
246693_at	AT5G29070
246695_at	AT5G29090
246696_at	AT5G29100
246697_at	AT5G29210
246674_at	AT5G30490
246669_at	AT5G30500
246670_at	AT5G30520
246165_at	AT5G32400
246166_at	AT5G32410
246167_at	AT5G32430
246171_at	AT5G32440
246170_at	AT5G32450
246168_at	AT5G32460
246169_at	AT5G32470
245973_at	AT5G32490
245974_at	AT5G32510
246128_at	AT5G32540
246101_at	AT5G32580
246102_at	AT5G32590
246163_at	AT5G32600
246164_at	AT5G32610
252840_at	AT5G32630
246678_at	AT5G33200
246679_at	AT5G33240
255144_at	AT5G33250
246680_at	AT5G33260
246681_at	AT5G33280
246683_at	AT5G33300
246685_at	AT5G33350
246687_at	AT5G33370
246686_at	AT5G33380
245717_at	AT5G33390
246688_at	AT5G34450
246689_at	AT5G34460
246690_at	AT5G34770
246691_at	AT5G34790
246664_at	AT5G34800
246666_at	AT5G34830
246667_at	AT5G34840
246637_at	AT5G34870
246638_at	AT5G34880
246639_x_at	AT5G34895
246640_x_at	AT5G34900
255859_at	AT5G34930
255986_x_at	AT5G35010
255987_s_at	AT5G35050
255989_at	AT5G35070
246646_at	AT5G35090
246644_at	AT5G35100
246647_at	AT5G35130
246648_at	AT5G35140
246649_at	AT5G35150
246650_at	AT5G35160
246651_at	AT5G35170
246660_at	AT5G35180
246653_at	AT5G35200
246655_at	AT5G35230
246656_at	AT5G35240
246657_at	AT5G35250
246658_at	AT5G35260
246659_at	AT5G35270
246661_at	AT5G35280
246662_at	AT5G35290
246663_at	AT5G35300
246604_at	AT5G35310
246612_at	AT5G35320
246605_at	AT5G35340
246607_at	AT5G35370
246608_at	AT5G35380
246610_at	AT5G35400
246615_at	AT5G35420
249722_at	AT5G35430
249723_at	AT5G35430
249724_at	AT5G35450
249701_at	AT5G35460
249725_at	AT5G35470
249726_at	AT5G35480
249697_at	AT5G35510
249700_at	AT5G35530
249699_at	AT5G35540
249703_at	AT5G35560
249702_at	AT5G35570
249705_at	AT5G35580
249707_at	AT5G35640
249708_at	AT5G35660
249711_at	AT5G35680
249713_at	AT5G35690
249714_at	AT5G35710
249717_at	AT5G35730
249719_at	AT5G35735
249718_at	AT5G35740
249715_at	AT5G35760
249695_at	AT5G35800
249696_at	AT5G35820
249665_at	AT5G35830
249668_at	AT5G35870
249669_at	AT5G35880
249670_at	AT5G35890
249672_at	AT5G35910
249674_at	AT5G35930
249675_at	AT5G35940
249676_at	AT5G35960
249677_at	AT5G35970
249682_at	AT5G36080
249683_x_at	AT5G36090
249688_at	AT5G36160
249689_at	AT5G36190
249690_at	AT5G36210
246621_at	AT5G36230
246616_at	AT5G36260
246617_at	AT5G36270
246618_at	AT5G36280
246619_at	AT5G36290
249661_x_at	AT5G36650
249634_at	AT5G36840
249637_at	AT5G36900
249639_at	AT5G36930
249642_at	AT5G36960
249643_at	AT5G36990
249644_at	AT5G37010
249646_at	AT5G37030
249647_at	AT5G37040
249648_at	AT5G37050
249652_at	AT5G37070
249653_at	AT5G37080
249654_at	AT5G37090
249655_at	AT5G37110
249656_at	AT5G37130
249657_at	AT5G37140
249631_at	AT5G37160
249632_at	AT5G37170
249603_at	AT5G37210
249604_x_at	AT5G37230
249605_at	AT5G37240
249607_at	AT5G37280
249612_at	AT5G37290
249608_at	AT5G37310
249609_at	AT5G37330
249610_at	AT5G37360
249613_at	AT5G37380
249615_x_at	AT5G37420
249617_at	AT5G37450
249625_at	AT5G37480
249618_at	AT5G37490
249620_at	AT5G37520
249621_at	AT5G37530
249626_at	AT5G37540
249622_at	AT5G37550
249623_at	AT5G37560
249624_at	AT5G37570
249629_at	AT5G37590
249628_at	AT5G37580
249602_at	AT5G37610
249571_at	AT5G37620
249575_at	AT5G37670
249576_at	AT5G37690
249577_at	AT5G37710
249578_at	AT5G37730
249580_at	AT5G37740
249588_at	AT5G37790
249586_at	AT5G37840
249587_at	AT5G37860
249590_at	AT5G37870
249591_at	AT5G37880
249592_at	AT5G37890
249593_at	AT5G37900
249594_at	AT5G37910
249595_at	AT5G37930
249597_at	AT5G37960
249598_at	AT5G37970
249601_at	AT5G37980
249599_at	AT5G37990
249567_at	AT5G38020
249545_at	AT5G38030
249543_at	AT5G38035
249568_at	AT5G38040
249569_at	AT5G38070
249570_at	AT5G38080
249539_at	AT5G38100
249541_at	AT5G38130
249547_at	AT5G38160
249548_at	AT5G38170
249549_at	AT5G38180
249556_at	AT5G38195
249550_at	AT5G38210
249551_at	AT5G38220
249553_at	AT5G38260
249554_at	AT5G38290
249555_at	AT5G38300
249558_at	AT5G38310
249559_at	AT5G38320
249561_at	AT5G38340
249562_at	AT5G38350
249563_at	AT5G38360
249507_at	AT5G38370
249508_at	AT5G38380
249509_at	AT5G38390
249564_at	AT5G38400
249565_at	AT5G38440
249513_at	AT5G38460
249511_at	AT5G38500
249510_at	AT5G38510
249524_at	AT5G38520
249517_at	AT5G38580
249518_at	AT5G38610
249525_at	AT5G38650
249520_at	AT5G38670
249521_at	AT5G38690
249522_at	AT5G38700
249527_at	AT5G38710
249528_at	AT5G38720
249529_at	AT5G38730
249530_at	AT5G38750
249536_at	AT5G38760
249532_at	AT5G38780
249533_at	AT5G38790
249535_at	AT5G38820
249537_at	AT5G38830
249538_at	AT5G38840
249504_at	AT5G38850
249505_at	AT5G38870
249475_at	AT5G38890
249483_at	AT5G38895
249481_at	AT5G38900
249476_at	AT5G38910
249478_at	AT5G38950
249479_at	AT5G38960
249482_at	AT5G38980
249485_at	AT5G39020
249486_at	AT5G39030
249488_at	AT5G39070
249493_at	AT5G39080
249489_at	AT5G39090
249491_at	AT5G39130
249492_at	AT5G39160
249497_at	AT5G39220
249498_at	AT5G39230
249499_at	AT5G39250
249470_at	AT5G39350
249444_at	AT5G39370
249445_at	AT5G39380
249446_at	AT5G39390
249456_at	AT5G39410
249449_at	AT5G39430
249454_at	AT5G39520
249458_at	AT5G39560
249416_at	AT5G39570
249459_at	AT5G39580
249442_at	AT5G39590
249443_at	AT5G39600
249460_at	AT5G39630
249461_at	AT5G39640
249417_at	AT5G39670
249441_at	AT5G39730
249423_at	AT5G39785
249418_at	AT5G39785
249425_at	AT5G39790
249426_at	AT5G39840
249427_at	AT5G39850
249428_at	AT5G39870
249429_at	AT5G39880
249384_at	AT5G39890
249430_at	AT5G39900
249431_at	AT5G39910
249433_at	AT5G39940
249434_at	AT5G39960
249435_at	AT5G39970
249436_at	AT5G39980
249437_at	AT5G39990
249439_at	AT5G40020
249440_at	AT5G40030
249381_at	AT5G40040
249382_at	AT5G40050
249386_at	AT5G40060
249387_at	AT5G40070
249388_at	AT5G40090
249389_at	AT5G40100
249390_at	AT5G40130
249391_at	AT5G40140
249392_at	AT5G40150
249402_at	AT5G40155
249394_at	AT5G40180
249395_at	AT5G40190
249398_at	AT5G40250
249403_at	AT5G40270
249399_at	AT5G40290
249400_at	AT5G40300
249407_at	AT5G40320
249409_at	AT5G40340
249412_at	AT5G40410
249378_at	AT5G40450
249379_at	AT5G40460
249359_at	AT5G40470
249357_at	AT5G40490
249355_at	AT5G40500
249358_at	AT5G40510
249356_at	AT5G40520
249360_at	AT5G40530
249361_at	AT5G40540
249364_at	AT5G40590
249365_at	AT5G40600
249367_at	AT5G40630
249368_at	AT5G40640
249376_at	AT5G40645
249342_at	AT5G40660
249373_at	AT5G40670
249369_at	AT5G40680
249377_at	AT5G40690
249370_at	AT5G40710
249371_at	AT5G40750
249324_at	AT5G40810
249347_at	AT5G40830
249348_at	AT5G40860
249320_at	AT5G40910
249321_at	AT5G40920
249329_at	AT5G40960
249330_at	AT5G40970
249332_at	AT5G40980
249288_at	AT5G41050
249290_at	AT5G41060
249339_at	AT5G41100
249340_at	AT5G41140
249341_at	AT5G41170
249314_at	AT5G41180
249315_at	AT5G41190
249287_at	AT5G41250
249294_at	AT5G41270
249295_at	AT5G41280
249296_at	AT5G41310
249297_at	AT5G41320
249298_at	AT5G41330
249308_at	AT5G41350
249300_at	AT5G41380
249306_at	AT5G41400
249301_at	AT5G41440
249302_at	AT5G41450
249303_at	AT5G41460
249305_at	AT5G41490
249311_at	AT5G41540
249312_at	AT5G41550
249313_at	AT5G41560
249286_at	AT5G41580
249256_at	AT5G41620
249257_at	AT5G41640
249258_at	AT5G41650
249259_at	AT5G41660
249266_at	AT5G41670
249260_at	AT5G41680
249268_at	AT5G41685
249261_at	AT5G41710
249262_at	AT5G41720
249263_at	AT5G41730
249282_at	AT5G41760
249269_at	AT5G41770
249270_at	AT5G41780
249283_at	AT5G41800
249284_at	AT5G41810
249273_at	AT5G41850
249274_at	AT5G41860
249275_at	AT5G41870
249277_at	AT5G41890
249278_at	AT5G41900
249279_at	AT5G41920
249281_at	AT5G41940
249280_at	AT5G41940
249236_at	AT5G41950
249285_at	AT5G41960
249238_at	AT5G41970
249251_at	AT5G42000
249252_at	AT5G42010
249237_at	AT5G42050
249253_at	AT5G42060
249230_at	AT5G42070
249229_at	AT5G42090
249254_at	AT5G42110
249223_at	AT5G42120
249225_at	AT5G42140
249233_at	AT5G42150
249226_at	AT5G42170
249228_at	AT5G42190
249234_at	AT5G42200
249240_at	AT5G42220
249242_at	AT5G42250
249245_at	AT5G42280
249246_at	AT5G42290
249247_at	AT5G42310
249248_at	AT5G42320
249249_at	AT5G42330
249201_at	AT5G42370
249220_at	AT5G42420
249221_at	AT5G42440
249222_at	AT5G42450
249192_at	AT5G42470
249194_at	AT5G42490
249196_at	AT5G42560
249204_at	AT5G42570
249209_at	AT5G42620
249207_at	AT5G42640
249160_at	AT5G42660
249210_at	AT5G42670
249211_at	AT5G42680
249212_at	AT5G42690
249213_at	AT5G42700
249214_at	AT5G42720
249163_at	AT5G42740
249191_at	AT5G42760
249162_at	AT5G42765
249188_at	AT5G42830
249166_at	AT5G42840
249177_at	AT5G42850
249167_at	AT5G42860
249169_at	AT5G42880
249170_at	AT5G42910
249171_at	AT5G42940
249172_at	AT5G42950
249179_at	AT5G42955
249182_at	AT5G42960
249173_at	AT5G43000
249184_at	AT5G43020
249185_at	AT5G43030
249186_at	AT5G43040
249130_at	AT5G43100
249132_at	AT5G43120
249137_at	AT5G43140
249134_at	AT5G43150
249136_at	AT5G43180
249140_at	AT5G43190
249141_at	AT5G43200
249143_at	AT5G43230
249142_at	AT5G43230
249148_at	AT5G43260
249146_at	AT5G43310
249154_at	AT5G43410
249128_at	AT5G43440
249125_at	AT5G43450
249159_at	AT5G43460
249155_at	AT5G43480
249097_at	AT5G43520
249098_at	AT5G43530
249099_at	AT5G43550
249100_at	AT5G43560
249102_at	AT5G43590
249105_at	AT5G43640
249106_at	AT5G43670
249107_at	AT5G43680
249108_at	AT5G43690
249092_at	AT5G43710
249119_at	AT5G43720
249110_at	AT5G43730
249124_at	AT5G43740
249090_at	AT5G43745
249111_at	AT5G43770
249113_at	AT5G43790
249114_at	AT5G43800
249116_at	AT5G43820
249121_at	AT5G43830
249118_at	AT5G43870
249096_at	AT5G43910
249066_at	AT5G43920
249079_at	AT5G43930
249067_at	AT5G43960
249075_at	AT5G44000
249069_at	AT5G44010
249073_at	AT5G44020
249071_at	AT5G44050
249072_at	AT5G44060
249074_at	AT5G44080
249081_at	AT5G44090
249084_at	AT5G44150
249085_at	AT5G44170
249088_at	AT5G44230
249064_at	AT5G44250
249065_at	AT5G44260
249062_at	AT5G44270
249050_at	AT5G44290
249048_at	AT5G44300
249039_at	AT5G44310
249040_at	AT5G44320
249041_at	AT5G44330
249042_at	AT5G44350
249043_at	AT5G44360
249045_at	AT5G44380
249051_at	AT5G44390
249046_at	AT5G44400
249047_at	AT5G44410
249053_at	AT5G44440
249054_at	AT5G44450
249056_at	AT5G44470
249003_at	AT5G44500
249002_at	AT5G44520
249059_at	AT5G44530
249061_at	AT5G44550
249004_at	AT5G44570
249010_at	AT5G44580
249005_at	AT5G44630
249006_at	AT5G44660
249008_at	AT5G44680
249014_at	AT5G44710
249025_at	AT5G44720
249015_at	AT5G44730
249017_at	AT5G44760
249018_at	AT5G44770
249021_at	AT5G44820
254521_at	AT5G44820
249023_at	AT5G44850
249024_at	AT5G44860
249030_at	AT5G44880
249031_at	AT5G44900
249032_at	AT5G44910
249033_at	AT5G44920
248999_at	AT5G44970
249000_at	AT5G44980
249001_at	AT5G44990
248971_at	AT5G45000
248977_at	AT5G45020
248974_at	AT5G45060
248982_at	AT5G45120
248986_at	AT5G45170
248987_at	AT5G45180
248988_at	AT5G45190
248989_at	AT5G45200
248990_at	AT5G45210
248991_at	AT5G45220
248992_at	AT5G45230
248993_at	AT5G45240
248968_at	AT5G45280
248969_at	AT5G45310
248998_at	AT5G45320
248967_at	AT5G45350
248966_at	AT5G45360
248952_at	AT5G45410
248942_at	AT5G45480
248944_at	AT5G45500
248945_at	AT5G45510
248946_at	AT5G45530
248947_at	AT5G45540
248948_at	AT5G45560
248949_at	AT5G45570
248958_at	AT5G45590
248957_at	AT5G45620
248959_at	AT5G45630
248960_at	AT5G45640
248961_at	AT5G45650
248912_at	AT5G45670
248915_at	AT5G45690
248963_at	AT5G45700
248913_at	AT5G45760
248938_at	AT5G45780
248939_at	AT5G45790
248916_at	AT5G45840
248917_at	AT5G45850
248926_at	AT5G45880
248925_at	AT5G45910
248919_at	AT5G45920
248921_at	AT5G45950
248924_at	AT5G45960
248929_at	AT5G46000
248930_at	AT5G46010
248881_at	AT5G46020
248884_at	AT5G46030
248931_at	AT5G46040
248933_at	AT5G46070
248934_at	AT5G46080
248935_at	AT5G46100
248887_at	AT5G46115
248876_at	AT5G46120
248877_at	AT5G46140
248885_at	AT5G46150
248878_at	AT5G46160
248883_at	AT5G46190
248880_at	AT5G46200
248889_at	AT5G46230
248890_at	AT5G46270
248904_at	AT5G46295
248892_at	AT5G46300
248893_at	AT5G46310
248894_at	AT5G46320
248899_at	AT5G46390
248906_at	AT5G46420
248902_at	AT5G46440
248873_at	AT5G46450
248874_at	AT5G46460
248846_at	AT5G46500
248847_at	AT5G46510
248848_at	AT5G46520
248850_at	AT5G46550
248852_at	AT5G46560
248854_at	AT5G46580
248856_at	AT5G46620
248858_at	AT5G46630
248857_at	AT5G46640
248859_at	AT5G46660
248860_at	AT5G46670
248871_at	AT5G46680
248870_at	AT5G46710
248862_at	AT5G46730
248840_at	AT5G46770
248868_at	AT5G46780
248869_at	AT5G46840
248842_at	AT5G46850
248814_at	AT5G46910
248815_at	AT5G46920
248824_at	AT5G46940
248822_at	AT5G47000
248817_at	AT5G47020
248825_at	AT5G47030
248819_at	AT5G47050
248820_at	AT5G47060
248821_at	AT5G47070
248834_at	AT5G47090
248829_at	AT5G47130
248830_at	AT5G47150
248831_at	AT5G47160
248832_at	AT5G47170
248796_at	AT5G47180
248798_at	AT5G47190
248797_at	AT5G47210
248835_at	AT5G47250
248836_at	AT5G47260
248837_at	AT5G47260
248811_at	AT5G47310
248812_at	AT5G47330
248782_at	AT5G47340
248791_at	AT5G47350
248783_at	AT5G47360
248784_at	AT5G47380
248795_at	AT5G47390
248785_at	AT5G47400
248786_at	AT5G47410
248787_at	AT5G47420
248788_at	AT5G47430
248802_at	AT5G47435
248789_at	AT5G47440
248762_at	AT5G47455
248803_at	AT5G47460
248805_at	AT5G47480
248806_at	AT5G47490
248808_at	AT5G47510
248750_at	AT5G47530
248751_at	AT5G47540
248763_at	AT5G47550
248760_at	AT5G47570
248752_at	AT5G47600
248759_at	AT5G47610
248758_at	AT5G47620
248761_at	AT5G47635
248755_at	AT5G47690
248768_at	AT5G47700
248767_at	AT5G47710
248769_at	AT5G47730
248770_at	AT5G47740
248771_at	AT5G47790
248772_at	AT5G47800
248774_at	AT5G47830
248746_at	AT5G47890
248776_at	AT5G47900
248777_at	AT5G47920
248747_at	AT5G47930
248778_at	AT5G47940
248723_at	AT5G47950
248724_at	AT5G47970
248725_at	AT5G47980
248738_at	AT5G48020
248730_at	AT5G48050
248731_at	AT5G48060
248736_at	AT5G48110
248740_at	AT5G48130
248714_at	AT5G48140
248717_at	AT5G48175
248742_at	AT5G48200
248716_at	AT5G48210
248688_at	AT5G48220
248743_at	AT5G48240
248745_at	AT5G48250
248711_at	AT5G48270
248712_at	AT5G48280
248715_at	AT5G48290
248691_at	AT5G48310
248694_at	AT5G48340
248695_at	AT5G48350
248696_at	AT5G48360
248697_at	AT5G48370
248702_at	AT5G48420
248703_at	AT5G48430
248656_at	AT5G48460
248709_at	AT5G48470
248710_at	AT5G48480
248683_at	AT5G48490
248685_at	AT5G48500
248706_at	AT5G48530
248686_at	AT5G48540
248707_at	AT5G48550
248708_at	AT5G48560
248657_at	AT5G48570
248663_at	AT5G48590
248666_at	AT5G48630
248659_at	AT5G48640
248660_at	AT5G48650
248665_at	AT5G48655
248662_at	AT5G48690
248667_at	AT5G48710
248669_at	AT5G48730
248670_at	AT5G48740
248671_at	AT5G48750
248655_at	AT5G48760
248672_at	AT5G48770
248673_at	AT5G48780
248624_at	AT5G48790
248674_at	AT5G48800
248679_at	AT5G48830
248677_at	AT5G48860
248681_at	AT5G48900
248626_at	AT5G48940
248628_at	AT5G48960
248629_at	AT5G48970
248630_at	AT5G48990
248631_at	AT5G49000
248635_at	AT5G49050
248637_at	AT5G49060
248646_at	AT5G49100
248641_at	AT5G49110
248642_at	AT5G49120
248643_at	AT5G49130
248644_at	AT5G49140
248623_at	AT5G49170
248593_at	AT5G49180
248594_at	AT5G49210
248648_at	AT5G49220
248650_at	AT5G49250
248651_at	AT5G49260
248592_at	AT5G49280
248620_at	AT5G49320
248621_at	AT5G49350
248598_at	AT5G49370
248599_at	AT5G49380
248600_at	AT5G49390
248601_at	AT5G49400
248605_at	AT5G49410
248603_at	AT5G49430
248609_at	AT5G49440
248604_at	AT5G49470
248610_at	AT5G49500
248612_at	AT5G49530
248588_at	AT5G49540
248613_at	AT5G49555
248614_at	AT5G49560
248616_at	AT5G49580
248617_at	AT5G49590
248586_at	AT5G49610
248585_at	AT5G49640
248562_at	AT5G49680
248561_at	AT5G49680
248563_at	AT5G49690
248564_at	AT5G49700
248565_at	AT5G49710
248567_at	AT5G49750
248568_at	AT5G49760
248569_at	AT5G49770
248570_at	AT5G49780
248571_at	AT5G49790
248572_at	AT5G49800
248575_at	AT5G49840
248577_at	AT5G49870
248581_at	AT5G49900
248530_at	AT5G49945
248531_at	AT5G49950
248584_at	AT5G49960
248558_at	AT5G49990
248529_at	AT5G50000
248533_at	AT5G50020
248534_at	AT5G50030
248537_at	AT5G50100
248538_at	AT5G50110
248535_at	AT5G50120
248539_at	AT5G50130
248536_at	AT5G50140
248553_at	AT5G50170
248541_at	AT5G50180
248542_at	AT5G50190
248543_at	AT5G50230
248546_at	AT5G50270
248549_at	AT5G50310
248510_at	AT5G50315
248554_at	AT5G50330
248509_at	AT5G50335
248555_at	AT5G50340
248556_at	AT5G50350
248505_at	AT5G50360
248506_at	AT5G50370
248500_at	AT5G50410
248507_at	AT5G50420
248502_at	AT5G50450
248512_at	AT5G50460
248513_at	AT5G50500
248526_at	AT5G50740
248527_at	AT5G50740
248528_at	AT5G50760
248495_at	AT5G50780
248470_at	AT5G50830
248471_at	AT5G50840
248472_at	AT5G50860
248475_at	AT5G50880
248476_at	AT5G50890
248477_at	AT5G50900
248479_at	AT5G50910
248460_at	AT5G50915
248481_at	AT5G50930
248490_at	AT5G50940
248482_at	AT5G50970
248483_at	AT5G50990
248491_at	AT5G51010
248484_at	AT5G51030
248488_at	AT5G51080
248489_at	AT5G51090
248449_at	AT5G51110
248463_at	AT5G51130
248446_at	AT5G51140
248464_at	AT5G51160
248445_at	AT5G51170
248451_at	AT5G51180
248448_at	AT5G51190
248436_at	AT5G51220
248439_at	AT5G51250
248440_at	AT5G51260
248441_at	AT5G51270
248442_at	AT5G51280
248452_at	AT5G51300
248443_at	AT5G51310
248444_at	AT5G51320
248453_at	AT5G51340
248455_at	AT5G51360
248456_at	AT5G51380
248432_at	AT5G51390
248433_at	AT5G51400
248403_at	AT5G51410
248457_at	AT5G51420
248434_at	AT5G51440
248431_at	AT5G51470
248406_at	AT5G51490
248407_at	AT5G51500
248421_at	AT5G51510
248408_at	AT5G51520
248409_at	AT5G51545
248420_at	AT5G51560
248410_at	AT5G51570
248411_at	AT5G51580
248412_at	AT5G51590
248414_at	AT5G51610
248415_at	AT5G51620
248416_at	AT5G51630
248417_at	AT5G51650
248423_at	AT5G51670
248424_at	AT5G51680
248426_at	AT5G51740
248429_at	AT5G51770
248430_at	AT5G51800
248381_at	AT5G51830
248378_at	AT5G51840
248376_at	AT5G51880
248382_at	AT5G51890
248383_at	AT5G51900
248385_at	AT5G51910
248384_at	AT5G51930
248368_at	AT5G51950
248387_at	AT5G51960
248398_at	AT5G51970
248388_at	AT5G51980
248399_at	AT5G52010
248400_at	AT5G52020
248391_at	AT5G52030
248392_at	AT5G52050
248394_at	AT5G52070
248396_at	AT5G52130
248397_at	AT5G52140
248350_at	AT5G52160
248340_at	AT5G52180
248348_at	AT5G52190
248341_at	AT5G52220
248344_at	AT5G52280
248354_at	AT5G52330
248357_at	AT5G52380
248333_at	AT5G52390
248359_at	AT5G52410
248336_at	AT5G52420
248360_at	AT5G52430
248335_at	AT5G52450
248363_at	AT5G52480
248364_at	AT5G52490
248365_at	AT5G52500
248308_at	AT5G52530
248309_at	AT5G52540
248312_at	AT5G52580
248313_at	AT5G52580
248314_at	AT5G52620
248331_at	AT5G52650
248328_at	AT5G52660
248316_at	AT5G52670
248317_at	AT5G52680
248318_at	AT5G52690
248319_at	AT5G52710
248320_at	AT5G52720
248321_at	AT5G52740
248327_at	AT5G52750
248322_at	AT5G52760
248323_at	AT5G52770
248329_at	AT5G52780
248324_at	AT5G52790
248325_at	AT5G52800
248330_at	AT5G52810
248326_at	AT5G52820
248288_at	AT5G52840
248307_at	AT5G52850
248289_at	AT5G52880
248278_at	AT5G52890
248280_at	AT5G52950
248285_at	AT5G52960
248287_at	AT5G52970
248284_at	AT5G52975
248281_at	AT5G52980
248290_at	AT5G53010
248291_at	AT5G53020
248292_at	AT5G53030
248293_at	AT5G53050
248295_at	AT5G53070
248299_at	AT5G53080
248296_at	AT5G53090
248297_at	AT5G53100
248298_at	AT5G53110
248249_at	AT5G53140
248301_at	AT5G53150
248251_at	AT5G53220
248260_at	AT5G53240
248264_at	AT5G53310
248254_at	AT5G53320
248259_at	AT5G53330
248262_at	AT5G53340
248256_at	AT5G53360
248257_at	AT5G53410
248271_at	AT5G53420
248266_at	AT5G53440
248268_at	AT5G53480
248272_at	AT5G53480
248224_at	AT5G53490
248273_at	AT5G53500
248220_at	AT5G53540
248222_at	AT5G53570
248223_at	AT5G53620
248244_at	AT5G53640
248219_at	AT5G53650
248214_at	AT5G53670
248215_at	AT5G53680
248216_at	AT5G53690
248218_at	AT5G53710
248225_at	AT5G53740
248226_at	AT5G53750
248231_at	AT5G53770
248228_at	AT5G53800
248229_at	AT5G53810
248227_at	AT5G53820
248230_at	AT5G53830
248233_at	AT5G53840
248234_at	AT5G53850
248186_at	AT5G53880
248238_at	AT5G53900
248239_at	AT5G53920
248187_at	AT5G53940
248241_at	AT5G53960
248209_at	AT5G53990
248210_at	AT5G54000
248211_at	AT5G54010
248212_at	AT5G54020
248182_at	AT5G54030
248183_at	AT5G54040
248184_at	AT5G54050
248189_at	AT5G54090
248194_at	AT5G54095
248191_at	AT5G54130
248190_at	AT5G54130
248196_at	AT5G54150
248199_at	AT5G54170
248198_at	AT5G54200
248202_at	AT5G54220
248205_at	AT5G54300
248206_at	AT5G54350
248178_at	AT5G54370
248154_at	AT5G54400
248156_at	AT5G54410
248157_at	AT5G54420
248159_at	AT5G54460
248161_at	AT5G54480
248166_at	AT5G54520
248167_at	AT5G54530
248120_at	AT5G54540
248173_at	AT5G54580
248170_at	AT5G54620
248177_at	AT5G54630
248172_at	AT5G54660
248122_at	AT5G54700
248123_at	AT5G54720
248127_at	AT5G54750
248126_at	AT5G54760
248129_at	AT5G54780
248130_at	AT5G54790
248131_at	AT5G54830
248133_at	AT5G54850
248149_at	AT5G54855
248134_at	AT5G54860
248115_at	AT5G54870
248145_at	AT5G54880
248135_at	AT5G54890
248136_at	AT5G54910
248148_at	AT5G54930
248146_at	AT5G54940
248137_at	AT5G54950
248139_at	AT5G54970
248140_at	AT5G54980
248141_at	AT5G55010
248143_at	AT5G55040
248142_at	AT5G55040
248118_at	AT5G55050
248087_at	AT5G55060
248088_at	AT5G55070
248106_at	AT5G55100
248102_at	AT5G55140
248100_at	AT5G55180
248093_at	AT5G55210
248094_at	AT5G55220
248098_at	AT5G55290
248110_at	AT5G55320
248111_at	AT5G55330
248061_at	AT5G55340
248112_at	AT5G55350
248113_at	AT5G55360
248114_at	AT5G55370
248080_at	AT5G55380
248082_at	AT5G55400
248083_at	AT5G55420
248062_at	AT5G55450
248057_at	AT5G55520
248058_at	AT5G55530
248063_at	AT5G55550
248060_at	AT5G55560
