PROBE	TID	ID	AGI	ENSEMBL	UNIGENE
262316_at	AT2G48120	AT2G48120	AT2G48120	AT2G48120	AT2G48120
262349_at	AT2G48130	AT2G48130	AT2G48130	AT2G48130	AT2G48130
262317_at	AT2G48140	AT2G48140	AT2G48140	AT2G48140	AT2G48140
262350_at	AT2G48150	AT2G48150	AT2G48150	AT2G48150	AT2G48150
262348_at	AT2G48160	AT2G48160	AT2G48160	AT2G48160	AT2G48160
259263_at	AT3G01010	AT3G01010	AT3G01010	AT3G01010	AT3G01010
258442_at	AT3G01015	AT3G01015	AT3G01015	AT3G01015	AT3G01015
259262_at	AT3G01020	AT3G01020	AT3G01020	AT3G01020	AT3G01020
259321_at	AT3G01040	AT3G01040	AT3G01040	AT3G01040	AT3G01040
259275_at	AT3G01060	AT3G01060	AT3G01060	AT3G01060	AT3G01060
259268_at	AT3G01070	AT3G01070	AT3G01070	AT3G01070	AT3G01070
259320_at	AT3G01080	AT3G01080	AT3G01080	AT3G01080	AT3G01080
259319_at	AT3G01090	AT3G01090	AT3G01090	AT3G01090	AT3G01090
259318_at	AT3G01100	AT3G01100	AT3G01100	AT3G01100	AT3G01100
259317_at	AT3G01110	AT3G01110	AT3G01100	AT3G01100	AT3G01100
259279_at	AT3G01120	AT3G01120	AT3G01120	AT3G01120	AT3G01120
259267_at	AT3G01130	AT3G01130	AT3G01130	AT3G01130	AT3G01130
259281_at	AT3G01140	AT3G01140	AT3G01140	AT3G01140	AT3G01140
259280_at	AT3G01150	AT3G01150	AT3G01150	AT3G01150	AT3G01150
259278_at	AT3G01160	AT3G01160	AT3G01160	AT3G01160	AT3G01160
259271_at	AT3G01170	AT3G01170	AT3G01170	AT3G01170	AT3G01170
259316_at	AT3G01175	AT3G01175	AT3G01175	AT3G01175	AT3G01175
259277_at	AT3G01180	AT3G01180	AT3G01180	AT3G01180	AT3G01180
259276_at	AT3G01190	AT3G01190	AT3G01190	AT3G01190	AT3G01190
259315_at	AT3G01200	AT3G01200	AT3G01200	AT3G01200	AT3G01200
257519_at	AT3G01210	AT3G01210	AT3G01210	AT3G01210	AT3G01210
259274_at	AT3G01220	AT3G01220	AT3G01220	AT3G01220	AT3G01220
259266_at	AT3G01240	AT3G01240	AT3G01240	AT3G01240	AT3G01240
259265_at	AT3G01250	AT3G01250	AT3G01250	AT3G01250	AT3G01250
259264_at	AT3G01260	AT3G01260	AT3G01260	AT3G01260	AT3G01260
259269_at	AT3G01270	AT3G01270	AT3G01270	AT3G01270	AT3G01270
259270_at	AT3G01280	AT3G01280	AT3G01280	AT3G01280	AT3G01280
259272_at	AT3G01290	AT3G01290	AT3G01290	AT3G01290	AT3G01290
259118_at	AT3G01310	AT3G01310	AT3G01310	AT3G01310	AT3G01310
259117_at	AT3G01320	AT3G01320	AT3G01320	AT3G01320	AT3G01320
257524_at	AT3G01330	AT3G01330	AT3G01330	AT3G01330	AT3G01330
259119_at	AT3G01340	AT3G01340	AT3G01340	AT3G01340	AT3G01340
259116_at	AT3G01350	AT3G01350	AT3G01350	AT3G01350	AT3G01350
259115_at	AT3G01360	AT3G01360	AT3G01360	AT3G01360	AT3G01360
258949_at	AT3G01370	AT3G01370	AT3G01370	AT3G01370	AT3G01370
258951_at	AT3G01380	AT3G01380	AT3G01380	AT3G01380	AT3G01380
258958_at	AT3G01390	AT3G01390	AT3G01390	AT3G01390	AT3G01390
258954_at	AT3G01400	AT3G01400	AT3G01400	AT3G01400	AT3G01400
258952_at	AT3G01410	AT3G01410	AT3G01410	AT3G01410	AT3G01410
258957_at	AT3G01420	AT3G01420	AT3G01420	AT3G01420	AT3G01420
258953_at	AT3G01430	AT3G01430	AT3G01430	AT3G01430	AT3G01430
258956_at	AT3G01440	AT3G01440	AT3G01440	AT3G01440	AT3G01440
258950_at	AT3G01460	AT3G01460	AT3G01460	AT3G01460	AT3G01460
259165_at	AT3G01470	AT3G01470	AT3G01470;AT3G01472	AT3G01470	AT3G01470
259193_at	AT3G01480	AT3G01480	AT3G01480	AT3G01480	AT3G01480
259163_at	AT3G01490	AT3G01490	AT3G01490	AT3G01490	AT3G01490
259161_at	AT3G01500	AT3G01500	AT3G01500	AT3G01500	AT3G01500
259188_at	AT3G01510	AT3G01510	AT3G01510	AT3G01510	AT3G01510
259184_at	AT3G01520	AT3G01520	AT3G01520	AT3G01520	AT3G01520
259187_at	AT3G01530	AT3G01530	AT3G01530	AT3G01530	AT3G01530
259194_at	AT3G01540	AT3G01540	AT3G01540	AT3G01540	AT3G01540
259185_at	AT3G01550	AT3G01550	AT3G01550	AT3G01550	AT3G01550
259175_at	AT3G01560	AT3G01560	AT3G01560	AT3G01560	AT3G01560
259167_at	AT3G01570	AT3G01570	AT3G01570	AT3G01570	AT3G01570
259183_at	AT3G01580	AT3G01580	AT3G01580	AT3G01580	AT3G01580
259186_at	AT3G01590	AT3G01590	AT3G01590	AT3G01590	AT3G01590
259176_at	AT3G01610	AT3G01610	AT3G01610	AT3G01610	AT3G01610
257523_at	AT3G01620	AT3G01620	AT3G01620	AT3G01620	AT3G01620
259177_at	AT3G01630	AT3G01630	AT3G01630	AT3G01630	AT3G01630
259162_at	AT3G01640	AT3G01640	AT3G01640	AT3G01640	AT3G01640
259178_at	AT3G01650	AT3G01650	AT3G01650	AT3G01650	AT3G01650
259179_at	AT3G01660	AT3G01660	AT3G01660	AT3G01660	AT3G01660
259166_at	AT3G01670	AT3G01670	AT3G01670	AT3G01670	AT3G01670
259180_at	AT3G01680	AT3G01680	AT3G01680	AT3G01680	AT3G01680
259181_at	AT3G01690	AT3G01690	AT3G01690	AT3G01690	AT3G01690
259189_at	AT3G01700	AT3G01700	AT3G01700	AT3G01700	AT3G01700
259191_at	AT3G01720	AT3G01720	AT3G01720	AT3G01720	AT3G01720
259195_at	AT3G01730	AT3G01730	AT3G01730	AT3G01730	AT3G01730
259192_at	AT3G01740	AT3G01740	AT3G01740	AT3G01740	AT3G01740
259182_at	AT3G01750	AT3G01750	AT3G01750	AT3G01750	AT3G01750
259164_at	AT3G01770	AT3G01770	AT3G01770	AT3G01770	AT3G01770
259190_at	AT3G01780	AT3G01780	AT3G01780	AT3G01780	AT3G01780
258995_at	AT3G01790	AT3G01790	AT3G01790	AT3G01790	AT3G01790
258996_at	AT3G01800	AT3G01800	AT3G01800	AT3G01800	AT3G01800
258997_at	AT3G01810	AT3G01810	AT3G01810	AT3G01810	AT3G01810
258998_at	AT3G01820	AT3G01820	AT3G01820	AT3G01820	AT3G01820
258947_at	AT3G01830	AT3G01830	AT3G01830	AT3G01830	AT3G01830
259004_at	AT3G01840	AT3G01840	AT3G01840	AT3G01840	AT3G01840
258999_at	AT3G01850	AT3G01850	AT3G01850	AT3G01850	AT3G01850
259000_at	AT3G01860	AT3G01860	AT3G01860	AT3G01860	AT3G01860
257527_at	AT3G01880	AT3G01880	AT3G01880	AT3G01880	AT3G01880
258974_at	AT3G01890	AT3G01890	AT3G01890	AT3G01890	AT3G01890
258973_at	AT3G01900	AT3G01900	AT3G01900	AT3G01900	AT3G01900
258948_at	AT3G01910	AT3G01910	AT3G01910	AT3G01910	AT3G01910
258972_at	AT3G01920	AT3G01920	AT3G01920	AT3G01920	AT3G01920
259005_at	AT3G01930	AT3G01930	AT3G01930	AT3G01930	AT3G01930
259001_at	AT3G01960	AT3G01960	AT3G01960	AT3G01960	AT3G01960
258975_at	AT3G01970	AT3G01970	AT3G01970	AT3G01970	AT3G01970
258976_at	AT3G01980	AT3G01980	AT3G01980	AT3G01980	AT3G01980
258971_at	AT3G01990	AT3G01990	AT3G01990	AT3G01990	AT3G01990
259002_at	AT3G02000	AT3G02000	AT3G02000	AT3G02000	AT3G02000
259003_at	AT3G02010	AT3G02010	AT3G02010	AT3G02010	AT3G02010
258856_at	AT3G02040	AT3G02040	AT3G02040	AT3G02040	AT3G02040
258860_at	AT3G02050	AT3G02050	AT3G02050	AT3G02050	AT3G02050
258861_at	AT3G02060	AT3G02060	AT3G02060	AT3G02060	AT3G02060
258855_at	AT3G02070	AT3G02070	AT3G02070	AT3G02070	AT3G02070
258858_at	AT3G02080	AT3G02080	AT3G02080	AT3G02080	AT3G02080
258862_at	AT3G02090	AT3G02090	AT3G02090	AT3G02090	AT3G02090
258854_at	AT3G02100	AT3G02100	AT3G02100	AT3G02100	AT3G02100
258857_at	AT3G02110	AT3G02110	AT3G02110	AT3G02110	AT3G02110
258859_at	AT3G02120	AT3G02120	AT3G02120	AT3G02120	AT3G02120
257528_at	AT3G02125	AT3G02125	AT3G02125	AT3G02125	AT3G02125
259074_at	AT3G02130	AT3G02130	AT3G02130	AT3G02130	AT3G02130
259076_at	AT3G02140	AT3G02140	AT3G02140	AT3G02140	AT3G02140
259129_at	AT3G02150	AT3G02150	AT3G02150	AT3G02150	AT3G02150
259104_at	AT3G02170	AT3G02170	AT3G02170	AT3G02170	AT3G02170
259131_at	AT3G02180	AT3G02180	AT3G02180	AT3G02180	AT3G02180
259130_at	AT3G02190	AT3G02190	AT3G02190	AT3G02190	AT3G02190
259123_at	AT3G02200	AT3G02200	AT3G02200	AT3G02200	AT3G02200
259122_at	AT3G02210	AT3G02210	AT3G02210	AT3G02210	AT3G02210
259121_at	AT3G02220	AT3G02220	AT3G02220	AT3G02220	AT3G02220
259120_at	AT3G02240	AT3G02240	AT3G02240	AT3G02240	AT3G02240
259132_at	AT3G02250	AT3G02250	AT3G02250	AT3G02250	AT3G02250
259128_at	AT3G02260	AT3G02260	AT3G02260	AT3G02260	AT3G02260
259127_at	AT3G02270	AT3G02270	AT3G02270	AT3G02270	AT3G02270
259126_at	AT3G02280	AT3G02280	AT3G02280	AT3G02280	AT3G02280
259073_at	AT3G02290	AT3G02290	AT3G02290	AT3G02290	AT3G02290
259125_at	AT3G02300	AT3G02300	AT3G02300	AT3G02300	AT3G02300
259124_at	AT3G02310	AT3G02310	AT3G02310	AT3G02310	AT3G02310
259075_at	AT3G02320	AT3G02320	AT3G02320	AT3G02320	AT3G02320
256325_at	AT3G02330	AT3G02330	AT3G02330	AT3G02330	AT3G02330
256326_at	AT3G02340	AT3G02340	AT3G02340	AT3G02340	AT3G02340
256327_at	AT3G02350	AT3G02350	AT3G02350	AT3G02350	AT3G02350
256328_at	AT3G02360	AT3G02360	AT3G02360	AT3G02360	AT3G02360
258497_at	AT3G02380	AT3G02380	AT3G02380	AT3G02380	AT3G02380
258492_at	AT3G02390	AT3G02390	AT3G02390	AT3G02390	AT3G02390
258476_at	AT3G02400	AT3G02400	AT3G02400	AT3G02400	AT3G02400
258488_at	AT3G02420	AT3G02420	AT3G02420	AT3G02420	AT3G02420
258479_at	AT3G02440	AT3G02440	AT3G02440	AT3G02440	AT3G02440
258494_at	AT3G02450	AT3G02450	AT3G02450	AT3G02450	AT3G02450
258496_at	AT3G02460	AT3G02460	AT3G02460	AT3G02460	AT3G02460
258498_at	AT3G02480	AT3G02480	AT3G02480	AT3G02480	AT3G02480
258502_at	AT3G02490	AT3G02490	AT3G02490	AT3G02490	AT3G02490
258503_at	AT3G02500	AT3G02500	AT3G02500	AT3G02500	AT3G02500
258489_at	AT3G02520	AT3G02520	AT3G02520	AT3G02520	AT3G02520
258482_at	AT3G02530	AT3G02530	AT3G02530	AT3G02530	AT3G02530
258499_at	AT3G02540	AT3G02540	AT3G02540	AT3G02540	AT3G02540
258487_at	AT3G02550	AT3G02550	AT3G02550	AT3G02550	AT3G02550
258493_at	AT3G02555	AT3G02555	AT3G02555	AT3G02555	AT3G02555
258486_at	AT3G02560	AT3G02560	AT3G02560	AT3G02560	AT3G02560
258483_at	AT3G02570	AT3G02570	AT3G02570	AT3G02570	AT3G02570
258484_at	AT3G02580	AT3G02580	AT3G02580	AT3G02580	AT3G02580
258504_at	AT3G02590	AT3G02590	AT3G02590	AT3G02590	AT3G02590
258481_at	AT3G02600	AT3G02600	AT3G02600	AT3G02600	AT3G02600
258485_at	AT3G02630	AT3G02630	AT3G02630	AT3G02630	AT3G02630
258480_at	AT3G02640	AT3G02640	AT3G02640	AT3G02640	AT3G02640
258474_at	AT3G02650	AT3G02650	AT3G02650	AT3G02650	AT3G02650
258475_at	AT3G02660	AT3G02660	AT3G02660	AT3G02660	AT3G02660
258490_at	AT3G02670	AT3G02670	AT3G02670	AT3G02670	AT3G02670
258477_at	AT3G02680	AT3G02680	AT3G02680	AT3G02680	AT3G02680
258495_at	AT3G02690	AT3G02690	AT3G02690	AT3G02690	AT3G02690
258491_at	AT3G02700	AT3G02700	AT3G02700	AT3G02700	AT3G02700
258478_at	AT3G02710	AT3G02710	AT3G02710	AT3G02710	AT3G02710
258622_at	AT3G02720	AT3G02720	AT3G02720	AT3G02720	AT3G02720
258607_at	AT3G02730	AT3G02730	AT3G02730	AT3G02730	AT3G02730
258615_at	AT3G02740	AT3G02740	AT3G02740	AT3G02740	AT3G02740
258602_at	AT3G02750	AT3G02750	AT3G02750	AT3G02750	AT3G02750
258601_at	AT3G02760	AT3G02760	AT3G02760	AT3G02760	AT3G02760
258614_at	AT3G02770	AT3G02770	AT3G02770	AT3G02770	AT3G02770
258619_at	AT3G02780	AT3G02780	AT3G02780	AT3G02780	AT3G02780
258623_at	AT3G02790	AT3G02790	AT3G02790	AT3G02790	AT3G02790
257536_at	AT3G02800	AT3G02800	AT3G02800	AT3G02800	AT3G02800
258600_at	AT3G02810	AT3G02810	AT3G02810	AT3G02810	AT3G02810
258630_at	AT3G02820	AT3G02820	AT3G02820	AT3G02820	AT3G02820
258621_at	AT3G02830	AT3G02830	AT3G02830	AT3G02830	AT3G02830
258606_at	AT3G02840	AT3G02840	AT3G02840	AT3G02840	AT3G02840
258629_at	AT3G02850	AT3G02850	AT3G02850	AT3G02850	AT3G02850
258611_at	AT3G02860	AT3G02860	AT3G02860	AT3G02860	AT3G02860
258613_at	AT3G02870	AT3G02870	AT3G02870	AT3G02870	AT3G02870
258610_at	AT3G02875	AT3G02875	AT3G02875	AT3G02875	AT3G02875
258616_at	AT3G02880	AT3G02880	AT3G02880	AT3G02880	AT3G02880
258618_at	AT3G02885	AT3G02885	AT3G02885	AT3G02885	AT3G02885
258628_at	AT3G02890	AT3G02890	AT3G02890	AT3G02890	AT3G02890
258662_at	AT3G02900	AT3G02900	AT3G02900	AT3G02900	AT3G02900
258609_at	AT3G02910	AT3G02910	AT3G02910	AT3G02910	AT3G02910
258612_at	AT3G02920	AT3G02920	AT3G02920	AT3G02920	AT3G02920
258661_at	AT3G02930	AT3G02930	AT3G02930	AT3G02930	AT3G02930
258620_at	AT3G02940	AT3G02940	AT3G02940	AT3G02940	AT3G02940
258624_at	AT3G02950	AT3G02950	AT3G02950	AT3G02950	AT3G02950
258605_at	AT3G02970	AT3G02970	AT3G02970	AT3G02970	AT3G02970
258604_at	AT3G02980	AT3G02980	AT3G02980	AT3G02980	AT3G02980
258603_at	AT3G02990	AT3G02990	AT3G02990	AT3G02990	AT3G02990
258617_at	AT3G03000	AT3G03000	AT3G03000	AT3G03000	AT3G03000
258608_at	AT3G03020	AT3G03020	AT3G03020	AT3G03020	AT3G03020
257530_at	AT3G03040	AT3G03040	AT3G03040	AT3G03040	AT3G03040
258850_at	AT3G03050	AT3G03050	AT3G03050	AT3G03050	AT3G03050
258871_at	AT3G03060	AT3G03060	AT3G03060	AT3G03060	AT3G03060
258846_at	AT3G03070	AT3G03070	AT3G03070	AT3G03070	AT3G03070
258870_at	AT3G03080	AT3G03080	AT3G03080	AT3G03080	AT3G03080
258869_at	AT3G03090	AT3G03090	AT3G03090	AT3G03090	AT3G03090
258847_at	AT3G03100	AT3G03100	AT3G03100	AT3G03100	AT3G03100
258868_at	AT3G03110	AT3G03110	AT3G03110	AT3G03110	AT3G03110
258876_at	AT3G03120	AT3G03120	AT3G03120	AT3G03120	AT3G03120
258867_at	AT3G03130	AT3G03130	AT3G03130	AT3G03130	AT3G03130
258845_at	AT3G03150	AT3G03150	AT3G03150	AT3G03150	AT3G03150
258875_at	AT3G03160	AT3G03160	AT3G03160	AT3G03160	AT3G03160
258878_at	AT3G03170	AT3G03170	AT3G03170	AT3G03170	AT3G03170
258866_at	AT3G03180	AT3G03180	AT3G03180	AT3G03180	AT3G03180
258851_at	AT3G03190	AT3G03190	AT3G03190	AT3G03190	AT3G03190
258865_at	AT3G03200	AT3G03200	AT3G03200	AT3G03200	AT3G03200
258864_at	AT3G03210	AT3G03210	AT3G03210	AT3G03210	AT3G03210
258877_at	AT3G03220	AT3G03220	AT3G03220	AT3G03220	AT3G03220
258874_at	AT3G03230	AT3G03230	AT3G03230	AT3G03230	AT3G03230
258873_at	AT3G03240	AT3G03240	AT3G03240	AT3G03240	AT3G03240
258849_at	AT3G03250	AT3G03250	AT3G03250	AT3G03250	AT3G03250
258872_at	AT3G03260	AT3G03260	AT3G03260	AT3G03260	AT3G03260
258879_at	AT3G03270	AT3G03270	AT3G03270	AT3G03270	AT3G03270
257529_at	AT3G03290	AT3G03290	AT3G03290	AT3G03290	AT3G03290
258863_at	AT3G03300	AT3G03300	AT3G03300	AT3G03300	AT3G03300
259057_at	AT3G03310	AT3G03310	AT3G03310	AT3G03310	AT3G03310
259053_at	AT3G03320	AT3G03320	AT3G03320	AT3G03320	AT3G03320
259051_at	AT3G03330	AT3G03330	AT3G03330	AT3G03330	AT3G03330
259055_at	AT3G03340	AT3G03340	AT3G03340	AT3G03340	AT3G03340
259049_at	AT3G03370	AT3G03370	AT3G03370	AT3G03370	AT3G03370
259048_at	AT3G03380	AT3G03380	AT3G03380	AT3G03380	AT3G03380
259047_at	AT3G03390	AT3G03390	AT3G03380	AT3G03380	AT3G03380
259046_at	AT3G03400	AT3G03400	AT3G03400	AT3G03400	AT3G03400
259045_at	AT3G03410	AT3G03410	AT3G03410	AT3G03410	AT3G03410
259056_at	AT3G03420	AT3G03420	AT3G03420	AT3G03420	AT3G03420
259044_at	AT3G03430	AT3G03430	AT3G03430	AT3G03430	AT3G03430
259043_at	AT3G03440	AT3G03440	AT3G03440	AT3G03440	AT3G03440
259042_at	AT3G03450	AT3G03450	AT3G03450	AT3G03450	AT3G03450
259058_at	AT3G03470	AT3G03470	AT3G03470	AT3G03470	AT3G03470
259054_at	AT3G03480	AT3G03480	AT3G03480	AT3G03480	AT3G03480
259052_at	AT3G03490	AT3G03490	AT3G03490	AT3G03490	AT3G03490
259170_at	AT3G03510	AT3G03510	AT3G03510	AT3G03510	AT3G03510
259169_at	AT3G03520	AT3G03520	AT3G03520	AT3G03520	AT3G03520
259220_at	AT3G03550	AT3G03550	AT3G03550	AT3G03550	AT3G03550
259219_at	AT3G03560	AT3G03560	AT3G03560	AT3G03560	AT3G03560
259168_at	AT3G03570	AT3G03570	AT3G03570	AT3G03570	AT3G03570
259218_at	AT3G03580	AT3G03580	AT3G03580	AT3G03580	AT3G03580
259171_at	AT3G03590	AT3G03590	AT3G03590	AT3G03590	AT3G03590
259196_at	AT3G03600	AT3G03600	AT3G03600	AT3G03600	AT3G03600
259198_at	AT3G03610	AT3G03610	AT3G03610	AT3G03610	AT3G03610
259217_at	AT3G03620	AT3G03620	AT3G03620	AT3G03620	AT3G03620
259172_at	AT3G03630	AT3G03630	AT3G03630	AT3G03630	AT3G03630
259173_at	AT3G03640	AT3G03640	AT3G03640	AT3G03640	AT3G03640
259223_at	AT3G03660	AT3G03660	AT3G03660	AT3G03660	AT3G03660
259197_at	AT3G03670	AT3G03670	AT3G03670	AT3G03670	AT3G03670
259222_at	AT3G03680	AT3G03680	AT3G03680	AT3G03680	AT3G03680
259174_at	AT3G03690	AT3G03690	AT3G03690	AT3G03690	AT3G03690
259344_at	AT3G03710	AT3G03710	AT3G03710	AT3G03710	AT3G03710
259337_at	AT3G03720	AT3G03720	AT3G03720	AT3G03720	AT3G03720
259341_at	AT3G03740	AT3G03740	AT3G03740	AT3G03740	AT3G03740
259336_at	AT3G03750	AT3G03750	AT3G03750	AT3G03750	AT3G03750
259348_at	AT3G03770	AT3G03770	AT3G03770	AT3G03770	AT3G03770
259334_at	AT3G03790	AT3G03790	AT3G03790	AT3G03790	AT3G03790
259338_at	AT3G03800	AT3G03800	AT3G03800	AT3G03800	AT3G03800
259333_at	AT3G03810	AT3G03810	AT3G03810	AT3G03810	AT3G03810
259332_at	AT3G03830	AT3G03830	AT3G03830	AT3G03830	AT3G03830
259331_at	AT3G03840	AT3G03840	AT3G03840	AT3G03840	AT3G03840
259349_at	AT3G03860	AT3G03860	AT3G03860	AT3G03860	AT3G03860
257518_at	AT3G03880	AT3G03880	AT3G03880	AT3G03880	AT3G03880
259342_at	AT3G03890	AT3G03890	AT3G03890	AT3G03890	AT3G03890
259339_at	AT3G03900	AT3G03900	AT3G03900	AT3G03900	AT3G03900
259346_at	AT3G03910	AT3G03910	AT3G03910	AT3G03910	AT3G03910
259347_at	AT3G03920	AT3G03920	AT3G03920	AT3G03920	AT3G03920
258812_at	AT3G03950	AT3G03950	AT3G03950	AT3G03950	AT3G03950
258816_at	AT3G03960	AT3G03960	AT3G03960	AT3G03960	AT3G03960
258810_at	AT3G03970	AT3G03970	AT3G03970	AT3G03970	AT3G03970
258814_at	AT3G03980	AT3G03980	AT3G03980	AT3G03980	AT3G03980
258811_at	AT3G03990	AT3G03990	AT3G03990	AT3G03990	AT3G03990
258815_at	AT3G04000	AT3G04000	AT3G04000	AT3G04000	AT3G04000
258805_at	AT3G04010	AT3G04010	AT3G04010	AT3G04010	AT3G04010
258806_at	AT3G04020	AT3G04020	AT3G04020	AT3G04020	AT3G04020
258807_at	AT3G04030	AT3G04030	AT3G04030	AT3G04030	AT3G04030
258808_at	AT3G04050	AT3G04050	AT3G04050	AT3G04050	AT3G04050
258813_at	AT3G04060	AT3G04060	AT3G04060	AT3G04060	AT3G04060
258809_at	AT3G04070	AT3G04070	AT3G04070	AT3G04070	AT3G04070
258567_at	AT3G04080	AT3G04080	AT3G04080	AT3G04080	AT3G04080
258584_at	AT3G04090	AT3G04090	AT3G04090	AT3G04090	AT3G04090
258583_at	AT3G04100	AT3G04100	AT3G04100	AT3G04100	AT3G04100
258566_at	AT3G04110	AT3G04110	AT3G04110	AT3G04110	AT3G04110
258588_s_at	AT3G04120	AT3G04120	AT3G04120	AT3G04120	AT3G04120
258592_at	AT3G04130	AT3G04130	AT3G04130	AT3G04130	AT3G04130
258582_at	AT3G04150	AT3G04150	AT3G04150	AT3G04150	AT3G04150
258581_at	AT3G04160	AT3G04160	AT3G04160	AT3G04160	AT3G04160
258580_at	AT3G04170	AT3G04170	AT3G04170	AT3G04170	AT3G04170
258578_at	AT3G04200	AT3G04200	AT3G04200	AT3G04200	AT3G04200
258537_at	AT3G04210	AT3G04210	AT3G04210	AT3G04210	AT3G04210
258577_at	AT3G04220	AT3G04220	AT3G04220	AT3G04220	AT3G04220
258576_at	AT3G04230	AT3G04230	AT3G04230	AT3G04230	AT3G04230
258575_at	AT3G04240	AT3G04240	AT3G04240	AT3G04240	AT3G04240
258574_at	AT3G04250	AT3G04250	AT3G04250	AT3G04250	AT3G04250
258573_at	AT3G04260	AT3G04260	AT3G04260	AT3G04260	AT3G04260
258572_at	AT3G04270	AT3G04270	AT3G04270	AT3G04270	AT3G04270
258590_at	AT3G04280	AT3G04280	AT3G04280	AT3G04280	AT3G04280
258589_at	AT3G04290	AT3G04290	AT3G04290	AT3G04290	AT3G04290
258587_at	AT3G04310	AT3G04310	AT3G04310	AT3G04310	AT3G04310
258585_at	AT3G04340	AT3G04340	AT3G04340	AT3G04340	AT3G04340
258565_at	AT3G04350	AT3G04350	AT3G04350	AT3G04350	AT3G04350
258591_at	AT3G04360	AT3G04360	AT3G04360	AT3G04360	AT3G04360
258625_at	AT3G04370	AT3G04370	AT3G04370	AT3G04370	AT3G04370
258597_x_at	AT3G04390	AT3G04390	AT3G04390	AT3G04390	AT3G04390
258569_at	AT3G04400	AT3G04400	AT3G04400	AT3G04400	AT3G04400
258598_at	AT3G04410	AT3G04410	AT3G04410	AT3G04410	AT3G04410
258571_at	AT3G04420	AT3G04420	AT3G04420	AT3G04420	AT3G04420
258626_at	AT3G04450	AT3G04450	AT3G04450	AT3G04450	AT3G04450
258627_at	AT3G04460	AT3G04460	AT3G04460	AT3G04460	AT3G04460
258568_at	AT3G04470	AT3G04470	AT3G04470	AT3G04470	AT3G04470
258593_at	AT3G04480	AT3G04480	AT3G04480	AT3G04480	AT3G04480
258594_at	AT3G04490	AT3G04490	AT3G04490	AT3G04490	AT3G04490
258595_at	AT3G04500	AT3G04500	AT3G04500	AT3G04500	AT3G04500
258596_at	AT3G04510	AT3G04510	AT3G04510	AT3G04510	AT3G04510
258599_at	AT3G04520	AT3G04520	AT3G04520	AT3G04520	AT3G04520
258570_at	AT3G04530	AT3G04530	AT3G04530	AT3G04530	AT3G04530
258798_at	AT3G04540	AT3G04540	AT3G04540	AT3G04540	AT3G04540
258800_at	AT3G04550	AT3G04550	AT3G04550	AT3G04550	AT3G04550
258801_at	AT3G04560	AT3G04560	AT3G04560	AT3G04560	AT3G04560
258795_at	AT3G04570	AT3G04570	AT3G04570	AT3G04570	AT3G04570
258818_at	AT3G04580	AT3G04580	AT3G04580	AT3G04580	AT3G04580
258819_at	AT3G04590	AT3G04590	AT3G04590	AT3G04590	AT3G04590
258820_at	AT3G04600	AT3G04600	AT3G04600	AT3G04600	AT3G04600
258789_at	AT3G04605	AT3G04605			At3g04605
258790_at	AT3G04610	AT3G04610	AT3G04610	AT3G04610	AT3G04610
258840_at	AT3G04620	AT3G04620	AT3G04620	AT3G04620	AT3G04620
258796_at	AT3G04630	AT3G04630	AT3G04630	AT3G04630	AT3G04630
258792_at	AT3G04640	AT3G04640	AT3G04640	AT3G04640	AT3G04640
258802_at	AT3G04650	AT3G04650	AT3G04650	AT3G04650	AT3G04650
258841_at	AT3G04660	AT3G04660	AT3G04660	AT3G04660	AT3G04660
258803_at	AT3G04670	AT3G04670	AT3G04670	AT3G04670	AT3G04670
258842_at	AT3G04680	AT3G04680	AT3G04680	AT3G04680	AT3G04680
258843_at	AT3G04690	AT3G04690	AT3G04690	AT3G04690	AT3G04690
258794_at	AT3G04710	AT3G04710	AT3G04710	AT3G04710	AT3G04710
258791_at	AT3G04720	AT3G04720	AT3G04720	AT3G04720	AT3G04720
258797_at	AT3G04730	AT3G04730	AT3G04730	AT3G04730	AT3G04730
258844_at	AT3G04740	AT3G04740	AT3G04740	AT3G04740	AT3G04740
258817_at	AT3G04750	AT3G04750	AT3G04750	AT3G04750	AT3G04750
258804_at	AT3G04760	AT3G04760	AT3G04760	AT3G04760	AT3G04760
258799_at	AT3G04770	AT3G04770	AT3G04770	AT3G04770	AT3G04770
258793_at	AT3G04780	AT3G04780	AT3G04780	AT3G04780	AT3G04780
259098_at	AT3G04790	AT3G04790	AT3G04790	AT3G04790	AT3G04790
259084_at	AT3G04800	AT3G04800	AT3G04800	AT3G04800	AT3G04800
259083_at	AT3G04810	AT3G04810	AT3G04810	AT3G04810	AT3G04810
259082_at	AT3G04820	AT3G04820	AT3G04820	AT3G04820	AT3G04820
259097_at	AT3G04830	AT3G04830	AT3G04830	AT3G04830	AT3G04830
259096_at	AT3G04840	AT3G04840	AT3G04840	AT3G04840	AT3G04840
259093_at	AT3G04860	AT3G04860	AT3G04860	AT3G04860	AT3G04860
259092_at	AT3G04870	AT3G04870	AT3G04870	AT3G04870	AT3G04870
259100_at	AT3G04880	AT3G04880	AT3G04880	AT3G04880	AT3G04880
259091_at	AT3G04890	AT3G04890	AT3G04890	AT3G04890	AT3G04890
257525_at	AT3G04900	AT3G04900	AT3G04900	AT3G04900	AT3G04900
259080_at	AT3G04910	AT3G04910	AT3G04910	AT3G04910	AT3G04910
259090_at	AT3G04920	AT3G04920	AT3G04920	AT3G04920	AT3G04920
