Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [age]	Characteristics [ecotype background]	Characteristics [genotype]	Characteristics [harvested at]	Characteristics [molecule subtype]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Term Source REF	Term Accession Number	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [genotype]	FactorValue [harvested at]	FactorValue [molecule subtype]
GSM1516703 1	12am_N_2	wild type_12am_non-polysomal	wild type, 12am, non-polysomal, replicate 2	10 days	Columbia	wild type	12am	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516703 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516703 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516703	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516703_22_12AM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516703_sample_table.txt norm	GSM1516703_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12am	Non-polysomal RNA
GSM1516702 1	6pm_L_2	wild type_6pm_large polysomal	wild type, 6pm, large polysomal, replicate 2	10 days	Columbia	wild type	6pm	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516702 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516702 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516702	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516702_21_6PM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516702_sample_table.txt norm	GSM1516702_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6pm	Large polysomal RNA
GSM1516701 1	6pm_S_2	wild type_6pm_small polysomal	wild type, 6pm, small polysomal, replicate 2	10 days	Columbia	wild type	6pm	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516701 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516701 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516701	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516701_20_6PM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516701_sample_table.txt norm	GSM1516701_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6pm	Small polysomal RNA
GSM1516700 1	6pm_N_2	wild type_6pm_non-polysomal	wild type, 6pm, non-polysomal, replicate 2	10 days	Columbia	wild type	6pm	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516700 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516700 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516700	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516700_19_6PM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516700_sample_table.txt norm	GSM1516700_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6pm	Non-polysomal RNA
GSM1516699 1	12pm_L_2	wild type_12pm_large polysomal	wild type, 12pm, large polysomal, replicate 2	10 days	Columbia	wild type	12pm	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516699 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516699 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516699	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516699_18_12PM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516699_sample_table.txt norm	GSM1516699_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12pm	Large polysomal RNA
GSM1516698 1	12pm_S_2	wild type_12pm_small polysomal	wild type, 12pm, small polysomal, replicate 2	10 days	Columbia	wild type	12pm	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516698 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516698 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516698	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516698_17_12PM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516698_sample_table.txt norm	GSM1516698_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12pm	Small polysomal RNA
GSM1516697 1	12pm_N_2	wild type_12pm_non-polysomal	wild type, 12pm, non-polysomal, replicate 2	10 days	Columbia	wild type	12pm	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516697 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516697 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516697	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516697_16_12PM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516697_sample_table.txt norm	GSM1516697_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12pm	Non-polysomal RNA
GSM1516696 1	6am_L_2	wild type_6am_large polysomal	wild type, 6am, large polysomal, replicate 2	10 days	Columbia	wild type	6am	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516696 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516696 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516696	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516696_15_6AM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516696_sample_table.txt norm	GSM1516696_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6am	Large polysomal RNA
GSM1516695 1	6am_S_2	wild type_6am_small polysomal	wild type, 6am, small polysomal, replicate 2	10 days	Columbia	wild type	6am	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516695 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516695 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516695	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516695_14_6AM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516695_sample_table.txt norm	GSM1516695_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6am	Small polysomal RNA
GSM1516694 1	6am_N_2	wild type_6am_non-polysomal	wild type, 6am, non-polysomal, replicate 2	10 days	Columbia	wild type	6am	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516694 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516694 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516694	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516694_13_6AM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516694_sample_table.txt norm	GSM1516694_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6am	Non-polysomal RNA
GSM1516693 1	12am_L_1	wild type_12am_large polysomal	wild type, 12am, large polysomal, replicate 1	10 days	Columbia	wild type	12am	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516693 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516693 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516693	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516693_12_12AM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516693_sample_table.txt norm	GSM1516693_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12am	Large polysomal RNA
GSM1516692 1	12am_S_1	wild type_12am_small polysomal	wild type, 12am, small polysomal, replicate 1	10 days	Columbia	wild type	12am	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516692 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516692 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516692	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516692_11_12AM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516692_sample_table.txt norm	GSM1516692_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12am	Small polysomal RNA
GSM1516691 1	12am_N_1	wild type_12am_non-polysomal	wild type, 12am, non-polysomal, replicate 1	10 days	Columbia	wild type	12am	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516691 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516691 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516691	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516691_10_12AM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516691_sample_table.txt norm	GSM1516691_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12am	Non-polysomal RNA
GSM1516690 1	6pm_L_1	wild type_6pm_large polysomal	wild type, 6pm, large polysomal, replicate 1	10 days	Columbia	wild type	6pm	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516690 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516690 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516690	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516690_09_6PM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516690_sample_table.txt norm	GSM1516690_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6pm	Large polysomal RNA
GSM1516689 1	6pm_S_1	wild type_6pm_small polysomal	wild type, 6pm, small polysomal, replicate 1	10 days	Columbia	wild type	6pm	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516689 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516689 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516689	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516689_08_6PM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516689_sample_table.txt norm	GSM1516689_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6pm	Small polysomal RNA
GSM1516688 1	6pm_N_1	wild type_6pm_non-polysomal	wild type, 6pm, non-polysomal, replicate 1	10 days	Columbia	wild type	6pm	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516688 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516688 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516688	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516688_07_6PM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516688_sample_table.txt norm	GSM1516688_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6pm	Non-polysomal RNA
GSM1516687 1	12pm_L_1	wild type_12pm_large polysomal	wild type, 12pm, large polysomal, replicate 1	10 days	Columbia	wild type	12pm	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516687 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516687 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516687	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516687_06_12PM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516687_sample_table.txt norm	GSM1516687_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12pm	Large polysomal RNA
GSM1516686 1	12pm_S_1	wild type_12pm_small polysomal	wild type, 12pm, small polysomal, replicate 1	10 days	Columbia	wild type	12pm	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516686 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516686 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516686	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516686_05_12PM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516686_sample_table.txt norm	GSM1516686_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12pm	Small polysomal RNA
GSM1516685 1	12pm_N_1	wild type_12pm_non-polysomal	wild type, 12pm, non-polysomal, replicate 1	10 days	Columbia	wild type	12pm	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516685 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516685 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516685	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516685_04_12PM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516685_sample_table.txt norm	GSM1516685_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	12pm	Non-polysomal RNA
GSM1516684 1	6am_L_1	wild type_6am_large polysomal	wild type, 6am, large polysomal, replicate 1	10 days	Columbia	wild type	6am	Large polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516684 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516684 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516684	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516684_03_6AM_9to12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516684_sample_table.txt norm	GSM1516684_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6am	Large polysomal RNA
GSM1516683 1	6am_S_1	wild type_6am_small polysomal	wild type, 6am, small polysomal, replicate 1	10 days	Columbia	wild type	6am	Small polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516683 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516683 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516683	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516683_02_6AM_5to8.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516683_sample_table.txt norm	GSM1516683_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6am	Small polysomal RNA
GSM1516682 1	6am_N_1	wild type_6am_non-polysomal	wild type, 6am, non-polysomal, replicate 1	10 days	Columbia	wild type	6am	Non-polysomal RNA	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516682 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516682 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516682	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516682_01_6AM_1to4.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516682_sample_table.txt norm	GSM1516682_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	wild type	6am	Non-polysomal RNA
GSM1516681 1	12am_T_3	CCA1-ox_12am	CCA1-ox, 12am, total RNA, replicate 3	10 days	Columbia	CCA1-ox	6pm	  	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516681 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516681 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516681	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516681_AVA242_Total_12AM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516681_sample_table.txt norm	GSM1516681_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	6pm	not specified
GSM1516680 1	6pm_T_3	CCA1-ox_6pm	CCA1-ox, 6pm, total RNA, replicate 3	10 days	Columbia	CCA1-ox	6pm	  	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516680 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516680 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516680	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516680_AVA238_Total_6PM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516680_sample_table.txt norm	GSM1516680_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	6pm	not specified
GSM1516679 1	12pm_T_3	CCA1-ox_12pm	CCA1-ox, 12pm, total RNA, replicate 3	10 days	Columbia	CCA1-ox	6pm	  	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516679 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516679 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516679	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516679_AVA234_Total_12PM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516679_sample_table.txt norm	GSM1516679_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	6pm	not specified
GSM1516678 1	6am_T_3	CCA1-ox_6am	CCA1-ox, 6am, total RNA, replicate 3	10 days	Columbia	CCA1-ox	6am	  	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	aerial part	EFO	EFO_0001901	P-GSE61899-2	ArrayExpress	P-GSE61899-3	ArrayExpress	GSM1516678 extract 1	total RNA	P-GSE61899-4	ArrayExpress	GSM1516678 LE 1	biotin	P-GSE61899-5	ArrayExpress	GSM1516678	A-AFFY-2	ArrayExpress	array assay	P-GSE61899-6	ArrayExpress	GSM1516678_AVA230_Total_6AM.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.raw.1.zip	P-GSE61899-1	ArrayExpress	GSM1516678_sample_table.txt norm	GSM1516678_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-61899/E-GEOD-61899.processed.1.zip	CCA1-ox	6am	not specified
