Source Name	Material Type	Characteristics [organism]	Term Source REF	Term Accession Number	Description	Comment[Sample_source_name]	Characteristics[developmental stage]	Characteristics[ecotype]	Comment[Sample_characteristics]	Characteristics[organism part]	Sample Name	Material Type	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Material Type	Label	Hybridization Name	Array Design REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Comment[CDF]	FactorValue[time]	Unit[time unit]	FactorValue[compound]	FactorValue[ecotype]
GSE18975GSM469693	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"C24, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906"	C24	Boyes key 1.0	C24	strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906	whole organism	GSE18975GSM469693 sample	organism_part	P-G18975-3	GSE18975GSM469693 extract	total_RNA	P-G18975-1	GSE18975GSM469693 LE biotin	synthetic_RNA	biotin	Quint_2-25_C24-0h_Rep1_ATH1	A-AFFY-2	GSM469693	GSM469693.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469693 Norm	GSM469693_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	C24
GSE18975GSM469688	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"C24, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906"	C24	Boyes key 1.0	C24	strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906	whole organism	GSE18975GSM469688 sample	organism_part	P-G18975-3	GSE18975GSM469688 extract	total_RNA	P-G18975-1	GSE18975GSM469688 LE biotin	synthetic_RNA	biotin	Quint_2-30_C24-30min_Rep3_ATH1	A-AFFY-2	GSM469688	GSM469688.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469688 Norm	GSM469688_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	C24
GSE18975GSM469689	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"C24, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906"	C24	Boyes key 1.0	C24	strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906	whole organism	GSE18975GSM469689 sample	organism_part	P-G18975-3	GSE18975GSM469689 extract	total_RNA	P-G18975-1	GSE18975GSM469689 LE biotin	synthetic_RNA	biotin	Quint_2-29_C24-30min_Rep2_ATH1	A-AFFY-2	GSM469689	GSM469689.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469689 Norm	GSM469689_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	C24
GSE18975GSM469690	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"C24, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906"	C24	Boyes key 1.0	C24	strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906	whole organism	GSE18975GSM469690 sample	organism_part	P-G18975-3	GSE18975GSM469690 extract	total_RNA	P-G18975-1	GSE18975GSM469690 LE biotin	synthetic_RNA	biotin	Quint_2-28_C24-30min_Rep1_ATH1	A-AFFY-2	GSM469690	GSM469690.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469690 Norm	GSM469690_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	C24
GSE18975GSM469685	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"C24, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906"	C24	Boyes key 1.0	C24	strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906	whole organism	GSE18975GSM469685 sample	organism_part	P-G18975-3	GSE18975GSM469685 extract	total_RNA	P-G18975-1	GSE18975GSM469685 LE biotin	synthetic_RNA	biotin	Quint_2-33_C24-1h_Rep3_ATH1	A-AFFY-2	GSM469685	GSM469685.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469685 Norm	GSM469685_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	1	hour	indole-3-acetic acid	C24
GSE18975GSM469686	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"C24, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906"	C24	Boyes key 1.0	C24	strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906	whole organism	GSE18975GSM469686 sample	organism_part	P-G18975-3	GSE18975GSM469686 extract	total_RNA	P-G18975-1	GSE18975GSM469686 LE biotin	synthetic_RNA	biotin	Quint_2-32_C24-1h_Rep2_ATH1	A-AFFY-2	GSM469686	GSM469686.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469686 Norm	GSM469686_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	1	hour	indole-3-acetic acid	C24
GSE18975GSM469687	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"C24, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906"	C24	Boyes key 1.0	C24	strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906	whole organism	GSE18975GSM469687 sample	organism_part	P-G18975-3	GSE18975GSM469687 extract	total_RNA	P-G18975-1	GSE18975GSM469687 LE biotin	synthetic_RNA	biotin	Quint_2-31_C24-1h_Rep1_ATH1	A-AFFY-2	GSM469687	GSM469687.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469687 Norm	GSM469687_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	1	hour	indole-3-acetic acid	C24
GSE18975GSM469682	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"C24, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906"	C24	Boyes key 1.0	C24	strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906	whole organism	GSE18975GSM469682 sample	organism_part	P-G18975-3	GSE18975GSM469682 extract	total_RNA	P-G18975-1	GSE18975GSM469682 LE biotin	synthetic_RNA	biotin	Quint_2-36_C24-3h_Rep3_ATH1	A-AFFY-2	GSM469682	GSM469682.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469682 Norm	GSM469682_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	3	hour	indole-3-acetic acid	C24
GSE18975GSM469683	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"C24, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906"	C24	Boyes key 1.0	C24	strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906	whole organism	GSE18975GSM469683 sample	organism_part	P-G18975-3	GSE18975GSM469683 extract	total_RNA	P-G18975-1	GSE18975GSM469683 LE biotin	synthetic_RNA	biotin	Quint_2-35_C24-3h_Rep2_ATH1	A-AFFY-2	GSM469683	GSM469683.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469683 Norm	GSM469683_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	3	hour	indole-3-acetic acid	C24
GSE18975GSM469684	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"C24, After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906"	C24	Boyes key 1.0	C24	strain/ecotype: C24; developmental stage: 1.0; tissue: whole plant; stock code: N906	whole organism	GSE18975GSM469684 sample	organism_part	P-G18975-3	GSE18975GSM469684 extract	total_RNA	P-G18975-1	GSE18975GSM469684 LE biotin	synthetic_RNA	biotin	Quint_2-34_C24-3h_Rep1_ATH1	A-AFFY-2	GSM469684	GSM469684.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469684 Norm	GSM469684_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	3	hour	indole-3-acetic acid	C24
GSE18975GSM469656	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Col-0 (Columbia), After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092"	Col-0 (Columbia)	Boyes key 1.0	Col-0	strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092	whole organism	GSE18975GSM469656 sample	organism_part	P-G18975-3	GSE18975GSM469656 extract	total_RNA	P-G18975-1	GSE18975GSM469656 LE biotin	synthetic_RNA	biotin	Quint_2-63_Col-0-0h_Rep3_ATH1	A-AFFY-2	GSM469656	GSM469656.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469656 Norm	GSM469656_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	Col-0
GSE18975GSM469657	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Col-0 (Columbia), After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092"	Col-0 (Columbia)	Boyes key 1.0	Col-0	strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092	whole organism	GSE18975GSM469657 sample	organism_part	P-G18975-3	GSE18975GSM469657 extract	total_RNA	P-G18975-1	GSE18975GSM469657 LE biotin	synthetic_RNA	biotin	Quint_2-62_Col-0-0h_Rep2_ATH1	A-AFFY-2	GSM469657	GSM469657.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469657 Norm	GSM469657_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	Col-0
GSE18975GSM469658	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Col-0 (Columbia), After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092"	Col-0 (Columbia)	Boyes key 1.0	Col-0	strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092	whole organism	GSE18975GSM469658 sample	organism_part	P-G18975-3	GSE18975GSM469658 extract	total_RNA	P-G18975-1	GSE18975GSM469658 LE biotin	synthetic_RNA	biotin	Quint_2-61_Col-0-0h_Rep1_ATH1	A-AFFY-2	GSM469658	GSM469658.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469658 Norm	GSM469658_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0	hour	none	Col-0
GSE18975GSM469653	whole_organism	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	"Col-0 (Columbia), After sterilization, seeds were incubated in sterile water in the dark for 5 days at 4Â°C prior to cultivation  Seed were washed briefly (4 min) in 70% ethanol followed by an 8 min treatment with bleach. Afterwards seeds were washed 3 times with sterile deionised water. After final wash, seeds were resuspended in sterile deionised water and subjected to stratification  Sterilized and stratified seeds were grown in 300 ml Erlenmeyer flasks containing 100 ml of sterile liquid ATS medium. Plants were cultivated on a shaker for 7 days at 90 rpm and 22 Â°C under constant white fluorescent light. For the last 24 hours of cultivation the light was filtered by yellow plexiglas (yellow 2208)to prevent photodegradation of IAA.  Reference for ATS medium:, Lincoln C, Britton JH, Estelle M (1990) Growth and Development of the axr1 Mutants of Arabidopsis. Plant Cell 2: 1071-1080  autoclaved  22 Â°C average, 22 Â°C day, 22 Â°C night 70 % average, 70 % day, 70 % night Own medium: ATS medium according to Lincoln et al. (1990)  Constant light. strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092"	Col-0 (Columbia)	Boyes key 1.0	Col-0	strain/ecotype: Col-0 (Columbia); developmental stage: 1.0; tissue: whole plant; stock code: N1092	whole organism	GSE18975GSM469653 sample	organism_part	P-G18975-3	GSE18975GSM469653 extract	total_RNA	P-G18975-1	GSE18975GSM469653 LE biotin	synthetic_RNA	biotin	Quint_2-66_Col-0-30min_Rep3_ATH1	A-AFFY-2	GSM469653	GSM469653.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.raw.1.zip	P-G18975-2	GSE18975GSM469653 Norm	GSM469653_norm.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-18975/E-GEOD-18975.processed.1.zip	ATH1-121501.CDF	0.5	hour	indole-3-acetic acid	Col-0
