Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Characteristics [treated with]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [treated with]
GSM1844378 1	SAMPLE 15	NO-NH-IA-CK-AB 0-0-1-1-1	NO-NH-IA-CK-AB 0-0-1-1-1-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-1-1-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844378 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844378 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844378	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844378_GK-MC-08-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844378_sample_table.txt norm	GSM1844378_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-1-1-1
GSM1844377 1	SAMPLE 14	NO-NH-IA-CK-AB 0-0-1-1-0	NO-NH-IA-CK-AB 0-0-1-1-0-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-1-1-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844377 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844377 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844377	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844377_GK-MC-07-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844377_sample_table.txt norm	GSM1844377_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-1-1-0
GSM1844376 1	SAMPLE 13	NO-NH-IA-CK-AB 0-0-1-1-0	NO-NH-IA-CK-AB 0-0-1-1-0-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-1-1-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844376 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844376 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844376	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844376_GK-MC-07-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844376_sample_table.txt norm	GSM1844376_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-1-1-0
GSM1844375 1	SAMPLE 12	NO-NH-IA-CK-AB 0-0-1-0-1	NO-NH-IA-CK-AB 0-0-1-0-1-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-1-0-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844375 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844375 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844375	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844375_GK-MC-06-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844375_sample_table.txt norm	GSM1844375_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-1-0-1
GSM1844374 1	SAMPLE 11	NO-NH-IA-CK-AB 0-0-1-0-1	NO-NH-IA-CK-AB 0-0-1-0-1-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-1-0-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844374 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844374 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844374	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844374_GK-MC-06-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844374_sample_table.txt norm	GSM1844374_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-1-0-1
GSM1844373 1	SAMPLE 10	NO-NH-IA-CK-AB 0-0-1-0-0	NO-NH-IA-CK-AB 0-0-1-0-0-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-1-0-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844373 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844373 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844373	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844373_GK-MC-05-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844373_sample_table.txt norm	GSM1844373_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-1-0-0
GSM1844372 1	SAMPLE 9	NO-NH-IA-CK-AB 0-0-1-0-0	NO-NH-IA-CK-AB 0-0-1-0-0-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-1-0-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844372 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844372 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844372	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844372_GK-MC-05-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844372_sample_table.txt norm	GSM1844372_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-1-0-0
GSM1844371 1	SAMPLE 8	NO-NH-IA-CK-AB 0-0-0-1-1	NO-NH-IA-CK-AB 0-0-0-1-1-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-0-1-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844371 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844371 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844371	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844371_GK-MC-04-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844371_sample_table.txt norm	GSM1844371_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-0-1-1
GSM1844370 1	SAMPLE 7	NO-NH-IA-CK-AB 0-0-0-1-1	NO-NH-IA-CK-AB 0-0-0-1-1-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-0-1-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844370 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844370 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844370	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844370_GK-MC-04-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844370_sample_table.txt norm	GSM1844370_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-0-1-1
GSM1844369 1	SAMPLE 6	NO-NH-IA-CK-AB 0-0-0-1-0	NO-NH-IA-CK-AB 0-0-0-1-0-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-0-1-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844369 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844369 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844369	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844369_GK-MC-03-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844369_sample_table.txt norm	GSM1844369_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-0-1-0
GSM1844368 1	SAMPLE 5	NO-NH-IA-CK-AB 0-0-0-1-0	NO-NH-IA-CK-AB 0-0-0-1-0-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-0-1-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844368 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844368 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844368	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844368_GK-MC-03-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844368_sample_table.txt norm	GSM1844368_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-0-1-0
GSM1844367 1	SAMPLE 4	NO-NH-IA-CK-AB 0-0-0-0-1	NO-NH-IA-CK-AB 0-0-0-0-1-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-0-0-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844367 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844367 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844367	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844367_GK-MC-02-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844367_sample_table.txt norm	GSM1844367_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-0-0-1
GSM1844366 1	SAMPLE 3	NO-NH-IA-CK-AB 0-0-0-0-1	NO-NH-IA-CK-AB 0-0-0-0-1-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-0-0-1	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844366 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844366 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844366	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844366_GK-MC-02-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844366_sample_table.txt norm	GSM1844366_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-0-0-1
GSM1844365 1	SAMPLE 2	NO-NH-IA-CK-AB 0-0-0-0-0	NO-NH-IA-CK-AB 0-0-0-0-0-rep2	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-0-0-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844365 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844365 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844365	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844365_GK-MC-01-3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844365_sample_table.txt norm	GSM1844365_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-0-0-0
GSM1844364 1	SAMPLE 1	NO-NH-IA-CK-AB 0-0-0-0-0	NO-NH-IA-CK-AB 0-0-0-0-0-rep1	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	Roots	NO-NH-IA-CK-AB 0-0-0-0-0	P-GSE71737-2	ArrayExpress	P-GSE71737-3	ArrayExpress	P-GSE71737-4	ArrayExpress	GSM1844364 extract 1	total RNA	P-GSE71737-5	ArrayExpress	GSM1844364 LE 1	biotin	P-GSE71737-6	ArrayExpress	GSM1844364	A-AFFY-2	ArrayExpress	array assay	P-GSE71737-7	ArrayExpress	GSM1844364_GK-MC-01-2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.raw.1.zip	P-GSE71737-1	ArrayExpress	GSM1844364_sample_table.txt norm	GSM1844364_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-71737/E-GEOD-71737.processed.1.zip	NO-NH-IA-CK-AB 0-0-0-0-0
