Source Name	Characteristics [Age]	Characteristics [TimeUnit]	Characteristics [Organism]	Term Source REF	Term Accession Number	Characteristics [BioSourceType]	Characteristics [Ecotype]	Characteristics [DevelopmentalStage]	Term Source REF	Term Accession Number	Protocol REF	Protocol REF	Parameter Value [media]	Parameter Value [stop time]	Parameter Value [min temperature]	Parameter Value [max temperature]	Sample Name	Protocol REF	Parameter Value [Extracted product]	Parameter Value [Amplification]	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Factor Value [GrowthCondition]	Factor Value [time]	Unit [TimeUnit]	Factor Value [ecotype]	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
col_0_DD_DDHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102792	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	12	22	col_0_DD_DDHC	P-MEXP-101652	total RNA	none	col_0_DD_DDHC	total_RNA	P-AFFY-2	col_0_DD_DDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_0_DD_DDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous dark, hot/cold	0	h	col	col_0_DD_DDHC	DD_DDHC_00.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_8_LDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102787	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_8_LDHC	P-MEXP-101652	total RNA	none	col_8_LDHC	total_RNA	P-AFFY-2	col_8_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_8_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark, hot/cold	8	h	col	col_8_LDHC	LL_LDHC_08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
ler_28_long day	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	ler	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102788	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	22	  	ler_28_long day	P-MEXP-101652	total RNA	none	ler_28_long day	total_RNA	P-AFFY-2	ler_28_long day	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	ler_28_long day	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	16hr light:8hr dark	28	h	ler	ler_28_long day	longday_28.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_16_LLHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102782	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_16_LLHC	P-MEXP-101652	total RNA	none	col_16_LLHC	total_RNA	P-AFFY-2	col_16_LLHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_16_LLHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous light, hot/cold	16	h	col	col_16_LLHC	LLHC_16.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_36_LDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102787	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_36_LDHC	P-MEXP-101652	total RNA	none	col_36_LDHC	total_RNA	P-AFFY-2	col_36_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_36_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark, hot/cold	36	h	col	col_36_LDHC	LL_LDHC_36.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.1.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_24_LL_LDHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102789	½ LS media with 0.8% agar at pH 5.8	11	12	22	col_24_LL_LDHC	P-MEXP-101652	total RNA	none	col_24_LL_LDHC	total_RNA	P-AFFY-2	col_24_LL_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_24_LL_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark then continuous light, hot/cold	24	h	col	col_24_LL_LDHC	LL_LDHC_24.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_36_LL_LLHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102790	½ LS media with 0.8% agar at pH 5.8	11	12	22	col_36_LL_LLHC	P-MEXP-101652	total RNA	none	col_36_LL_LLHC	total_RNA	P-AFFY-2	col_36_LL_LLHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_36_LL_LLHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous light, hot/cold	36	h	col	col_36_LL_LLHC	LL_LLHC_36.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
ler_44_short day	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	ler	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-101651	½ LS media with 0.8% agar at pH 5.8	7	22	  	ler_44_short day	P-MEXP-101652	total RNA	none	ler_44_short day	total_RNA	P-AFFY-2	ler_44_short day	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	ler_44_short day	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	8hr light:16hr dark	44	h	ler	ler_44_short day	shortday_44.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_32_DD_DDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102792	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	12	22	col_32_DD_DDHC	P-MEXP-101652	total RNA	none	col_32_DD_DDHC	total_RNA	P-AFFY-2	col_32_DD_DDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_32_DD_DDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous dark, hot/cold	32	h	col	col_32_DD_DDHC	DD_DDHC_32.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_44_DD_DDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102792	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	12	22	col_44_DD_DDHC	P-MEXP-101652	total RNA	none	col_44_DD_DDHC	total_RNA	P-AFFY-2	col_44_DD_DDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_44_DD_DDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous dark, hot/cold	44	h	col	col_44_DD_DDHC	DD_DDHC_44.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
ler_4_long day	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	ler	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102788	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	22	  	ler_4_long day	P-MEXP-101652	total RNA	none	ler_4_long day	total_RNA	P-AFFY-2	ler_4_long day	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	ler_4_long day	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	16hr light:8hr dark	4	h	ler	ler_4_long day	longday_04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_4_DD_DDHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102792	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	12	22	col_4_DD_DDHC	P-MEXP-101652	total RNA	none	col_4_DD_DDHC	total_RNA	P-AFFY-2	col_4_DD_DDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_4_DD_DDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous dark, hot/cold	4	h	col	col_4_DD_DDHC	DD_DDHC_04.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_12_LL_LLHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102790	½ LS media with 0.8% agar at pH 5.8	11	12	22	col_12_LL_LLHC	P-MEXP-101652	total RNA	none	col_12_LL_LLHC	total_RNA	P-AFFY-2	col_12_LL_LLHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_12_LL_LLHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous light, hot/cold	12	h	col	col_12_LL_LLHC	LL_LLHC_12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
ler_40_long day	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	ler	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102788	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	22	  	ler_40_long day	P-MEXP-101652	total RNA	none	ler_40_long day	total_RNA	P-AFFY-2	ler_40_long day	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	ler_40_long day	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	16hr light:8hr dark	40	h	ler	ler_40_long day	longday_40.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_12_LLHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102782	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_12_LLHC	P-MEXP-101652	total RNA	none	col_12_LLHC	total_RNA	P-AFFY-2	col_12_LLHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_12_LLHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous light, hot/cold	12	h	col	col_12_LLHC	LL_LLHC_12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_24_LDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102787	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_24_LDHC	P-MEXP-101652	total RNA	none	col_24_LDHC	total_RNA	P-AFFY-2	col_24_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_24_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark, hot/cold	24	h	col	col_24_LDHC	LL_LDHC_24.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_28_LL_LDHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102789	½ LS media with 0.8% agar at pH 5.8	11	12	22	col_28_LL_LDHC	P-MEXP-101652	total RNA	none	col_28_LL_LDHC	total_RNA	P-AFFY-2	col_28_LL_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_28_LL_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark then continuous light, hot/cold	28	h	col	col_28_LL_LDHC	LL_LDHC_28.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_36_DD_DDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102792	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	12	22	col_36_DD_DDHC	P-MEXP-101652	total RNA	none	col_36_DD_DDHC	total_RNA	P-AFFY-2	col_36_DD_DDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_36_DD_DDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous dark, hot/cold	36	h	col	col_36_DD_DDHC	DD_DDHC_36.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
ler_0_long day	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	ler	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102788	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	22	  	ler_0_long day	P-MEXP-101652	total RNA	none	ler_0_long day	total_RNA	P-AFFY-2	ler_0_long day	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	ler_0_long day	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	16hr light:8hr dark	0	h	ler	ler_0_long day	longday_00.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
ler_28_short day	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	ler	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-101651	½ LS media with 0.8% agar at pH 5.8	7	22	  	ler_28_short day	P-MEXP-101652	total RNA	none	ler_28_short day	total_RNA	P-AFFY-2	ler_28_short day	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	ler_28_short day	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	8hr light:16hr dark	28	h	ler	ler_28_short day	shortday_28.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_44_LLHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102782	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_44_LLHC	P-MEXP-101652	total RNA	none	col_44_LLHC	total_RNA	P-AFFY-2	col_44_LLHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_44_LLHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous light, hot/cold	44	h	col	col_44_LLHC	LLHC_44.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_0_LDHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102787	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_0_LDHC	P-MEXP-101652	total RNA	none	col_0_LDHC	total_RNA	P-AFFY-2	col_0_LDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_0_LDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	light/dark, hot/cold	0	h	col	col_0_LDHC	LDHC_00.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_8_DD_DDHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102792	½ LS media with 0.8% agar at pH 5.8 plus 3% sucrose	9	12	22	col_8_DD_DDHC	P-MEXP-101652	total RNA	none	col_8_DD_DDHC	total_RNA	P-AFFY-2	col_8_DD_DDHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_8_DD_DDHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous dark, hot/cold	8	h	col	col_8_DD_DDHC	DD_DDHC_08.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_36_LLHC	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102782	½ LS media with 0.8% agar at pH 5.8	9	12	22	col_36_LLHC	P-MEXP-101652	total RNA	none	col_36_LLHC	total_RNA	P-AFFY-2	col_36_LLHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_36_LLHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous light, hot/cold	36	h	col	col_36_LLHC	LL_LLHC_36.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
ler_32_short day	7-9	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	ler	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-101651	½ LS media with 0.8% agar at pH 5.8	7	22	  	ler_32_short day	P-MEXP-101652	total RNA	none	ler_32_short day	total_RNA	P-AFFY-2	ler_32_short day	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	ler_32_short day	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	8hr light:16hr dark	32	h	ler	ler_32_short day	shortday_32.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
col_16_LL_LLHC	9 To 11	days	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	frozen_sample	col	seedling	EFO	EFO_0001992	P-MEXP-101654	P-MEXP-102790	½ LS media with 0.8% agar at pH 5.8	11	12	22	col_16_LL_LLHC	P-MEXP-101652	total RNA	none	col_16_LL_LLHC	total_RNA	P-AFFY-2	col_16_LL_LLHC	biotin	total_RNA	Affymetrix:Protocol:Hybridization-Unknown	col_16_LL_LLHC	A-AFFY-2	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-AFFY-2	P-AFFY-6	continuous light, hot/cold	16	h	col	col_16_LL_LLHC	LL_LLHC_16.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.raw.2.zip	P-MEXP-102793	FGEM.txt_txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MEXP/E-MEXP-1304/E-MEXP-1304.processed.1.zip
