Source Name	Comment [Sample_description]	Comment [Sample_source_name]	Comment [Sample_title]	Characteristics [ecotype/background]	Term Source REF	Term Accession Number	Characteristics [organism]	Term Source REF	Term Accession Number	Characteristics [organism part]	Term Source REF	Term Accession Number	Characteristics [time after induction]	Characteristics [vector]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Material Type	Protocol REF	Term Source REF	Labeled Extract Name	Label	Protocol REF	Term Source REF	Assay Name	Array Design REF	Term Source REF	Technology Type	Protocol REF	Term Source REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Term Source REF	Normalization Name	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	FactorValue [time after induction]	FactorValue [treatment]	Term Source REF	Term Accession Number	FactorValue [vector]
GSM2044897 1	c1.2	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 1h	VND7 plants without DEX treatment at T1, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	1h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044897 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044897 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044897	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044897_c1.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044897_sample_table.txt norm	GSM2044897_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	1h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044896 1	c1.1	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 1h	VND7 plants without DEX treatment at T1, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	1h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044896 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044896 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044896	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044896_c1.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044896_sample_table.txt norm	GSM2044896_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	1h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044895 1	c0.3	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 0h	VND7 plants without DEX treatment at T0, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	0h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044895 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044895 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044895	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044895_c0.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044895_sample_table.txt norm	GSM2044895_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	0h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044894 1	c0.2	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 0h	VND7 plants without DEX treatment at T0, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	0h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044894 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044894 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044894	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044894_c0.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044894_sample_table.txt norm	GSM2044894_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	0h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044893 1	c0.1	Arabidopsis thaliana plants harboring VND7 inducible vectors, without DEX, 0h	VND7 plants without DEX treatment at T0, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	0h	VND7-VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044893 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044893 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044893	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044893_c0.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044893_sample_table.txt norm	GSM2044893_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	0h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VND7-VP16-GR
GSM2044892 1	ev_t24.3	Arabidopsis thaliana plants harboring empty vectors, with DEX, 24h	Empty vector plants with DEX treatment at T24, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	24h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044892 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044892 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044892	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044892_ev_t24.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044892_sample_table.txt norm	GSM2044892_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	24h	dexamethasone (DEX)	  	  	VP16-GR
GSM2044891 1	ev_t24.2	Arabidopsis thaliana plants harboring empty vectors, with DEX, 24h	Empty vector plants with DEX treatment at T24, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	24h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044891 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044891 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044891	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044891_ev_t24.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044891_sample_table.txt norm	GSM2044891_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	24h	dexamethasone (DEX)	  	  	VP16-GR
GSM2044890 1	ev_t24.1	Arabidopsis thaliana plants harboring empty vectors, with DEX, 24h	Empty vector plants with DEX treatment at T24, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	24h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044890 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044890 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044890	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044890_ev_t24.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044890_sample_table.txt norm	GSM2044890_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	24h	dexamethasone (DEX)	  	  	VP16-GR
GSM2044889 1	ev_t12.3	Arabidopsis thaliana plants harboring empty vectors, with DEX, 12h	Empty vector plants with DEX treatment at T12, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	12h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044889 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044889 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044889	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044889_ev_t12.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044889_sample_table.txt norm	GSM2044889_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	12h	dexamethasone (DEX)	  	  	VP16-GR
GSM2044888 1	ev_t12.2	Arabidopsis thaliana plants harboring empty vectors, with DEX, 12h	Empty vector plants with DEX treatment at T12, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	12h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044888 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044888 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044888	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044888_ev_t12.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044888_sample_table.txt norm	GSM2044888_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	12h	dexamethasone (DEX)	  	  	VP16-GR
GSM2044887 1	ev_t12.1	Arabidopsis thaliana plants harboring empty vectors, with DEX, 12h	Empty vector plants with DEX treatment at T12, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	12h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044887 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044887 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044887	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044887_ev_t12.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044887_sample_table.txt norm	GSM2044887_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	12h	dexamethasone (DEX)	  	  	VP16-GR
GSM2044886 1	ev_t9.3	Arabidopsis thaliana plants harboring empty vectors, with DEX, 9h	Empty vector plants with DEX treatment at T9, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	9h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044886 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044886 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044886	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044886_ev_t9.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044886_sample_table.txt norm	GSM2044886_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	9h	dexamethasone (DEX)	  	  	VP16-GR
GSM2044885 1	ev_t9.2	Arabidopsis thaliana plants harboring empty vectors, with DEX, 9h	Empty vector plants with DEX treatment at T9, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	9h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044885 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044885 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044885	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044885_ev_t9.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044885_sample_table.txt norm	GSM2044885_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	9h	dexamethasone (DEX)	  	  	VP16-GR
GSM2044884 1	ev_t9.1	Arabidopsis thaliana plants harboring empty vectors, with DEX, 9h	Empty vector plants with DEX treatment at T9, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	9h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044884 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044884 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044884	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044884_ev_t9.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044884_sample_table.txt norm	GSM2044884_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	9h	dexamethasone (DEX)	  	  	VP16-GR
GSM2044883 1	ev_c24.3	Arabidopsis thaliana plants harboring empty vectors, without DEX, 24h	Empty vector plants without DEX treatment at T24, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	24h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044883 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044883 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044883	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044883_ev_c24.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044883_sample_table.txt norm	GSM2044883_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	24h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VP16-GR
GSM2044882 1	ev_c24.2	Arabidopsis thaliana plants harboring empty vectors, without DEX, 24h	Empty vector plants without DEX treatment at T24, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	24h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044882 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044882 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044882	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044882_ev_c24.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044882_sample_table.txt norm	GSM2044882_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	24h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VP16-GR
GSM2044881 1	ev_c24.1	Arabidopsis thaliana plants harboring empty vectors, without DEX, 24h	Empty vector plants without DEX treatment at T24, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	24h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044881 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044881 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044881	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044881_ev_c24.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044881_sample_table.txt norm	GSM2044881_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	24h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VP16-GR
GSM2044880 1	ev_c12.3	Arabidopsis thaliana plants harboring empty vectors, without DEX, 12h	Empty vector plants without DEX treatment at T12, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	12h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044880 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044880 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044880	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044880_ev_c12.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044880_sample_table.txt norm	GSM2044880_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	12h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VP16-GR
GSM2044879 1	ev_c12.2	Arabidopsis thaliana plants harboring empty vectors, without DEX, 12h	Empty vector plants without DEX treatment at T12, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	12h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044879 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044879 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044879	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044879_ev_c12.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044879_sample_table.txt norm	GSM2044879_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	12h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VP16-GR
GSM2044878 1	ev_c12.1	Arabidopsis thaliana plants harboring empty vectors, without DEX, 12h	Empty vector plants without DEX treatment at T12, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	12h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044878 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044878 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044878	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044878_ev_c12.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044878_sample_table.txt norm	GSM2044878_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	12h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VP16-GR
GSM2044877 1	ev_c9.3	Arabidopsis thaliana plants harboring empty vectors, without DEX, 9h	Empty vector plants without DEX treatment at T9, biological rep3	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	9h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044877 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044877 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044877	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044877_ev_c9.3.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044877_sample_table.txt norm	GSM2044877_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	9h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VP16-GR
GSM2044876 1	ev_c9.2	Arabidopsis thaliana plants harboring empty vectors, without DEX, 9h	Empty vector plants without DEX treatment at T9, biological rep2	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	9h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044876 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044876 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044876	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044876_ev_c9.2.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044876_sample_table.txt norm	GSM2044876_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	9h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VP16-GR
GSM2044875 1	ev_c9.1	Arabidopsis thaliana plants harboring empty vectors, without DEX, 9h	Empty vector plants without DEX treatment at T9, biological rep1	Col-0	EFO	EFO_0005148	Arabidopsis thaliana	EFO	http://purl.obolibrary.org/obo/NCBITaxon_3702	hypocotyl	EFO	EFO_0001931	9h	VP16-GR	P-GSE77153-2	ArrayExpress	P-GSE77153-3	ArrayExpress	P-GSE77153-4	ArrayExpress	GSM2044875 extract 1	total RNA	P-GSE77153-5	ArrayExpress	GSM2044875 LE 1	Biotin	P-GSE77153-6	ArrayExpress	GSM2044875	A-AFFY-2	ArrayExpress	array assay	P-GSE77153-7	ArrayExpress	GSM2044875_ev_c9.1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.raw.2.zip	P-GSE77153-1	ArrayExpress	GSM2044875_sample_table.txt norm	GSM2044875_sample_table.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-77153/E-GEOD-77153.processed.1.zip	9h	DMSO	EFO	http://purl.obolibrary.org/obo/CHEBI_28262	VP16-GR
