Source Name	Characteristics [Organism]	Term Source REF	Term Accession Number	Description	Comment [Sample_source_name]	Comment [Sample_characteristics]	Characteristics[Genotype]	Characteristics[OrganismPart]	Characteristics[Age]	Unit[TimeUnit]	Characteristics[DevelopmentalStage]	Characteristics[Ecotype]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	FactorValue[GROWTH CONDITION]	FactorValue[ORGANISM PART]	FactorValue[GENOTYPE]
GSE14578GSM362196	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pGL2-enriched polysomal mRNA, Root atrichoblast RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pGL2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pGL2:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362196 sample	P-G14578-8	GSE14578GSM362196 extract	total_RNA	P-G14578-7	GSE14578GSM362196 LE biotin	biotin	synthetic_RNA	root_hypoxia_pGL2_rep2	A-AFFY-2	P-AFFY-6	GSM362196.CEL	GSM362196.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root	pGL2:His6FLAG-RPL18B
GSE14578GSM362226	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pGL2-enriched polysomal mRNA, Shoot trichome RNA under control conditions. Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pGL2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pGL2:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362226 sample	P-G14578-8	GSE14578GSM362226 extract	total_RNA	P-G14578-7	GSE14578GSM362226 LE biotin	biotin	synthetic_RNA	shoot_control_pGL2_rep2	A-AFFY-2	P-AFFY-6	GSM362226.CEL	GSM362226.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	shoot	pGL2:His6FLAG-RPL18B
GSE14578GSM362225	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pGL2-enriched polysomal mRNA, Shoot trichome RNA under control conditions. Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pGL2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pGL2:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362225 sample	P-G14578-8	GSE14578GSM362225 extract	total_RNA	P-G14578-7	GSE14578GSM362225 LE biotin	biotin	synthetic_RNA	shoot_control_pGL2_rep1	A-AFFY-2	P-AFFY-6	GSM362225.CEL	GSM362225.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	shoot	pGL2:His6FLAG-RPL18B
GSE14578GSM362227	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pGL2-enriched polysomal mRNA, Shoot trichome RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pGL2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pGL2:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362227 sample	P-G14578-8	GSE14578GSM362227 extract	total_RNA	P-G14578-7	GSE14578GSM362227 LE biotin	biotin	synthetic_RNA	shoot_hypoxia_pGL2_rep1	A-AFFY-2	P-AFFY-6	GSM362227.CEL	GSM362227.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	shoot	pGL2:His6FLAG-RPL18B
GSE14578GSM362228	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pGL2-enriched polysomal mRNA, Shoot trichome RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pGL2-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pGL2:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pGL2:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362228 sample	P-G14578-8	GSE14578GSM362228 extract	total_RNA	P-G14578-7	GSE14578GSM362228 LE biotin	biotin	synthetic_RNA	shoot_hypoxia_pGL2_rep2	A-AFFY-2	P-AFFY-6	GSM362228.CEL	GSM362228.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	shoot	pGL2:His6FLAG-RPL18B
GSE14578GSM362244	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pKAT1-enriched polysomal mRNA, Shoot stomata RNA under control conditions. Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pKAT1-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pKAT1:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362244 sample	P-G14578-8	GSE14578GSM362244 extract	total_RNA	P-G14578-7	GSE14578GSM362244 LE biotin	biotin	synthetic_RNA	shoot_control_pKAT1_rep2	A-AFFY-2	P-AFFY-6	GSM362244.CEL	GSM362244.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	shoot	pKAT1:His6FLAG-RPL18B
GSE14578GSM362243	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pKAT1-enriched polysomal mRNA, Shoot stomata RNA under control conditions. Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pKAT1-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pKAT1:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362243 sample	P-G14578-8	GSE14578GSM362243 extract	total_RNA	P-G14578-7	GSE14578GSM362243 LE biotin	biotin	synthetic_RNA	shoot_control_pKAT1_rep1	A-AFFY-2	P-AFFY-6	GSM362243.CEL	GSM362243.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	shoot	pKAT1:His6FLAG-RPL18B
GSE14578GSM362245	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pKAT1-enriched polysomal mRNA, Shoot stomata RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pKAT1-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pKAT1:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362245 sample	P-G14578-8	GSE14578GSM362245 extract	total_RNA	P-G14578-7	GSE14578GSM362245 LE biotin	biotin	synthetic_RNA	shoot_hypoxia_pKAT1_rep1	A-AFFY-2	P-AFFY-6	GSM362245.CEL	GSM362245.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	shoot	pKAT1:His6FLAG-RPL18B
GSE14578GSM362246	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pKAT1-enriched polysomal mRNA, Shoot stomata RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pKAT1-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pKAT1:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pKAT1:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362246 sample	P-G14578-8	GSE14578GSM362246 extract	total_RNA	P-G14578-7	GSE14578GSM362246 LE biotin	biotin	synthetic_RNA	shoot_hypoxia_pKAT1_rep2	A-AFFY-2	P-AFFY-6	GSM362246.CEL	GSM362246.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	shoot	pKAT1:His6FLAG-RPL18B
GSE14578GSM362207	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pPEP-enriched polysomal mRNA, Root cortex (PEP) RNA under control conditions. Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pPEP-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pPEP:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362207 sample	P-G14578-8	GSE14578GSM362207 extract	total_RNA	P-G14578-7	GSE14578GSM362207 LE biotin	biotin	synthetic_RNA	root_control_pPEP_rep1	A-AFFY-2	P-AFFY-6	GSM362207.CEL	GSM362207.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root	pPEP:His6FLAG-RPL18B
GSE14578GSM362208	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pPEP-enriched polysomal mRNA, Root cortex (PEP) RNA under control conditions. Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pPEP-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pPEP:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362208 sample	P-G14578-8	GSE14578GSM362208 extract	total_RNA	P-G14578-7	GSE14578GSM362208 LE biotin	biotin	synthetic_RNA	root_control_pPEP_rep2	A-AFFY-2	P-AFFY-6	GSM362208.CEL	GSM362208.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root	pPEP:His6FLAG-RPL18B
GSE14578GSM362210	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pPEP-enriched polysomal mRNA, Root cortex (PEP) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pPEP-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pPEP:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362210 sample	P-G14578-8	GSE14578GSM362210 extract	total_RNA	P-G14578-7	GSE14578GSM362210 LE biotin	biotin	synthetic_RNA	root_hypoxia_pPEP_rep2	A-AFFY-2	P-AFFY-6	GSM362210.CEL	GSM362210.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root	pPEP:His6FLAG-RPL18B
GSE14578GSM362209	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pPEP-enriched polysomal mRNA, Root cortex (PEP) RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pPEP-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pPEP:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pPEP:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362209 sample	P-G14578-8	GSE14578GSM362209 extract	total_RNA	P-G14578-7	GSE14578GSM362209 LE biotin	biotin	synthetic_RNA	root_hypoxia_pPEP_rep1	A-AFFY-2	P-AFFY-6	GSM362209.CEL	GSM362209.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root	pPEP:His6FLAG-RPL18B
GSE14578GSM362230	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pRBCS-enriched polysomal mRNA, Shoot mesophyll RNA under control conditions. Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pRBCS-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pRBCS:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362230 sample	P-G14578-8	GSE14578GSM362230 extract	total_RNA	P-G14578-7	GSE14578GSM362230 LE biotin	biotin	synthetic_RNA	shoot_control_pRBCS_rep2	A-AFFY-2	P-AFFY-6	GSM362230.CEL	GSM362230.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	shoot	pRBCS:His6FLAG-RPL18B
GSE14578GSM362229	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr Control, pRBCS-enriched polysomal mRNA, Shoot mesophyll RNA under control conditions. Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	7 day old Arabidopsis Seedling shoots, 2hr Control, pRBCS-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: control	pRBCS:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362229 sample	P-G14578-8	GSE14578GSM362229 extract	total_RNA	P-G14578-7	GSE14578GSM362229 LE biotin	biotin	synthetic_RNA	shoot_control_pRBCS_rep1	A-AFFY-2	P-AFFY-6	GSM362229.CEL	GSM362229.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	shoot	pRBCS:His6FLAG-RPL18B
GSE14578GSM362231	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pRBCS-enriched polysomal mRNA, Shoot mesophyll RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pRBCS-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pRBCS:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362231 sample	P-G14578-8	GSE14578GSM362231 extract	total_RNA	P-G14578-7	GSE14578GSM362231 LE biotin	biotin	synthetic_RNA	shoot_hypoxia_pRBCS_rep1	A-AFFY-2	P-AFFY-6	GSM362231.CEL	GSM362231.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	shoot	pRBCS:His6FLAG-RPL18B
GSE14578GSM362232	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pRBCS-enriched polysomal mRNA, Shoot mesophyll RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	7 day old Arabidopsis Seedling shoots, 2hr hypoxia, pRBCS-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRBCS:His6FLAG-RPL18B (Col-0); Tissue: shoot; Treatment: hypoxia	pRBCS:His6FLAG-RPL18B	shoot	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362232 sample	P-G14578-8	GSE14578GSM362232 extract	total_RNA	P-G14578-7	GSE14578GSM362232 LE biotin	biotin	synthetic_RNA	shoot_hypoxia_pRBCS_rep2	A-AFFY-2	P-AFFY-6	GSM362232.CEL	GSM362232.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	shoot	pRBCS:His6FLAG-RPL18B
GSE14578GSM362211	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pRPL11C-enriched polysomal mRNA, Root meristematic RNA under control conditions. Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pRPL11C-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pRPL11C:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362211 sample	P-G14578-8	GSE14578GSM362211 extract	total_RNA	P-G14578-7	GSE14578GSM362211 LE biotin	biotin	synthetic_RNA	root_control_pRPL11C_rep1	A-AFFY-2	P-AFFY-6	GSM362211.CEL	GSM362211.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root	pRPL11C:His6FLAG-RPL18B
GSE14578GSM362212	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr Control, pRPL11C-enriched polysomal mRNA, Root meristematic RNA under control conditions. Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	7 day old Arabidopsis Seedling roots, 2hr Control, pRPL11C-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: control	pRPL11C:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362212 sample	P-G14578-8	GSE14578GSM362212 extract	total_RNA	P-G14578-7	GSE14578GSM362212 LE biotin	biotin	synthetic_RNA	root_control_pRPL11C_rep2	A-AFFY-2	P-AFFY-6	GSM362212.CEL	GSM362212.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	control	root	pRPL11C:His6FLAG-RPL18B
GSE14578GSM362213	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pRPL11C-enriched polysomal mRNA, Root meristematic RNA under hypoxic conditions. Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	7 day old Arabidopsis Seedling roots, 2hr hypoxia, pRPL11C-enriched polysomal mRNA	Age: 7 day old seedlings; Genotype: pRPL11C:His6FLAG-RPL18B (Col-0); Tissue: root; Treatment: hypoxia	pRPL11C:His6FLAG-RPL18B	root	7	days	seedling	Col-0	P-G14578-6	P-G14578-1	GSE14578GSM362213 sample	P-G14578-8	GSE14578GSM362213 extract	total_RNA	P-G14578-7	GSE14578GSM362213 LE biotin	biotin	synthetic_RNA	root_hypoxia_pRPL11C_rep1	A-AFFY-2	P-AFFY-6	GSM362213.CEL	GSM362213.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.raw.1.zip	P-G14578-4	E-GEOD-14578-processed-data-1824885448.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/GEOD/E-GEOD-14578/E-GEOD-14578.processed.1.zip	hypoxia	root	pRPL11C:His6FLAG-RPL18B
