Source Name	Characteristics [Ecotype]	Characteristics [Genotype]	Characteristics [OrganismPart]	Term Source REF	Term Accession Number	Characteristics [StrainOrLine]	Characteristics [Organism]	Term Source REF	Term Accession Number	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Hybridization Name	Array Design REF	Protocol REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value [TEMPERATURE]	Unit [TemperatureUnit]	Factor Value [LIGHT]	Factor Value [TIME]	Unit [TimeUnit]
ATH_caldana_COND_0	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_0	total_RNA	P-MTAB-17015	ATH_caldana_COND_0	biotin	synthetic_DNA	ATH_caldana_COND_0	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_0.CEL	affy_ATH1_caldana_0.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21;21/18;4;32	degree_C	low light (85 uE);darkness (0 uE);normal light (150 uE);low light (75 uE);high light (400 uE)	0	minutes
ATH_caldana_COND_A 300	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17006	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_A 300	total_RNA	P-MTAB-17015	ATH_caldana_COND_A 300	biotin	synthetic_DNA	ATH_caldana_COND_A 300	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_17.CEL	affy_ATH1_caldana_17.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21/18	degree_C	normal light (150 uE)	300	minutes
ATH_caldana_COND_G 160	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17012	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_G 160	total_RNA	P-MTAB-17015	ATH_caldana_COND_G 160	biotin	synthetic_DNA	ATH_caldana_COND_G 160	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_142.CEL	affy_ATH1_caldana_142.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	low light (75 uE)	160	minutes
ATH_caldana_COND_B 180	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17007	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_B 180	total_RNA	P-MTAB-17015	ATH_caldana_COND_B 180	biotin	synthetic_DNA	ATH_caldana_COND_B 180	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_33.CEL	affy_ATH1_caldana_33.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	darkness (0 uE)	180	minutes
ATH_caldana_COND_G 100	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17012	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_G 100	total_RNA	P-MTAB-17015	ATH_caldana_COND_G 100	biotin	synthetic_DNA	ATH_caldana_COND_G 100	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_139.CEL	affy_ATH1_caldana_139.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	low light (75 uE)	100	minutes
ATH_caldana_COND_A 240	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17006	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_A 240	total_RNA	P-MTAB-17015	ATH_caldana_COND_A 240	biotin	synthetic_DNA	ATH_caldana_COND_A 240	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_14.CEL	affy_ATH1_caldana_14.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21/18	degree_C	normal light (150 uE)	240	minutes
ATH_caldana_COND_E 140	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17010	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_E 140	total_RNA	P-MTAB-17015	ATH_caldana_COND_E 140	biotin	synthetic_DNA	ATH_caldana_COND_E 140	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_97.CEL	affy_ATH1_caldana_97.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	normal light (150 uE)	140	minutes
ATH_caldana_COND_A 200	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_A 200	total_RNA	P-MTAB-17015	ATH_caldana_COND_A 200	biotin	synthetic_DNA	ATH_caldana_COND_A 200	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_12.CEL	affy_ATH1_caldana_12.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21/18	degree_C	normal light (150 uE)	200	minutes
ATH_caldana_COND_A 5	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17006	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_A 5	total_RNA	P-MTAB-17015	ATH_caldana_COND_A 5	biotin	synthetic_DNA	ATH_caldana_COND_A 5	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_1.CEL	affy_ATH1_caldana_1.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21/18	degree_C	normal light (150 uE)	5	minutes
ATH_caldana_COND_B 140	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17007	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_B 140	total_RNA	P-MTAB-17015	ATH_caldana_COND_B 140	biotin	synthetic_DNA	ATH_caldana_COND_B 140	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_31.CEL	affy_ATH1_caldana_31.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	darkness (0 uE)	140	minutes
ATH_caldana_COND_F 260	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17011	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 260	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 260	biotin	synthetic_DNA	ATH_caldana_COND_F 260	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_125.CEL	affy_ATH1_caldana_125.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	260	minutes
ATH_caldana_COND_F 160	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 160	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 160	biotin	synthetic_DNA	ATH_caldana_COND_F 160	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_120.CEL	affy_ATH1_caldana_120.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	160	minutes
ATH_caldana_COND_F 640	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 640	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 640	biotin	synthetic_DNA	ATH_caldana_COND_F 640	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_131.CEL	affy_ATH1_caldana_131.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	640	minutes
ATH_caldana_COND_E 1280	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_E 1280	total_RNA	P-MTAB-17015	ATH_caldana_COND_E 1280	biotin	synthetic_DNA	ATH_caldana_COND_E 1280	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_110.CEL	affy_ATH1_caldana_110.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	normal light (150 uE)	1280	minutes
ATH_caldana_COND_C 1280	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17008	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_C 1280	total_RNA	P-MTAB-17015	ATH_caldana_COND_C 1280	biotin	synthetic_DNA	ATH_caldana_COND_C 1280	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_66.CEL	affy_ATH1_caldana_66.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	low light (85 uE)	1280	minutes
ATH_caldana_COND_C 60	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17008	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_C 60	total_RNA	P-MTAB-17015	ATH_caldana_COND_C 60	biotin	synthetic_DNA	ATH_caldana_COND_C 60	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_49.CEL	affy_ATH1_caldana_49.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	low light (85 uE)	60	minutes
ATH_caldana_COND_H 180	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_H 180	total_RNA	P-MTAB-17015	ATH_caldana_COND_H 180	biotin	synthetic_DNA	ATH_caldana_COND_H 180	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_165.CEL	affy_ATH1_caldana_165.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	high light (400 uE)	180	minutes
ATH_caldana_COND_G 300	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17012	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_G 300	total_RNA	P-MTAB-17015	ATH_caldana_COND_G 300	biotin	synthetic_DNA	ATH_caldana_COND_G 300	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_149.CEL	affy_ATH1_caldana_149.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	low light (75 uE)	300	minutes
ATH_caldana_COND_E 160	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_E 160	total_RNA	P-MTAB-17015	ATH_caldana_COND_E 160	biotin	synthetic_DNA	ATH_caldana_COND_E 160	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_98.CEL	affy_ATH1_caldana_98.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	normal light (150 uE)	160	minutes
ATH_caldana_COND_D 80	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17009	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_D 80	total_RNA	P-MTAB-17015	ATH_caldana_COND_D 80	biotin	synthetic_DNA	ATH_caldana_COND_D 80	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_72.CEL	affy_ATH1_caldana_72.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	darkness (0 uE)	80	minutes
ATH_caldana_COND_C 180	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17008	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_C 180	total_RNA	P-MTAB-17015	ATH_caldana_COND_C 180	biotin	synthetic_DNA	ATH_caldana_COND_C 180	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_55.CEL	affy_ATH1_caldana_55.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	4	degree_C	low light (85 uE)	180	minutes
ATH_caldana_COND_H 60	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_H 60	total_RNA	P-MTAB-17015	ATH_caldana_COND_H 60	biotin	synthetic_DNA	ATH_caldana_COND_H 60	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_159.CEL	affy_ATH1_caldana_159.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	high light (400 uE)	60	minutes
ATH_caldana_COND_H 200	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17013	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_H 200	total_RNA	P-MTAB-17015	ATH_caldana_COND_H 200	biotin	synthetic_DNA	ATH_caldana_COND_H 200	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_166.CEL	affy_ATH1_caldana_166.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	high light (400 uE)	200	minutes
ATH_caldana_COND_F 320	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 320	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 320	biotin	synthetic_DNA	ATH_caldana_COND_F 320	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_128.CEL	affy_ATH1_caldana_128.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	320	minutes
ATH_caldana_COND_H 1280	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_H 1280	total_RNA	P-MTAB-17015	ATH_caldana_COND_H 1280	biotin	synthetic_DNA	ATH_caldana_COND_H 1280	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_176.CEL	affy_ATH1_caldana_176.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	high light (400 uE)	1280	minutes
ATH_caldana_COND_H 240	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_H 240	total_RNA	P-MTAB-17015	ATH_caldana_COND_H 240	biotin	synthetic_DNA	ATH_caldana_COND_H 240	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_168.CEL	affy_ATH1_caldana_168.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	high light (400 uE)	240	minutes
ATH_caldana_COND_A 320	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17006	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_A 320	total_RNA	P-MTAB-17015	ATH_caldana_COND_A 320	biotin	synthetic_DNA	ATH_caldana_COND_A 320	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_18.CEL	affy_ATH1_caldana_18.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21/18	degree_C	normal light (150 uE)	320	minutes
ATH_caldana_COND_G 640	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17012	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_G 640	total_RNA	P-MTAB-17015	ATH_caldana_COND_G 640	biotin	synthetic_DNA	ATH_caldana_COND_G 640	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_153.CEL	affy_ATH1_caldana_153.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	21	degree_C	low light (75 uE)	640	minutes
ATH_caldana_COND_E 320	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17005	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_E 320	total_RNA	P-MTAB-17015	ATH_caldana_COND_E 320	biotin	synthetic_DNA	ATH_caldana_COND_E 320	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_106.CEL	affy_ATH1_caldana_106.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.2.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	normal light (150 uE)	320	minutes
ATH_caldana_COND_F 140	Columbia-0	wild_type	rosette leaf	EFO	EFO_0001984	CS906	Arabidopsis thaliana	EFO	http://purl.org/obo/owl/NCBITaxon#NCBITaxon_3702	P-MTAB-17011	P-MTAB-17004	P-MTAB-17014	ATH_caldana_COND_F 140	total_RNA	P-MTAB-17015	ATH_caldana_COND_F 140	biotin	synthetic_DNA	ATH_caldana_COND_F 140	A-AFFY-2	P-AFFY-6	affy_ATH1_caldana_119.CEL	affy_ATH1_caldana_119.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.raw.3.zip	P-MTAB-17016	E-MTAB-375-processed-data-2522036579.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-375/E-MTAB-375.processed.1.zip	32	degree_C	darkness (0 uE)	140	minutes
